Athlete_Comp_ID,Athlete_name,Gender,age_yrs,Nation,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Major_Finalist,Major_Medalist,Olympic_Finalist,Olympic_Medalist,Temp_Snow,Temp_Air,Wind,Season,Season_Comp,Round,Score_Metric,Finish_Rank
DESAUTELS Mats - CAN - Canadian Selections 1 - 2019 - Final 1,DESAUTELS Mats - CAN,Men,21.0,CAN,15.9,16.1,16.5,16.0,16.0,6.9,6.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,68.58,10
BELLUCCI Massimo - CAN - Canadian Selections 1 - 2019 - Final 1,BELLUCCI Massimo - CAN,Men,21.0,CAN,15.9,17.5,16.4,16.6,17.6,5.5,5.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,69.35,8
BOBYN George - CAN - Canada Cup 2 - 2019 - Final 1,BOBYN George - CAN,Men,,CAN,14.2,15.6,15.1,14.4,15.1,6.2,6.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,58.25,12
ROY Jeremie - CAN - Canada Cup 1 - 2019 - Final 1,ROY Jeremie - CAN,Men,,CAN,15.6,15.4,15.6,15.0,14.6,7.7,7.5,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,69.39,14
DAWSON Quinn - CAN - Canadian Selections 1 - 2019 - Final 1,DAWSON Quinn - CAN,Men,16.0,CAN,15.7,18.0,16.6,16.9,16.7,6.3,6.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,72.14,6
VAN DER MERWE Dylan - CAN - Canada Cup 2 - 2019 - Final 1,VAN DER MERWE Dylan - CAN,Men,,CAN,16.9,16.8,16.5,17.0,17.0,7.0,7.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,71.13,2
VIEL Julien - CAN - Canadian Selections 1 - 2019 - Final 1,VIEL Julien - CAN,Men,19.0,CAN,17.9,17.2,17.1,17.0,17.8,6.1,6.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,71.74,7
PARSONS Jackson - CAN - Canada Cup 2 - 2019 - Final 1,PARSONS Jackson - CAN,Men,,CAN,14.3,14.4,15.6,14.5,14.7,7.5,7.9,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,59.15,11
BEAULIEU Charles - CAN - Canada Cup 1 - 2019 - Final 1,BEAULIEU Charles - CAN,Men,,CAN,16.2,16.2,16.1,16.3,16.2,8.0,8.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,71.1,10
GAGNON Louis - CAN - Canada Cup 1 - 2019 - Final 1,GAGNON Louis - CAN,Men,,CAN,15.9,16.4,16.6,16.4,16.2,7.5,7.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,71.25,9
RETZER Mathew - CZE - Canadian Selections 1 - 2019 - Final 1,RETZER Mathew - CZE,Men,25.0,CZE,17.3,15.3,15.7,16.2,16.8,5.7,5.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,64.85,14
CHALIFOUX Louis David - CAN - Canada Cup 1 - 2019 - Final 1,CHALIFOUX Louis David - CAN,Men,,CAN,18.0,18.4,18.4,18.2,18.0,8.0,8.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,81.05,1
TANNER Marc - CAN - Canadian Selections 1 - 2019 - Final 1,TANNER Marc - CAN,Men,19.0,CAN,16.1,16.2,15.1,16.0,16.8,5.2,5.6,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,28.07,20
CLOUTIER ASSELIN Felix - CAN - Canada Cup 1 - 2019 - Final 1,CLOUTIER ASSELIN Felix - CAN,Men,,CAN,16.8,16.6,16.6,16.5,16.8,7.8,8.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,75.83,3
THIVIERGE Charles  Olivier - CAN - Canada Cup 2 - 2019 - Final 1,THIVIERGE Charles  Olivier - CAN,Men,,CAN,16.6,16.6,16.4,16.2,16.0,5.3,5.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,68.41,5
KURODA Brayden - CAN - Canadian Selections 1 - 2019 - Final 1,KURODA Brayden - CAN,Men,19.0,CAN,17.2,16.4,15.9,16.6,17.4,7.1,7.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,66.58,12
GAUTHIER Julien - CAN - Canada Cup 2 - 2019 - Final 1,GAUTHIER Julien - CAN,Men,,CAN,16.4,16.8,15.4,14.4,14.5,7.0,7.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,61.86,8
GOODISON Samuel - CAN - Canada Cup 1 - 2019 - Final 1,GOODISON Samuel - CAN,Men,,CAN,16.0,16.5,16.2,16.3,15.9,7.8,8.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,70.42,12
GAGNON Thomas - CAN - Canada Cup 2 - 2019 - Final 1,GAGNON Thomas - CAN,Men,,CAN,15.6,16.1,15.7,15.9,15.5,6.6,6.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,66.45,6
CAREY Cole - CAN - Canada Cup 2 - 2019 - Final 1,CAREY Cole - CAN,Men,,CAN,15.0,14.9,14.4,12.7,14.6,6.2,6.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,51.77,15
DROUIN Xavier - CAN - Canada Cup 1 - 2019 - Final 1,DROUIN Xavier - CAN,Men,,CAN,15.6,15.7,16.0,16.2,15.6,7.8,7.5,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,67.83,17
PARADIS Louis - CAN - Canada Cup 2 - 2019 - Final 1,PARADIS Louis - CAN,Men,,CAN,17.3,16.9,16.6,18.1,17.5,8.5,8.6,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,72.83,1
BOUCHARD Mathis - CAN - Canada Cup 1 - 2019 - Final 1,BOUCHARD Mathis - CAN,Men,,CAN,15.9,16.0,15.8,15.2,16.0,7.8,7.7,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,68.3,15
MYSKO Alex - CAN - Canada Cup 1 - 2019 - Final 1,MYSKO Alex - CAN,Men,,CAN,16.1,15.7,15.2,15.7,15.6,8.0,8.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,68.23,16
RICE Lewis - CAN - Canada Cup 2 - 2019 - Final 1,RICE Lewis - CAN,Men,,CAN,15.7,15.8,16.3,15.1,15.5,7.5,7.6,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,61.41,10
NADON Benjamin - CAN - Canada Cup 1 - 2019 - Final 1,NADON Benjamin - CAN,Men,,CAN,15.8,16.4,16.4,17.1,16.4,8.0,7.9,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,73.1,7
TANNER Daniel - CAN - Canadian Selections 1 - 2019 - Final 1,TANNER Daniel - CAN,Men,22.0,CAN,18.3,18.0,18.8,17.6,18.3,7.1,6.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,78.14,1
VAILLANCOURT Elliot - CAN - Canadian Selections 1 - 2019 - Final 1,VAILLANCOURT Elliot - CAN,Men,21.0,CAN,18.2,17.8,18.0,18.3,18.0,6.4,6.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,77.37,2
CORDELL Sam - CAN - Canada Cup 1 - 2019 - Final 1,CORDELL Sam - CAN,Men,,CAN,17.2,16.6,17.0,17.2,17.0,8.0,8.0,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,75.13,4
TAKAGISHI Gaku - JPN - Canadian Selections 1 - 2019 - Final 1,TAKAGISHI Gaku - JPN,Men,20.0,JPN,15.1,10.0,13.9,16.1,15.0,5.1,4.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,55.44,18
THIVIERGE Charles  Olivier - CAN - Canada Cup 1 - 2019 - Final 1,THIVIERGE Charles  Olivier - CAN,Men,,CAN,17.3,17.4,16.5,17.4,17.5,7.5,7.7,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,76.08,2
DAWSON Quinn - CAN - Canada Cup 1 - 2019 - Final 1,DAWSON Quinn - CAN,Men,,CAN,16.5,16.3,16.8,16.8,16.8,8.0,8.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,70.65,11
TANNER Marc - CAN - Canada Cup 2 - 2019 - Final 1,TANNER Marc - CAN,Men,,CAN,15.1,15.7,14.3,10.6,14.0,7.0,7.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,57.77,13
LEE Xander - CAN - Canada Cup 2 - 2019 - Final 1,LEE Xander - CAN,Men,,CAN,14.2,15.0,12.4,12.9,13.0,7.4,7.5,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,42.74,16
BELLUCCI Massimo - CAN - Canada Cup 1 - 2019 - Final 1,BELLUCCI Massimo - CAN,Men,,CAN,16.0,15.8,16.2,16.1,15.8,6.4,6.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,69.86,13
VIEL Julien - CAN - Canada Cup 1 - 2019 - Final 1,VIEL Julien - CAN,Men,,CAN,17.0,17.2,16.8,16.7,17.3,8.0,8.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,74.93,6
KINGSBURY Mikael - CAN - Canadian Championships - 2018 - Final 1,KINGSBURY Mikael - CAN,Men,28.0,CAN,18.5,19.3,18.9,19.0,19.2,8.9,9.3,1,1,1,1,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,93.16,1
GOODISON Samuel - CAN - Canada Cup 2 - 2018 - Final 1,GOODISON Samuel - CAN,Men,,CAN,17.8,16.1,17.5,16.0,17.4,7.8,7.9,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,75.45,14
FRECHETTE Christian - CAN - Canada Cup 3 - 2018 - Final 1,FRECHETTE Christian - CAN,Men,,CAN,14.2,15.7,14.7,14.9,14.8,7.5,7.4,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,36.98,18
GAGNON Thomas - CAN - Canada Cup 3 - 2018 - Final 1,GAGNON Thomas - CAN,Men,,CAN,16.9,15.9,16.9,16.2,14.5,5.0,4.2,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,64.52,14
PERSON Hayden - CAN - Canada Cup 3 - 2018 - Final 1,PERSON Hayden - CAN,Men,,CAN,17.3,17.4,17.1,17.1,16.7,8.4,8.0,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,75.27,4
BETY Marc Antoine - CAN - Canada Cup 2 - 2018 - Final 1,BETY Marc Antoine - CAN,Men,,CAN,18.8,18.4,18.8,18.4,18.2,7.9,8.2,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,81.31,3
CHALIFOUX Louis David - CAN - Canada Cup 2 - 2018 - Final 1,CHALIFOUX Louis David - CAN,Men,,CAN,18.8,18.4,18.0,18.4,18.4,7.9,8.0,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,79.07,7
GOSSELIN Pier Alexandre - CAN - Canada Cup 2 - 2018 - Final 1,GOSSELIN Pier Alexandre - CAN,Men,,CAN,15.2,15.5,16.5,16.6,16.4,2.2,2.0,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,28.49,22
MARTEL Devon - CAN - Canada Cup 3 - 2018 - Final 1,MARTEL Devon - CAN,Men,,CAN,17.8,17.3,16.9,16.8,16.8,7.4,7.2,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,71.9,8
ANDISON Robbie - CAN - Canadian Championships - 2018 - Final 1,ANDISON Robbie - CAN,Men,23.0,CAN,17.1,16.8,16.4,17.4,17.2,7.4,8.0,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,76.72,11
PHIPPS Koleton - CAN - Canada Cup 3 - 2018 - Final 1,PHIPPS Koleton - CAN,Men,22.0,CAN,17.4,17.6,17.1,17.3,17.2,7.0,7.2,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,72.82,7
NADON Benjamin - CAN - Canada Cup 2 - 2018 - Final 1,NADON Benjamin - CAN,Men,,CAN,16.4,15.9,17.0,17.1,17.6,7.7,7.6,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,73.52,16
BEAULIEU Charles - CAN - Canada Cup 2 - 2018 - Final 1,BEAULIEU Charles - CAN,Men,,CAN,17.2,17.5,16.6,17.3,17.6,7.6,7.4,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,72.79,17
MARTINEAU Nicolas - CAN - Canada Cup 2 - 2018 - Final 1,MARTINEAU Nicolas - CAN,Men,,CAN,14.0,16.0,15.5,16.1,16.5,7.7,7.7,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,57.99,21
IMBEAU Christophe - CAN - Canada Cup 2 - 2018 - Final 1,IMBEAU Christophe - CAN,Men,,CAN,17.8,18.2,17.2,18.4,17.9,7.2,7.9,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,64.51,19
DESAUTELS Mats - CAN - Canada Cup 3 - 2018 - Final 1,DESAUTELS Mats - CAN,Men,,CAN,16.9,17.1,16.5,16.6,17.0,8.9,8.4,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,71.39,10
TANNER Marc - CAN - Canada Cup 3 - 2018 - Final 1,TANNER Marc - CAN,Men,,CAN,15.1,15.7,15.1,15.0,14.1,4.0,5.0,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,39.14,17
GILBERT Benoit - CAN - Canada Cup 2 - 2018 - Final 1,GILBERT Benoit - CAN,Men,,CAN,16.8,16.5,16.4,16.9,16.2,7.6,7.1,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,68.77,18
KELLY Brenden - CAN - Canadian Championships - 2018 - Final 1,KELLY Brenden - CAN,Men,25.0,CAN,17.4,17.5,17.5,17.2,17.8,7.5,7.7,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,82.9,4
KAPRONCZAI Julian - CAN - Canada Cup 2 - 2018 - Final 1,KAPRONCZAI Julian - CAN,Men,,CAN,18.6,18.2,18.0,18.0,18.3,7.4,7.1,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,78.81,8
MARTEL Devon - CAN - Canada Cup 2 - 2018 - Final 1,MARTEL Devon - CAN,Men,,CAN,18.6,18.6,17.8,17.1,18.4,8.3,8.2,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,78.38,9
CHALIFOUX Louis David - CAN - Canada Cup 3 - 2018 - Final 1,CHALIFOUX Louis David - CAN,Men,,CAN,17.2,17.0,17.0,17.0,17.3,6.0,6.4,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,71.36,11
LAVOIE Alexandre - CAN - Canada Cup 2 - 2018 - Final 1,LAVOIE Alexandre - CAN,Men,,CAN,18.7,18.4,18.6,18.5,18.4,8.1,7.9,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,83.72,1
TANNER Daniel - CAN - Canadian Championships - 2018 - Final 1,TANNER Daniel - CAN,Men,22.0,CAN,16.8,16.5,16.2,15.8,16.9,8.3,8.3,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,74.8,12
DUFRESNE Gabriel - CAN - Canadian Championships - 2018 - Final 1,DUFRESNE Gabriel - CAN,Men,24.0,CAN,17.5,17.8,17.7,17.4,17.2,9.0,8.9,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,79.21,9
FRECHETTE Christian - CAN - Canada Cup 2 - 2018 - Final 1,FRECHETTE Christian - CAN,Men,,CAN,18.4,18.3,18.0,17.3,17.4,8.1,8.1,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,77.57,10
DUFFY Eric - CAN - Canada Cup 2 - 2018 - Final 1,DUFFY Eric - CAN,Men,,CAN,17.0,16.4,16.8,16.7,16.9,5.0,4.7,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,63.41,20
JOHNSTON Parker - CAN - Canada Cup 2 - 2018 - Final 1,JOHNSTON Parker - CAN,Men,,CAN,18.4,17.5,18.4,17.4,18.2,7.7,7.6,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,79.5,5
MILLER CLARKE Reece - CAN - Canada Cup 3 - 2018 - Final 1,MILLER CLARKE Reece - CAN,Men,,CAN,15.9,16.2,15.5,15.6,15.0,6.4,6.6,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,64.31,15
DURHAM Joseph - CAN - Canada Cup 3 - 2018 - Final 1,DURHAM Joseph - CAN,Men,,CAN,17.9,17.4,17.1,17.2,17.0,7.6,6.9,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,71.64,9
CLOUTIER Gabriel - CAN - Canadian Championships - 2018 - Final 1,CLOUTIER Gabriel - CAN,Men,28.0,CAN,17.2,16.9,16.3,17.5,17.1,9.6,9.5,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,81.05,6
JOHNSTON Parker - CAN - Canada Cup 3 - 2018 - Final 1,JOHNSTON Parker - CAN,Men,,CAN,19.2,17.9,17.6,17.8,17.8,6.3,6.2,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,77.82,1
CAMPEAU Nicolas - CAN - Canada Cup 3 - 2018 - Final 1,CAMPEAU Nicolas - CAN,Men,,CAN,16.3,15.1,16.0,16.1,16.0,6.6,6.2,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,68.41,12
CHUNLAUD Kerrian - CAN - Canadian Championships - 2018 - Final 1,CHUNLAUD Kerrian - CAN,Men,27.0,CAN,17.7,17.3,17.6,17.5,17.3,9.4,8.6,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,83.53,3
NADEAU Jean  Christophe - CAN - Canada Cup 2 - 2018 - Final 1,NADEAU Jean  Christophe - CAN,Men,,CAN,18.3,18.7,18.6,18.8,18.6,8.0,7.9,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,82.26,2
DESAUTELS Mats - CAN - Canada Cup 2 - 2018 - Final 1,DESAUTELS Mats - CAN,Men,,CAN,13.8,15.6,16.0,15.9,13.0,7.9,7.9,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,14.73,23
LEMIEUX Simon - CAN - Canadian Championships - 2018 - Final 1,LEMIEUX Simon - CAN,Men,28.0,CAN,16.9,17.0,17.3,17.2,17.7,6.6,6.6,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,80.81,7
LESSARD Olivier - CAN - Canada Cup 2 - 2018 - Final 1,LESSARD Olivier - CAN,Men,,CAN,18.6,18.2,18.6,18.4,18.5,6.8,6.7,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,79.43,6
GAUTHIER Julien - CAN - Canada Cup 2 - 2018 - Final 1,GAUTHIER Julien - CAN,Men,,CAN,17.8,17.5,18.4,18.0,17.9,7.1,7.8,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,77.06,11
LESSARD Olivier - CAN - Canadian Championships - 2018 - Final 1,LESSARD Olivier - CAN,Men,22.0,CAN,15.0,14.5,13.5,14.2,14.1,9.2,8.7,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,58.18,13
VIEL Julien - CAN - Canada Cup 2 - 2018 - Final 1,VIEL Julien - CAN,Men,,CAN,18.4,18.0,17.2,18.3,18.0,7.6,7.4,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,75.04,15
CLOUTIER ASSELIN Felix - CAN - Canada Cup 2 - 2018 - Final 1,CLOUTIER ASSELIN Felix - CAN,Men,,CAN,17.6,17.5,18.2,17.3,17.6,6.0,6.8,0,0,0,0,0.0,0.0,0.0,2018,2018-Canada Cup 2,Final 1,76.84,12
DUMAIS Laurent - CAN - Canadian Championships - 2018 - Final 1,DUMAIS Laurent - CAN,Men,24.0,CAN,17.8,17.5,17.2,16.9,17.5,9.3,9.0,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,81.55,5
BERTRAND Felix - CAN - Canada Cup 3 - 2018 - Final 1,BERTRAND Felix - CAN,Men,,CAN,17.0,16.5,16.4,15.6,16.0,7.4,7.8,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,47.91,16
ULSIFER Luke - CAN - Canadian Championships - 2018 - Final 1,ULSIFER Luke - CAN,Men,27.0,CAN,17.3,17.2,16.8,17.2,17.3,8.4,8.8,0,0,0,0,0.0,0.0,0.0,2018,2018-Canadian Championships,Final 1,80.65,8
KURODA Brayden - CAN - Canada Cup 3 - 2018 - Final 1,KURODA Brayden - CAN,Men,19.0,CAN,17.1,16.9,16.6,16.9,17.1,8.1,7.6,0,0,0,0,0.0,-17.0,0.0,2018,2018-Canada Cup 3,Final 1,75.49,3
