Athlete_Comp,Metric,Finish,Gender,Temp__Air,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score__1,Judge_7_Score__1,Major_Finalist,Major_Medalist,Nation,Olympic_Finalist,Olympic_Medalist,Temp__Snow,Season,Season_Comp,Round,Wind,age_yrs
MATTHEWS Aidan - CAN - Canadian Selections 1 - 2019 - Qualification 1,14.09,39,Men,0.0,12.7,9.0,12.3,13.1,12.0,5.2,5.1,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,19.0
PARSONS Jackson - CAN - Canada Cup 2 - 2019 - Qualification 1,59.23,11,Men,0.0,15.5,15.5,15.5,16.9,16.5,6.7,6.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
GAUTHIER Julien - CAN - Canada Cup 2 - 2019 - Final 1,61.86,8,Men,0.0,16.4,16.8,15.4,14.4,14.5,7.0,7.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Final 1,0.0,
GARDINER Reno - CAN - Canada Cup 2 - 2019 - Qualification 1,21.39,31,Men,0.0,9.5,10.2,11.6,9.8,9.9,4.6,4.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
ARMSTRONG Brooke - CAN - Canada Cup 2 - 2019 - Qualification 2,51.29,7,Women,0.0,13.9,14.3,14.2,13.8,14.0,7.7,7.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
STRYDHORST Zachery - CAN - Canada Cup 2 - 2019 - Qualification 2,9.49,26,Men,0.0,9.5,11.0,10.9,8.8,10.0,1.4,1.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
LAROCHE Florence - CAN - Canada Cup 1 - 2019 - Qualification 2,54.8,9,Women,-22.0,14.2,13.9,15.2,13.7,13.6,5.1,5.7,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
GAGNON Louis - CAN - Canada Cup 2 - 2019 - Qualification 1,54.8,13,Men,0.0,14.0,13.6,15.5,15.5,15.0,4.6,4.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
GOODISON Samuel - CAN - Canadian Selections 1 - 2019 - Qualification 2,52.85,20,Men,0.0,13.6,13.6,13.9,15.3,14.4,4.2,4.3,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 2,0.0,18.0
OGIHARA Nagi - JPN - Canadian Selections 1 - 2019 - Final 1,74.43,1,Women,0.0,18.1,17.3,17.3,16.7,18.2,4.3,5.1,0,0,JPN,0,0,0.0,2019,2019-Canadian Selections 1,Final 1,0.0,22.0
TANNER Marc - CAN - Canadian Selections 1 - 2019 - Qualification 1,70.43,12,Men,0.0,17.1,16.3,17.6,17.7,17.2,5.4,5.7,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,19.0
BURNYEAT Brian - CAN - Canada Cup 2 - 2019 - Qualification 2,27.66,17,Men,0.0,12.4,12.5,10.9,8.9,9.9,4.7,4.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
MILLER CLARKE Reece - CAN - Canadian Selections 1 - 2019 - Qualification 1,47.99,31,Men,0.0,13.6,14.0,14.0,12.0,16.0,6.6,6.7,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,18.0
THIVIERGE Charles Olivier - CAN - Canadian Selections 1 - 2019 - Qualification 1,65.33,18,Men,0.0,15.0,17.2,14.9,16.2,12.0,6.9,7.0,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,18.0
BOUCHARD Mathis - CAN - Canada Cup 1 - 2019 - Qualification 2,62.91,14,Men,-22.0,13.3,14.3,14.4,14.9,15.1,7.5,7.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
PATTON Cole - CAN - Canada Cup 2 - 2019 - Qualification 2,44.93,7,Men,0.0,13.2,13.6,13.2,13.7,12.0,6.7,6.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
VAILLANCOURT Elliot - CAN - Canadian Selections 1 - 2019 - Qualification 1,75.71,4,Men,0.0,18.3,18.2,18.2,18.3,17.2,5.7,5.8,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,21.0
CHRISTIAN Tyler - CAN - Canada Cup 2 - 2019 - Qualification 2,25.07,20,Men,0.0,10.0,11.0,14.6,12.5,11.4,6.2,6.4,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
MASON Shawn - CAN - Canada Cup 2 - 2019 - Qualification 2,35.78,12,Men,0.0,12.6,11.4,10.9,11.6,11.6,3.8,3.7,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
MIKKELSEN Maya - CAN - Canadian Selections 2 - 2019 - Qualification 2,59.26,4,Women,0.0,15.3,14.2,14.3,15.0,17.1,5.6,5.4,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 2,0.0,17.0
PARSONS Jackson - CAN - Canada Cup 2 - 2019 - Qualification 2,18.66,23,Men,0.0,13.5,14.0,13.7,12.2,13.0,5.0,5.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
PARSONS Nathan - CAN - Canada Cup 2 - 2019 - Qualification 2,41.6,9,Men,0.0,15.3,15.3,13.6,11.7,11.7,5.0,5.0,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
PERNISIE Wylie - CAN - Canada Cup 1 - 2019 - Qualification 2,31.43,39,Men,-22.0,12.5,13.4,13.0,14.3,13.1,7.9,7.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
MIKKELSEN Maya - CAN - Canada Cup 1 - 2019 - Qualification 1,67.25,4,Women,-22.0,16.2,16.4,15.4,16.2,16.0,6.4,7.3,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
URTON Melisa - CAN - Canada Cup 2 - 2019 - Qualification 2,30.17,10,Women,0.0,13.4,13.0,12.8,12.4,12.4,2.8,2.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
THIBAULT Olivier - CAN - Canadian Selections 1 - 2019 - Qualification 2,66.34,4,Men,0.0,15.3,16.2,14.9,15.8,15.2,6.7,7.2,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 2,0.0,21.0
LINTON Jessica - CAN - Canadian Selections 2 - 2019 - Qualification 1,51.16,14,Women,0.0,13.8,16.0,14.9,13.8,15.0,3.7,3.8,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 1,0.0,19.0
BOBYN George - CAN - Canada Cup 2 - 2019 - Qualification 2,40.19,11,Men,0.0,13.2,13.2,13.3,12.4,12.4,5.3,5.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
BOUCHER Frederic - CAN - Canada Cup 1 - 2019 - Qualification 2,65.43,11,Men,-22.0,14.6,15.7,14.8,15.1,14.4,7.5,7.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
UKRAINETZ Josh - CAN - Canada Cup 2 - 2019 - Qualification 2,20.91,22,Men,0.0,14.0,13.6,12.0,13.2,12.0,6.6,6.7,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
THIVIERGE Frederic - CAN - Canada Cup 1 - 2019 - Qualification 1,53.18,38,Men,-22.0,14.7,13.8,14.2,13.8,13.6,5.9,5.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
TANNER Marc - CAN - Canada Cup 1 - 2019 - Qualification 2,60.52,21,Men,-22.0,15.5,14.8,15.2,15.4,14.3,4.0,4.0,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
WENZLAWE Kale - CAN - Canada Cup 2 - 2019 - Qualification 1,38.36,21,Men,0.0,13.0,11.8,10.6,11.6,11.4,4.9,5.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
GOODISON Samuel - CAN - Canada Cup 1 - 2019 - Final 1,70.42,12,Men,-22.0,16.0,16.5,16.2,16.3,15.9,7.8,8.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Final 1,0.0,
MILLER CLARKE Reece - CAN - Canada Cup 1 - 2019 - Qualification 1,63.69,25,Men,-22.0,15.6,15.6,15.7,16.1,16.6,7.8,8.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
BUTTERWORTH Cassidy - CAN - Canadian Selections 2 - 2019 - Qualification 2,49.64,5,Women,0.0,12.8,14.0,13.7,14.6,14.2,5.4,5.7,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 2,0.0,17.0
TODD Kassidy - CAN - Canada Cup 1 - 2019 - Final 1,56.3,8,Women,-22.0,15.6,15.0,15.1,14.8,15.2,6.0,5.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Final 1,0.0,
PATTON Cole - CAN - Canada Cup 2 - 2019 - Qualification 1,11.94,37,Men,0.0,14.0,13.9,14.2,11.5,11.6,1.4,1.4,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
ROY Jeremie - CAN - Canada Cup 1 - 2019 - Qualification 2,66.03,7,Men,-22.0,15.6,15.0,15.1,15.0,14.9,7.0,7.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
LINTON Jessica - CAN - Canadian Selections 1 - 2019 - Qualification 1,21.95,17,Women,0.0,12.4,12.5,10.9,13.0,10.8,3.0,2.8,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,19.0
LEE Xander - CAN - Canada Cup 2 - 2019 - Qualification 1,55.1,12,Men,0.0,15.3,15.4,15.2,14.0,13.9,6.9,6.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
FRECHETTE Christian - CAN - Canada Cup 1 - 2019 - Qualification 1,72.28,7,Men,-22.0,15.8,17.2,16.1,16.8,17.0,6.8,7.3,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
RETZER Mathew - CZE - Canadian Selections 1 - 2019 - Qualification 1,68.28,14,Men,0.0,15.9,17.4,17.4,15.6,17.0,6.7,6.8,0,0,CZE,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,25.0
GARBY Noah - CAN - Canada Cup 1 - 2019 - Qualification 1,20.94,48,Men,-22.0,11.8,13.0,11.7,12.4,12.2,4.0,4.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
SADLER Jack - CAN - Canada Cup 2 - 2019 - Qualification 1,15.01,36,Men,0.0,13.3,13.7,16.0,12.5,12.5,1.4,1.4,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
DUBUC Joey - CAN - Canada Cup 1 - 2019 - Qualification 1,65.94,21,Men,-22.0,14.0,15.6,15.1,16.2,15.8,7.8,7.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
CHRISTIAN Tyler - CAN - Canada Cup 2 - 2019 - Qualification 1,7.91,39,Men,0.0,12.6,11.9,12.2,12.2,12.0,7.0,7.0,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
BEAULIEU Charles - CAN - Canada Cup 2 - 2019 - Qualification 2,32.29,14,Men,0.0,15.7,12.0,15.5,15.4,15.5,8.2,8.4,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
BEAULIEU Charles - CAN - Canada Cup 2 - 2019 - Qualification 1,31.54,28,Men,0.0,14.4,14.2,14.6,15.8,15.0,8.1,8.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
TODD Kassidy - CAN - Canadian Selections 2 - 2019 - Qualification 2,25.51,8,Women,0.0,15.8,14.2,14.0,13.0,15.1,5.0,4.5,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 2,0.0,22.0
SAYERS Jana - CAN - Canada Cup 1 - 2019 - Qualification 1,42.36,21,Women,-22.0,14.0,11.6,12.0,11.2,12.8,2.2,2.4,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
SCHWINGHAMER Mackenzie - CAN - Canadian Selections 1 - 2019 - Qualification 2,60.74,3,Women,0.0,14.1,14.2,15.6,15.1,12.5,6.2,7.0,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 2,0.0,21.0
LABELLE Cassandre - CAN - Canadian Selections 2 - 2019 - Qualification 2,49.1,6,Women,0.0,12.3,10.5,13.8,14.7,12.2,4.5,4.4,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 2,0.0,20.0
LAROCHE Florence - CAN - Canada Cup 1 - 2019 - Qualification 1,7.61,22,Women,-22.0,11.5,12.8,11.3,12.1,13.0,2.1,1.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
LATREILLE Kolten - CAN - Canada Cup 1 - 2019 - Qualification 1,17.67,49,Men,-22.0,11.5,11.3,11.4,13.0,12.5,5.4,5.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
DAMBERGS Ella - CAN - Canada Cup 2 - 2019 - Qualification 2,16.44,17,Women,0.0,11.5,12.0,12.2,8.8,11.0,4.2,4.3,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
GHERT Talya - CAN - Canada Cup 1 - 2019 - Qualification 2,46.82,16,Women,-22.0,12.0,13.1,13.6,13.4,13.2,4.4,4.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
VIEL Julien - CAN - Canadian Selections 1 - 2019 - Qualification 1,71.11,10,Men,0.0,14.9,13.8,16.0,16.3,16.4,7.9,7.8,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,19.0
GODBOUT Rowanne - CAN - Canada Cup 1 - 2019 - Qualification 2,59.64,3,Women,-22.0,15.4,13.8,13.7,14.6,15.5,5.9,6.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
PERNISIE Wylie - CAN - Canada Cup 2 - 2019 - Qualification 1,15.95,35,Men,0.0,13.0,12.0,12.0,13.1,12.5,7.0,7.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
THUNDER Jericho - CAN - Canada Cup 2 - 2019 - Qualification 2,5.47,28,Men,0.0,9.0,11.8,10.6,9.0,10.0,5.0,5.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
LE BRASSARD Noemie - CAN - Canada Cup 1 - 2019 - Qualification 1,47.94,18,Women,-22.0,13.2,12.2,12.1,14.4,12.4,4.6,5.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
BEAULIEU Charles - CAN - Canada Cup 1 - 2019 - Qualification 1,63.22,27,Men,-22.0,14.9,14.8,14.0,15.6,15.2,7.9,8.0,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
LEBLANC Gage - CAN - Canada Cup 2 - 2019 - Qualification 1,36.32,23,Men,0.0,11.2,11.0,10.7,11.2,11.3,5.2,5.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
MILLER CLARKE Reece - CAN - Canadian Selections 1 - 2019 - Qualification 2,61.77,9,Men,0.0,13.9,14.4,14.2,16.1,15.2,5.9,5.2,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 2,0.0,18.0
KOEHLER Kaylee - CAN - Canadian Selections 2 - 2019 - Qualification 1,61.33,8,Women,0.0,15.7,15.0,14.7,15.7,13.1,4.7,5.0,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 1,0.0,17.0
COTE Pierre Olivier - CAN - Canada Cup 1 - 2019 - Qualification 2,61.33,18,Men,-22.0,14.3,14.4,14.8,14.7,15.1,8.0,7.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
DROUIN Xavier - CAN - Canada Cup 1 - 2019 - Qualification 1,69.68,11,Men,-22.0,14.5,15.9,15.7,16.2,15.8,8.1,8.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
MILLER CLARKE Reece - CAN - Canada Cup 1 - 2019 - Qualification 2,60.87,19,Men,-22.0,13.8,14.0,14.2,15.8,14.9,7.8,8.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
SCHWINGHAMMER Maia - CAN - Canadian Selections 1 - 2019 - Final 1,73.65,2,Women,0.0,17.6,17.2,16.6,16.6,16.0,6.8,7.0,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Final 1,0.0,19.0
NADEAU Jean Christophe - CAN - Canadian Selections 1 - 2019 - Qualification 2,24.15,27,Men,0.0,16.0,16.0,16.1,12.0,14.8,6.8,6.4,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 2,0.0,22.0
VAN DER MERWE Dylan - CAN - Canada Cup 2 - 2019 - Qualification 2,29.58,16,Men,0.0,13.5,14.3,13.9,10.4,13.0,6.0,5.7,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
LINTON Jessica - CAN - Canadian Selections 2 - 2019 - Qualification 2,44.38,7,Women,0.0,14.0,12.5,13.6,13.3,11.9,3.7,3.8,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 2,0.0,19.0
GAGNON Thomas - CAN - Canada Cup 2 - 2019 - Final 1,66.45,6,Men,0.0,15.6,16.1,15.7,15.9,15.5,6.6,6.7,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Final 1,0.0,
HENDERSON Alexander - CAN - Canadian Selections 1 - 2019 - Qualification 1,54.48,28,Men,0.0,15.3,15.9,14.4,14.6,13.4,4.6,5.6,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,17.0
DUBUC Joey - CAN - Canada Cup 1 - 2019 - Qualification 2,56.74,28,Men,-22.0,13.0,12.6,13.4,15.6,14.4,8.1,8.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
ALLARD Nalya - CAN - Canada Cup 1 - 2019 - Qualification 2,55.28,7,Women,-22.0,14.8,14.2,14.2,14.6,13.6,4.6,4.3,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
GAGNON Thomas - CAN - Canada Cup 2 - 2019 - Qualification 2,61.93,1,Men,0.0,14.5,13.7,16.1,15.7,15.4,5.6,5.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
CLOWATER Dylan - CAN - Canada Cup 1 - 2019 - Qualification 1,41.66,44,Men,-22.0,12.0,13.2,13.3,13.5,13.4,4.9,4.3,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
WALKLEY Trent - CAN - Canada Cup 2 - 2019 - Qualification 2,26.43,18,Men,0.0,10.0,11.5,9.3,9.7,9.7,5.2,4.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
DELSAME Florence - CAN - Canadian Selections 1 - 2019 - Final 1,66.06,4,Women,0.0,17.4,15.6,16.0,17.0,16.8,5.3,5.8,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Final 1,0.0,19.0
ST ONGE Cedric - CAN - Canada Cup 1 - 2019 - Qualification 1,64.73,24,Men,-22.0,16.0,15.9,14.6,15.8,15.8,6.0,5.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
DELSAME Florence - CAN - Canadian Selections 2 - 2019 - Qualification 1,70.41,5,Women,0.0,16.9,16.4,17.0,16.4,17.3,5.8,5.1,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 1,0.0,19.0
MIKKELSEN Maya - CAN - Canadian Selections 1 - 2019 - Qualification 1,50.95,12,Women,0.0,13.9,13.9,12.9,14.6,14.1,5.5,5.8,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,17.0
ALLARD Jesse - CAN - Canada Cup 1 - 2019 - Qualification 2,50.95,34,Men,-22.0,13.9,14.0,13.9,14.2,13.1,5.9,6.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
CAREY Cole - CAN - Canada Cup 2 - 2019 - Final 1,51.77,15,Men,0.0,15.0,14.9,14.4,12.7,14.6,6.2,6.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Final 1,0.0,
TANNER Marc - CAN - Canada Cup 1 - 2019 - Qualification 1,6.95,50,Men,-22.0,14.6,12.0,12.3,15.3,14.7,1.5,2.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
PERNISIE Wylie - CAN - Canada Cup 2 - 2019 - Qualification 2,41.16,10,Men,0.0,12.5,13.3,14.0,12.6,12.6,5.3,5.4,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
STODDART Clare - CAN - Canada Cup 1 - 2019 - Qualification 2,45.81,17,Women,-22.0,12.3,12.0,12.9,12.3,12.6,5.7,5.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
MIYAMOTO Juri - JPN - Canadian Selections 2 - 2019 - Qualification 2,11.66,10,Women,0.0,15.9,13.5,14.1,11.9,12.2,4.9,5.2,0,0,JPN,0,0,0.0,2019,2019-Canadian Selections 2,Qualification 2,0.0,19.0
PARSONS Nathan - CAN - Canada Cup 2 - 2019 - Qualification 1,19.25,33,Men,0.0,14.5,14.2,13.4,11.1,12.0,1.7,1.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
CHARLAND Loic - CAN - Canada Cup 1 - 2019 - Qualification 1,47.58,42,Men,-22.0,14.0,13.6,13.9,14.7,14.0,4.0,4.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
GIBSON Olivia - CAN - Canada Cup 1 - 2019 - Qualification 2,59.91,2,Women,-22.0,15.6,14.0,14.9,15.0,15.2,5.0,5.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
ELEKES Megan - CAN - Canada Cup 2 - 2019 - Qualification 2,18.55,14,Women,0.0,12.6,12.2,11.8,10.3,11.0,4.1,4.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
RETZER Mathew - CZE - Canadian Selections 1 - 2019 - Qualification 2,63.44,7,Men,0.0,14.6,13.4,16.2,15.5,16.1,6.5,5.8,0,0,CZE,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 2,0.0,25.0
COTE Pierre Olivier - CAN - Canada Cup 1 - 2019 - Qualification 1,59.46,33,Men,-22.0,14.8,14.1,15.1,14.9,15.2,7.8,7.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
TAKAKU Keisuke - JPN - Canadian Selections 1 - 2019 - Qualification 2,49.55,23,Men,0.0,14.3,16.0,13.6,15.1,15.0,4.6,4.2,0,0,JPN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 2,0.0,20.0
CASHMORE Cole - CAN - Canada Cup 1 - 2019 - Qualification 1,32.83,46,Men,-22.0,11.8,12.0,12.3,12.6,13.2,3.9,3.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
TURGEON Laurane - CAN - Canada Cup 1 - 2019 - Qualification 1,55.8,10,Women,-22.0,12.8,12.2,14.3,12.6,13.6,5.9,6.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
DROUIN Xavier - CAN - Canada Cup 1 - 2019 - Final 1,67.83,17,Men,-22.0,15.6,15.7,16.0,16.2,15.6,7.8,7.5,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Final 1,0.0,
MALHERBE Malica - CAN - Canada Cup 2 - 2019 - Qualification 1,52.72,9,Women,0.0,15.0,14.0,13.9,13.9,13.2,4.0,3.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
CLOWATER Dylan - CAN - Canada Cup 1 - 2019 - Qualification 2,23.85,41,Men,-22.0,11.0,11.0,11.0,13.0,12.8,4.3,4.3,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
CLEGG Sina - CAN - Canada Cup 2 - 2019 - Qualification 1,54.4,8,Women,0.0,14.8,14.4,15.8,14.3,14.6,7.1,7.0,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
GRYSPEERDT Maximus - CAN - Canada Cup 1 - 2019 - Qualification 2,30.16,40,Men,-22.0,11.6,11.8,12.1,12.3,12.7,4.7,4.9,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
CLOUTIER ASSELIN Felix - CAN - Canada Cup 1 - 2019 - Qualification 1,72.83,5,Men,-22.0,16.3,16.3,16.1,15.2,16.2,7.8,8.0,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
PARADIS Louis - CAN - Canada Cup 2 - 2019 - Final 1,72.83,1,Men,0.0,17.3,16.9,16.6,18.1,17.5,8.5,8.6,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Final 1,0.0,
GHERT Talya - CAN - Canada Cup 1 - 2019 - Qualification 1,48.92,17,Women,-22.0,13.0,13.4,14.8,13.9,12.8,5.0,4.3,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 1,0.0,
HAZIZA Raine - CAN - Canada Cup 2 - 2019 - Qualification 2,17.43,15,Women,0.0,14.2,12.6,13.7,14.2,13.0,6.9,6.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
HONORE Pierre Henri - CAN - Canadian Selections 1 - 2019 - Qualification 1,53.47,29,Men,0.0,13.2,14.8,13.9,14.7,13.8,4.2,4.5,0,0,CAN,0,0,0.0,2019,2019-Canadian Selections 1,Qualification 1,0.0,19.0
ENGLISH Karisa - CAN - Canada Cup 1 - 2019 - Qualification 2,56.49,6,Women,-22.0,13.8,14.4,14.9,13.5,14.2,5.9,6.0,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Qualification 2,0.0,
HURRY Kiera - CAN - Canada Cup 2 - 2019 - Qualification 1,12.3,28,Women,0.0,13.0,14.1,12.3,12.0,12.5,7.3,7.2,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 1,0.0,
MIKKELSEN Maya - CAN - Canada Cup 1 - 2019 - Final 1,72.51,2,Women,-22.0,15.6,15.9,15.8,15.4,15.8,7.7,7.8,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 1,Final 1,0.0,
BUTTERWORTH Cassidy - CAN - Canada Cup 2 - 2019 - Qualification 2,7.32,21,Women,0.0,12.5,11.0,10.6,13.8,12.3,7.1,7.1,0,0,CAN,0,0,0.0,2019,2019-Canada Cup 2,Qualification 2,0.0,
