Athlete_Comp,Metric,Finish,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
CARROLL Robert - USA - North American Cup 1 - 2016 - Final 1,77.71,9,Men,17.0,16.8,18.0,17.9,17.2,7.8,7.9,Finals,2016,2016-North American Cup 1,Final 1,5.5,CARROLL Robert - USA
GELINAS Marc Antoine - CAN - North American Cup 1 - 2016 - Qualification 1,43.72,41,Men,11.0,13.0,14.0,10.5,13.1,7.1,6.2,Qualification,2016,2016-North American Cup 1,Qualification 1,5.5,GELINAS Marc Antoine - CAN
BASHFORTH Tyson - CAN - North American Cup 3 - 2016 - Qualification 1,34.1,49,Men,12.1,13.7,12.0,12.0,12.7,4.9,4.5,Qualification,2016,2016-North American Cup 3,Qualification 1,0.0,BASHFORTH Tyson - CAN
GUY TESSIER Olivier - CAN - North American Cup 2 - 2016 - Qualification,32.01,42,Men,14.7,13.4,14.0,14.1,13.5,7.5,7.3,Qualification,2016,2016-North American Cup 2,Qualification,11.2,GUY TESSIER Olivier - CAN
DUFRESNE Gabriel - CAN - North American Cup 2 - 2016 - Qualification,65.19,23,Men,14.3,14.6,15.9,14.9,14.2,8.3,8.4,Qualification,2016,2016-North American Cup 2,Qualification,11.2,DUFRESNE Gabriel - CAN
THOMPSON Laris - CAN - North American Cup 4 - 2016 - Qualification 1,66.21,33,Men,13.0,14.5,14.3,16.8,14.7,5.0,5.9,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,THOMPSON Laris - CAN
STUDLER Abe - USA - North American Cup 2 - 2016 - Qualification,75.47,9,Men,16.3,15.6,17.0,16.6,17.0,8.0,6.9,Qualification,2016,2016-North American Cup 2,Qualification,11.2,STUDLER Abe - USA
ANDRINGA Casey - USA - North American Cup 2 - 2016 - Final 1,84.53,2,Men,17.8,17.5,17.8,18.6,17.3,9.0,8.6,Finals,2016,2016-North American Cup 2,Final 1,11.2,ANDRINGA Casey - USA
MATHESON James - AUS - North American Cup 4 - 2016 - Qualification 1,78.51,10,Men,17.0,17.8,15.6,17.6,17.8,7.0,7.3,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,MATHESON James - AUS
NORRIS Trevor - USA - North American Cup 4 - 2016 - Qualification 1,64.35,35,Men,13.0,13.5,14.5,14.2,14.7,6.6,6.4,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,NORRIS Trevor - USA
DUMAIS Laurent - CAN - North American Cup 2 - 2016 - Final 1,84.27,3,Men,18.3,16.3,17.9,18.2,17.4,9.7,9.5,Finals,2016,2016-North American Cup 2,Final 1,11.2,DUMAIS Laurent - CAN
CARROLL Robert - USA - North American Cup 2 - 2016 - Qualification,78.52,3,Men,17.8,17.5,17.2,17.2,15.8,8.0,8.1,Qualification,2016,2016-North American Cup 2,Qualification,11.2,CARROLL Robert - USA
LESSARD Olivier - CAN - North American Cup 4 - 2016 - Qualification 1,72.13,21,Men,17.8,15.8,15.8,17.8,17.2,8.4,9.2,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,LESSARD Olivier - CAN
ONOBORI Kanata - JPN - North American Cup 2 - 2016 - Qualification,72.16,15,Men,16.2,16.2,16.4,16.1,16.3,8.3,8.5,Qualification,2016,2016-North American Cup 2,Qualification,11.2,ONOBORI Kanata - JPN
SMITH Emerson - USA - North American Cup 2 - 2016 - Final 1,86.8,1,Men,18.9,18.2,18.3,18.7,18.0,9.0,8.7,Finals,2016,2016-North American Cup 2,Final 1,11.2,SMITH Emerson - USA
TULLY Troy - USA - North American Cup 1 - 2016 - Final 1,81.58,5,Men,16.4,17.6,18.3,18.0,17.1,8.4,8.8,Finals,2016,2016-North American Cup 1,Final 1,5.5,TULLY Troy - USA
LEMIEUX Simon - CAN - North American Cup 4 - 2016 - Qualification 1,71.83,22,Men,15.3,16.2,15.7,15.6,16.7,7.0,8.0,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,LEMIEUX Simon - CAN
CARROLL Robert - USA - North American Cup 4 - 2016 - Qualification 1,73.18,18,Men,16.8,15.9,15.4,17.0,16.5,6.9,7.3,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,CARROLL Robert - USA
STRANDE Jordan - USA - North American Cup 2 - 2016 - Qualification,75.29,10,Men,16.8,16.4,17.5,17.2,16.0,7.3,7.0,Qualification,2016,2016-North American Cup 2,Qualification,11.2,STRANDE Jordan - USA
ANDRINGA Casey - USA - North American Cup 2 - 2016 - Qualification,77.67,5,Men,17.2,15.5,16.8,17.8,15.8,8.0,7.5,Qualification,2016,2016-North American Cup 2,Qualification,11.2,ANDRINGA Casey - USA
DONG Mingwei - CHN - North American Cup 1 - 2016 - Qualification 1,13.33,49,Men,12.8,13.6,10.0,13.0,15.0,4.4,4.8,Qualification,2016,2016-North American Cup 1,Qualification 1,5.5,DONG Mingwei - CHN
ZEMBA Bryan - USA - North American Cup 3 - 2016 - Qualification 1,79.77,2,Men,16.8,16.7,16.9,17.4,16.3,8.1,7.7,Qualification,2016,2016-North American Cup 3,Qualification 1,0.0,ZEMBA Bryan - USA
CHEN Kang - CHN - North American Cup 3 - 2016 - Qualification 1,57.37,41,Men,15.6,14.7,14.0,14.3,14.2,4.1,4.0,Qualification,2016,2016-North American Cup 3,Qualification 1,0.0,CHEN Kang - CHN
MOON Sun Woo - KOR - North American Cup 4 - 2016 - Qualification 1,59.58,37,Men,15.0,11.8,13.6,14.8,14.8,5.5,6.2,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,MOON Sun Woo - KOR
STUDLER Abe - USA - North American Cup 4 - 2016 - Qualification 1,80.45,5,Men,16.8,15.8,18.1,17.8,17.7,7.3,8.0,Qualification,2016,2016-North American Cup 4,Qualification 1,0.0,STUDLER Abe - USA
HOFFMAN Zachary - CAN - North American Cup 2 - 2016 - Final 1,81.49,5,Men,16.7,16.6,17.3,18.4,17.8,9.2,8.6,Finals,2016,2016-North American Cup 2,Final 1,11.2,HOFFMAN Zachary - CAN
YOSHIKAWA Daichi - JPN - North American Cup 2 - 2016 - Qualification,23.49,49,Men,12.6,12.9,12.1,10.9,12.1,7.2,6.2,Qualification,2016,2016-North American Cup 2,Qualification,11.2,YOSHIKAWA Daichi - JPN
AXELLIE Anton - SWE - North American Cup 3 - 2016 - Qualification 1,63.97,37,Men,14.3,13.7,13.8,14.2,14.3,6.9,6.4,Qualification,2016,2016-North American Cup 3,Qualification 1,0.0,AXELLIE Anton - SWE
DUFRESNE Gabriel - CAN - North American Cup 1 - 2016 - Final 2,75.72,6,Men,17.0,16.1,18.0,16.6,17.1,8.4,7.9,Finals,2016,2016-North American Cup 1,Final 2,5.5,DUFRESNE Gabriel - CAN
