Athlete_Comp,Athlete_name,Gender,age_yrs,Nation,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Major_Finalist,Major_Medalist,Olympic_Finalist,Olympic_Medalist,Temp_Snow,Temp_Air,Wind,Season,Season_Comp,Round,Metric,Finish
PARSONS Nathan - CAN - Canada Cup 2 - 2019 - Qualification 2,PARSONS Nathan - CAN,Men,,CAN,15.3,15.3,13.6,11.7,11.7,5.0,5.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,41.6,9
PERNISIE Wylie - CAN - Canada Cup 1 - 2019 - Qualification 2,PERNISIE Wylie - CAN,Men,,CAN,12.5,13.4,13.0,14.3,13.1,7.9,7.6,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,31.43,39
MIKKELSEN Maya - CAN - Canada Cup 1 - 2019 - Qualification 1,MIKKELSEN Maya - CAN,Women,,CAN,16.2,16.4,15.4,16.2,16.0,6.4,7.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,67.25,4
URTON Melisa - CAN - Canada Cup 2 - 2019 - Qualification 2,URTON Melisa - CAN,Women,,CAN,13.4,13.0,12.8,12.4,12.4,2.8,2.6,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,30.17,10
THIBAULT Olivier - CAN - Canadian Selections 1 - 2019 - Qualification 2,THIBAULT Olivier - CAN,Men,21.0,CAN,15.3,16.2,14.9,15.8,15.2,6.7,7.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 2,66.34,4
LINTON Jessica - CAN - Canadian Selections 2 - 2019 - Qualification 1,LINTON Jessica - CAN,Women,19.0,CAN,13.8,16.0,14.9,13.8,15.0,3.7,3.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 1,51.16,14
BOBYN George - CAN - Canada Cup 2 - 2019 - Qualification 2,BOBYN George - CAN,Men,,CAN,13.2,13.2,13.3,12.4,12.4,5.3,5.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,40.19,11
BOUCHER Frederic - CAN - Canada Cup 1 - 2019 - Qualification 2,BOUCHER Frederic - CAN,Men,,CAN,14.6,15.7,14.8,15.1,14.4,7.5,7.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,65.43,11
UKRAINETZ Josh - CAN - Canada Cup 2 - 2019 - Qualification 2,UKRAINETZ Josh - CAN,Men,,CAN,14.0,13.6,12.0,13.2,12.0,6.6,6.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,20.91,22
THIVIERGE Frederic - CAN - Canada Cup 1 - 2019 - Qualification 1,THIVIERGE Frederic - CAN,Men,,CAN,14.7,13.8,14.2,13.8,13.6,5.9,5.6,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,53.18,38
TANNER Marc - CAN - Canada Cup 1 - 2019 - Qualification 2,TANNER Marc - CAN,Men,,CAN,15.5,14.8,15.2,15.4,14.3,4.0,4.0,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,60.52,21
WENZLAWE Kale - CAN - Canada Cup 2 - 2019 - Qualification 1,WENZLAWE Kale - CAN,Men,,CAN,13.0,11.8,10.6,11.6,11.4,4.9,5.6,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,38.36,21
GOODISON Samuel - CAN - Canada Cup 1 - 2019 - Final 1,GOODISON Samuel - CAN,Men,,CAN,16.0,16.5,16.2,16.3,15.9,7.8,8.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,70.42,12
MILLER CLARKE Reece - CAN - Canada Cup 1 - 2019 - Qualification 1,MILLER CLARKE Reece - CAN,Men,,CAN,15.6,15.6,15.7,16.1,16.6,7.8,8.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,63.69,25
BUTTERWORTH Cassidy - CAN - Canadian Selections 2 - 2019 - Qualification 2,BUTTERWORTH Cassidy - CAN,Women,17.0,CAN,12.8,14.0,13.7,14.6,14.2,5.4,5.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 2,49.64,5
TODD Kassidy - CAN - Canada Cup 1 - 2019 - Final 1,TODD Kassidy - CAN,Women,,CAN,15.6,15.0,15.1,14.8,15.2,6.0,5.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,56.3,8
PATTON Cole - CAN - Canada Cup 2 - 2019 - Qualification 1,PATTON Cole - CAN,Men,,CAN,14.0,13.9,14.2,11.5,11.6,1.4,1.4,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,11.94,37
ROY Jeremie - CAN - Canada Cup 1 - 2019 - Qualification 2,ROY Jeremie - CAN,Men,,CAN,15.6,15.0,15.1,15.0,14.9,7.0,7.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,66.03,7
LINTON Jessica - CAN - Canadian Selections 1 - 2019 - Qualification 1,LINTON Jessica - CAN,Women,19.0,CAN,12.4,12.5,10.9,13.0,10.8,3.0,2.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 1,21.95,17
LEE Xander - CAN - Canada Cup 2 - 2019 - Qualification 1,LEE Xander - CAN,Men,,CAN,15.3,15.4,15.2,14.0,13.9,6.9,6.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,55.1,12
FRECHETTE Christian - CAN - Canada Cup 1 - 2019 - Qualification 1,FRECHETTE Christian - CAN,Men,,CAN,15.8,17.2,16.1,16.8,17.0,6.8,7.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,72.28,7
RETZER Mathew - CZE - Canadian Selections 1 - 2019 - Qualification 1,RETZER Mathew - CZE,Men,25.0,CZE,15.9,17.4,17.4,15.6,17.0,6.7,6.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 1,68.28,14
GARBY Noah - CAN - Canada Cup 1 - 2019 - Qualification 1,GARBY Noah - CAN,Men,,CAN,11.8,13.0,11.7,12.4,12.2,4.0,4.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,20.94,48
SADLER Jack - CAN - Canada Cup 2 - 2019 - Qualification 1,SADLER Jack - CAN,Men,,CAN,13.3,13.7,16.0,12.5,12.5,1.4,1.4,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,15.01,36
DUBUC Joey - CAN - Canada Cup 1 - 2019 - Qualification 1,DUBUC Joey - CAN,Men,,CAN,14.0,15.6,15.1,16.2,15.8,7.8,7.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,65.94,21
CHRISTIAN Tyler - CAN - Canada Cup 2 - 2019 - Qualification 1,CHRISTIAN Tyler - CAN,Men,,CAN,12.6,11.9,12.2,12.2,12.0,7.0,7.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,7.91,39
BEAULIEU Charles - CAN - Canada Cup 2 - 2019 - Qualification 2,BEAULIEU Charles - CAN,Men,,CAN,15.7,12.0,15.5,15.4,15.5,8.2,8.4,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,32.29,14
BEAULIEU Charles - CAN - Canada Cup 2 - 2019 - Qualification 1,BEAULIEU Charles - CAN,Men,,CAN,14.4,14.2,14.6,15.8,15.0,8.1,8.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,31.54,28
TODD Kassidy - CAN - Canadian Selections 2 - 2019 - Qualification 2,TODD Kassidy - CAN,Women,22.0,CAN,15.8,14.2,14.0,13.0,15.1,5.0,4.5,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 2,25.51,8
SAYERS Jana - CAN - Canada Cup 1 - 2019 - Qualification 1,SAYERS Jana - CAN,Women,,CAN,14.0,11.6,12.0,11.2,12.8,2.2,2.4,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,42.36,21
SCHWINGHAMER Mackenzie - CAN - Canadian Selections 1 - 2019 - Qualification 2,SCHWINGHAMER Mackenzie - CAN,Women,21.0,CAN,14.1,14.2,15.6,15.1,12.5,6.2,7.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 2,60.74,3
LABELLE Cassandre - CAN - Canadian Selections 2 - 2019 - Qualification 2,LABELLE Cassandre - CAN,Women,20.0,CAN,12.3,10.5,13.8,14.7,12.2,4.5,4.4,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 2,49.1,6
LAROCHE Florence - CAN - Canada Cup 1 - 2019 - Qualification 1,LAROCHE Florence - CAN,Women,,CAN,11.5,12.8,11.3,12.1,13.0,2.1,1.9,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,7.61,22
LATREILLE Kolten - CAN - Canada Cup 1 - 2019 - Qualification 1,LATREILLE Kolten - CAN,Men,,CAN,11.5,11.3,11.4,13.0,12.5,5.4,5.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,17.67,49
DAMBERGS Ella - CAN - Canada Cup 2 - 2019 - Qualification 2,DAMBERGS Ella - CAN,Women,,CAN,11.5,12.0,12.2,8.8,11.0,4.2,4.3,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,16.44,17
GHERT Talya - CAN - Canada Cup 1 - 2019 - Qualification 2,GHERT Talya - CAN,Women,,CAN,12.0,13.1,13.6,13.4,13.2,4.4,4.9,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,46.82,16
VIEL Julien - CAN - Canadian Selections 1 - 2019 - Qualification 1,VIEL Julien - CAN,Men,19.0,CAN,14.9,13.8,16.0,16.3,16.4,7.9,7.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 1,71.11,10
GODBOUT Rowanne - CAN - Canada Cup 1 - 2019 - Qualification 2,GODBOUT Rowanne - CAN,Women,,CAN,15.4,13.8,13.7,14.6,15.5,5.9,6.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,59.64,3
PERNISIE Wylie - CAN - Canada Cup 2 - 2019 - Qualification 1,PERNISIE Wylie - CAN,Men,,CAN,13.0,12.0,12.0,13.1,12.5,7.0,7.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,15.95,35
THUNDER Jericho - CAN - Canada Cup 2 - 2019 - Qualification 2,THUNDER Jericho - CAN,Men,,CAN,9.0,11.8,10.6,9.0,10.0,5.0,5.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,5.47,28
LE BRASSARD Noemie - CAN - Canada Cup 1 - 2019 - Qualification 1,LE BRASSARD Noemie - CAN,Women,,CAN,13.2,12.2,12.1,14.4,12.4,4.6,5.6,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,47.94,18
BEAULIEU Charles - CAN - Canada Cup 1 - 2019 - Qualification 1,BEAULIEU Charles - CAN,Men,,CAN,14.9,14.8,14.0,15.6,15.2,7.9,8.0,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,63.22,27
LEBLANC Gage - CAN - Canada Cup 2 - 2019 - Qualification 1,LEBLANC Gage - CAN,Men,,CAN,11.2,11.0,10.7,11.2,11.3,5.2,5.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,36.32,23
MILLER CLARKE Reece - CAN - Canadian Selections 1 - 2019 - Qualification 2,MILLER CLARKE Reece - CAN,Men,18.0,CAN,13.9,14.4,14.2,16.1,15.2,5.9,5.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 2,61.77,9
KOEHLER Kaylee - CAN - Canadian Selections 2 - 2019 - Qualification 1,KOEHLER Kaylee - CAN,Women,17.0,CAN,15.7,15.0,14.7,15.7,13.1,4.7,5.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 1,61.33,8
COTE Pierre Olivier - CAN - Canada Cup 1 - 2019 - Qualification 2,COTE Pierre Olivier - CAN,Men,,CAN,14.3,14.4,14.8,14.7,15.1,8.0,7.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,61.33,18
DROUIN Xavier - CAN - Canada Cup 1 - 2019 - Qualification 1,DROUIN Xavier - CAN,Men,,CAN,14.5,15.9,15.7,16.2,15.8,8.1,8.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,69.68,11
MILLER CLARKE Reece - CAN - Canada Cup 1 - 2019 - Qualification 2,MILLER CLARKE Reece - CAN,Men,,CAN,13.8,14.0,14.2,15.8,14.9,7.8,8.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,60.87,19
SCHWINGHAMMER Maia - CAN - Canadian Selections 1 - 2019 - Final 1,SCHWINGHAMMER Maia - CAN,Women,19.0,CAN,17.6,17.2,16.6,16.6,16.0,6.8,7.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,73.65,2
NADEAU Jean Christophe - CAN - Canadian Selections 1 - 2019 - Qualification 2,NADEAU Jean Christophe - CAN,Men,22.0,CAN,16.0,16.0,16.1,12.0,14.8,6.8,6.4,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 2,24.15,27
VAN DER MERWE Dylan - CAN - Canada Cup 2 - 2019 - Qualification 2,VAN DER MERWE Dylan - CAN,Men,,CAN,13.5,14.3,13.9,10.4,13.0,6.0,5.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,29.58,16
LINTON Jessica - CAN - Canadian Selections 2 - 2019 - Qualification 2,LINTON Jessica - CAN,Women,19.0,CAN,14.0,12.5,13.6,13.3,11.9,3.7,3.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 2,44.38,7
GAGNON Thomas - CAN - Canada Cup 2 - 2019 - Final 1,GAGNON Thomas - CAN,Men,,CAN,15.6,16.1,15.7,15.9,15.5,6.6,6.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,66.45,6
HENDERSON Alexander - CAN - Canadian Selections 1 - 2019 - Qualification 1,HENDERSON Alexander - CAN,Men,17.0,CAN,15.3,15.9,14.4,14.6,13.4,4.6,5.6,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 1,54.48,28
DUBUC Joey - CAN - Canada Cup 1 - 2019 - Qualification 2,DUBUC Joey - CAN,Men,,CAN,13.0,12.6,13.4,15.6,14.4,8.1,8.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,56.74,28
ALLARD Nalya - CAN - Canada Cup 1 - 2019 - Qualification 2,ALLARD Nalya - CAN,Women,,CAN,14.8,14.2,14.2,14.6,13.6,4.6,4.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,55.28,7
GAGNON Thomas - CAN - Canada Cup 2 - 2019 - Qualification 2,GAGNON Thomas - CAN,Men,,CAN,14.5,13.7,16.1,15.7,15.4,5.6,5.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,61.93,1
CLOWATER Dylan - CAN - Canada Cup 1 - 2019 - Qualification 1,CLOWATER Dylan - CAN,Men,,CAN,12.0,13.2,13.3,13.5,13.4,4.9,4.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,41.66,44
WALKLEY Trent - CAN - Canada Cup 2 - 2019 - Qualification 2,WALKLEY Trent - CAN,Men,,CAN,10.0,11.5,9.3,9.7,9.7,5.2,4.9,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,26.43,18
DELSAME Florence - CAN - Canadian Selections 1 - 2019 - Final 1,DELSAME Florence - CAN,Women,19.0,CAN,17.4,15.6,16.0,17.0,16.8,5.3,5.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Final 1,66.06,4
ST ONGE Cedric - CAN - Canada Cup 1 - 2019 - Qualification 1,ST ONGE Cedric - CAN,Men,,CAN,16.0,15.9,14.6,15.8,15.8,6.0,5.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,64.73,24
DELSAME Florence - CAN - Canadian Selections 2 - 2019 - Qualification 1,DELSAME Florence - CAN,Women,19.0,CAN,16.9,16.4,17.0,16.4,17.3,5.8,5.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 1,70.41,5
MIKKELSEN Maya - CAN - Canadian Selections 1 - 2019 - Qualification 1,MIKKELSEN Maya - CAN,Women,17.0,CAN,13.9,13.9,12.9,14.6,14.1,5.5,5.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 1,50.95,12
ALLARD Jesse - CAN - Canada Cup 1 - 2019 - Qualification 2,ALLARD Jesse - CAN,Men,,CAN,13.9,14.0,13.9,14.2,13.1,5.9,6.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,50.95,34
CAREY Cole - CAN - Canada Cup 2 - 2019 - Final 1,CAREY Cole - CAN,Men,,CAN,15.0,14.9,14.4,12.7,14.6,6.2,6.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,51.77,15
TANNER Marc - CAN - Canada Cup 1 - 2019 - Qualification 1,TANNER Marc - CAN,Men,,CAN,14.6,12.0,12.3,15.3,14.7,1.5,2.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,6.95,50
PERNISIE Wylie - CAN - Canada Cup 2 - 2019 - Qualification 2,PERNISIE Wylie - CAN,Men,,CAN,12.5,13.3,14.0,12.6,12.6,5.3,5.4,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,41.16,10
STODDART Clare - CAN - Canada Cup 1 - 2019 - Qualification 2,STODDART Clare - CAN,Women,,CAN,12.3,12.0,12.9,12.3,12.6,5.7,5.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,45.81,17
MIYAMOTO Juri - JPN - Canadian Selections 2 - 2019 - Qualification 2,MIYAMOTO Juri - JPN,Women,19.0,JPN,15.9,13.5,14.1,11.9,12.2,4.9,5.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 2,11.66,10
PARSONS Nathan - CAN - Canada Cup 2 - 2019 - Qualification 1,PARSONS Nathan - CAN,Men,,CAN,14.5,14.2,13.4,11.1,12.0,1.7,1.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,19.25,33
CHARLAND Loic - CAN - Canada Cup 1 - 2019 - Qualification 1,CHARLAND Loic - CAN,Men,,CAN,14.0,13.6,13.9,14.7,14.0,4.0,4.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,47.58,42
GIBSON Olivia - CAN - Canada Cup 1 - 2019 - Qualification 2,GIBSON Olivia - CAN,Women,,CAN,15.6,14.0,14.9,15.0,15.2,5.0,5.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,59.91,2
ELEKES Megan - CAN - Canada Cup 2 - 2019 - Qualification 2,ELEKES Megan - CAN,Women,,CAN,12.6,12.2,11.8,10.3,11.0,4.1,4.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,18.55,14
RETZER Mathew - CZE - Canadian Selections 1 - 2019 - Qualification 2,RETZER Mathew - CZE,Men,25.0,CZE,14.6,13.4,16.2,15.5,16.1,6.5,5.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 2,63.44,7
COTE Pierre Olivier - CAN - Canada Cup 1 - 2019 - Qualification 1,COTE Pierre Olivier - CAN,Men,,CAN,14.8,14.1,15.1,14.9,15.2,7.8,7.9,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,59.46,33
TAKAKU Keisuke - JPN - Canadian Selections 1 - 2019 - Qualification 2,TAKAKU Keisuke - JPN,Men,20.0,JPN,14.3,16.0,13.6,15.1,15.0,4.6,4.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 2,49.55,23
CASHMORE Cole - CAN - Canada Cup 1 - 2019 - Qualification 1,CASHMORE Cole - CAN,Men,,CAN,11.8,12.0,12.3,12.6,13.2,3.9,3.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,32.83,46
TURGEON Laurane - CAN - Canada Cup 1 - 2019 - Qualification 1,TURGEON Laurane - CAN,Women,,CAN,12.8,12.2,14.3,12.6,13.6,5.9,6.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,55.8,10
DROUIN Xavier - CAN - Canada Cup 1 - 2019 - Final 1,DROUIN Xavier - CAN,Men,,CAN,15.6,15.7,16.0,16.2,15.6,7.8,7.5,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,67.83,17
MALHERBE Malica - CAN - Canada Cup 2 - 2019 - Qualification 1,MALHERBE Malica - CAN,Women,,CAN,15.0,14.0,13.9,13.9,13.2,4.0,3.9,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,52.72,9
CLOWATER Dylan - CAN - Canada Cup 1 - 2019 - Qualification 2,CLOWATER Dylan - CAN,Men,,CAN,11.0,11.0,11.0,13.0,12.8,4.3,4.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,23.85,41
CLEGG Sina - CAN - Canada Cup 2 - 2019 - Qualification 1,CLEGG Sina - CAN,Women,,CAN,14.8,14.4,15.8,14.3,14.6,7.1,7.0,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,54.4,8
GRYSPEERDT Maximus - CAN - Canada Cup 1 - 2019 - Qualification 2,GRYSPEERDT Maximus - CAN,Men,,CAN,11.6,11.8,12.1,12.3,12.7,4.7,4.9,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,30.16,40
CLOUTIER ASSELIN Felix - CAN - Canada Cup 1 - 2019 - Qualification 1,CLOUTIER ASSELIN Felix - CAN,Men,,CAN,16.3,16.3,16.1,15.2,16.2,7.8,8.0,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,72.83,5
PARADIS Louis - CAN - Canada Cup 2 - 2019 - Final 1,PARADIS Louis - CAN,Men,,CAN,17.3,16.9,16.6,18.1,17.5,8.5,8.6,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,72.83,1
GHERT Talya - CAN - Canada Cup 1 - 2019 - Qualification 1,GHERT Talya - CAN,Women,,CAN,13.0,13.4,14.8,13.9,12.8,5.0,4.3,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 1,48.92,17
HAZIZA Raine - CAN - Canada Cup 2 - 2019 - Qualification 2,HAZIZA Raine - CAN,Women,,CAN,14.2,12.6,13.7,14.2,13.0,6.9,6.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,17.43,15
HONORE Pierre Henri - CAN - Canadian Selections 1 - 2019 - Qualification 1,HONORE Pierre Henri - CAN,Men,19.0,CAN,13.2,14.8,13.9,14.7,13.8,4.2,4.5,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 1,Qualification 1,53.47,29
ENGLISH Karisa - CAN - Canada Cup 1 - 2019 - Qualification 2,ENGLISH Karisa - CAN,Women,,CAN,13.8,14.4,14.9,13.5,14.2,5.9,6.0,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,56.49,6
HURRY Kiera - CAN - Canada Cup 2 - 2019 - Qualification 1,HURRY Kiera - CAN,Women,,CAN,13.0,14.1,12.3,12.0,12.5,7.3,7.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,12.3,28
MIKKELSEN Maya - CAN - Canada Cup 1 - 2019 - Final 1,MIKKELSEN Maya - CAN,Women,,CAN,15.6,15.9,15.8,15.4,15.8,7.7,7.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,72.51,2
BUTTERWORTH Cassidy - CAN - Canada Cup 2 - 2019 - Qualification 2,BUTTERWORTH Cassidy - CAN,Women,,CAN,12.5,11.0,10.6,13.8,12.3,7.1,7.1,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 2,7.32,21
BOUCHARD Mathis - CAN - Canada Cup 1 - 2019 - Final 1,BOUCHARD Mathis - CAN,Men,,CAN,15.9,16.0,15.8,15.2,16.0,7.8,7.7,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,68.3,15
LABELLE Cassandre - CAN - Canadian Selections 2 - 2019 - Qualification 1,LABELLE Cassandre - CAN,Women,20.0,CAN,12.0,12.8,12.7,11.4,11.0,2.5,2.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canadian Selections 2,Qualification 1,2.06,17
MYSKO Alex - CAN - Canada Cup 1 - 2019 - Final 1,MYSKO Alex - CAN,Men,,CAN,16.1,15.7,15.2,15.7,15.6,8.0,8.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,68.23,16
WALKER Leda - CAN - Canada Cup 2 - 2019 - Final 1,WALKER Leda - CAN,Women,,CAN,14.9,14.9,13.0,15.1,13.5,6.6,6.8,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,59.47,4
KOEHLER Kaylee - CAN - Canada Cup 1 - 2019 - Final 1,KOEHLER Kaylee - CAN,Women,,CAN,16.4,16.0,16.2,15.5,16.0,7.0,7.2,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Final 1,71.99,3
THIVIERGE Charles  Olivier - CAN - Canada Cup 2 - 2019 - Qualification 1,THIVIERGE Charles  Olivier - CAN,Men,,CAN,16.5,16.0,16.0,16.7,16.5,5.2,5.2,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Qualification 1,50.51,17
THIVIERGE Frederic - CAN - Canada Cup 1 - 2019 - Qualification 2,THIVIERGE Frederic - CAN,Men,,CAN,14.3,14.4,14.4,13.9,13.8,6.8,6.8,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,56.23,29
GIBSON Olivia - CAN - Canada Cup 2 - 2019 - Final 1,GIBSON Olivia - CAN,Women,,CAN,14.4,14.2,14.3,11.9,13.0,5.2,5.7,0,0,0,0,0.0,0.0,0.0,2019,2019-Canada Cup 2,Final 1,42.33,8
CASHMORE Cole - CAN - Canada Cup 1 - 2019 - Qualification 2,CASHMORE Cole - CAN,Men,,CAN,12.1,12.2,12.0,12.4,12.8,5.1,5.1,0,0,0,0,0.0,-22.0,0.0,2019,2019-Canada Cup 1,Qualification 2,42.33,36
