Athlete_Comp,Metric,Finish,Gender,Temp__Air,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score__1,Judge_7_Score__1,Major_Finalist,Major_Medalist,Nation,Olympic_Finalist,Olympic_Medalist,Temp__Snow,Season,Season_Comp,Round,Wind,age_yrs
KEARNEY Hannah - USA - World Championships - 2009 - Final,42.64,14,Women,6.0,2.1,2.0,1.9,1.9,1.9,2.1,2.1,1,1,USA,1,1,0.0,2009,2009-World Championships,Final,4.0,34.0
DUFOUR LAPOINTE Chloe - CAN - World Cup 4 - 2009 - Qualification,77.28,3,Women,-7.0,4.2,3.7,4.1,3.9,4.1,2.0,1.9,1,1,CAN,1,1,-2.0,2009,2009-World Cup 4,Qualification,0.2,29.0
BILODEAU Alex - CAN - World Cup 2 - 2009 - Qualification,77.28,2,Men,-8.0,4.0,3.7,4.0,3.9,4.1,2.1,2.0,1,1,CAN,1,1,-5.0,2009,2009-World Cup 2,Qualification,0.2,33.0
VALINTEEV Artem - RUS - World Cup 1 - 2009 - Qualification,72.29,31,Men,-20.0,3.9,3.6,4.0,3.6,3.6,2.0,1.7,0,0,RUS,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,37.0
SHARIFULLIN Ruslan - RUS - World Championships - 2009 - Qualification,61.07,16,Men,-1.0,3.4,3.4,3.4,3.1,3.1,1.9,1.8,0,0,RUS,0,0,0.0,2009,2009-World Championships,Qualification,2.0,35.0
HAMMERSLAND Audun - NOR - World Cup 4 - 2009 - Qualification,63.23,41,Men,-4.0,3.1,3.5,3.1,3.6,3.2,1.7,1.5,0,0,NOR,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,34.0
UEMURA Aiko - JPN - World Championships - 2009 - Qualification,74.96,1,Women,-1.0,3.6,4.1,3.7,3.9,4.0,2.1,2.2,1,1,JPN,1,0,0.0,2009,2009-World Championships,Qualification,2.0,41.0
OCHS Pierre - FRA - World Cup 2 - 2009 - Final 1,74.96,9,Men,-8.0,4.2,4.0,4.1,4.0,4.1,1.5,1.4,0,0,FRA,0,0,-5.0,2009,2009-World Cup 2,Final 1,0.2,36.0
MARBLER Margarita - AUT - World Championships - 2009 - Final,70.69,7,Women,6.0,3.6,3.9,3.5,3.7,3.8,1.6,1.7,1,0,AUT,1,0,0.0,2009,2009-World Championships,Final,4.0,45.0
CHERKASOVA Marina - RUS - World Cup 1 - 2009 - Qualification,70.69,18,Women,-20.0,3.8,3.8,3.9,3.5,3.9,1.7,1.4,0,0,RUS,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,48.0
RYBALOVA Darya - KAZ - World Cup 1 - 2009 - Qualification,70.0,21,Women,-20.0,3.4,3.6,3.8,3.8,3.9,1.9,1.8,0,0,KAZ,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,32.0
GARDNER Landon - USA - World Cup 1 - 2009 - Qualification,70.0,38,Men,-20.0,3.3,3.7,3.6,3.6,3.6,1.9,2.0,0,0,USA,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,35.0
TSUKITA Yugo - JPN - World Cup 4 - 2009 - Qualification,68.51,30,Men,-4.0,3.3,3.8,3.0,3.6,4.0,1.9,1.7,0,0,JPN,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,44.0
NISHI Nobuyuki - JPN - World Cup 4 - 2009 - Qualification,74.13,23,Men,-4.0,4.0,4.1,4.0,4.2,4.0,1.9,1.7,0,0,JPN,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,35.0
RYBALOVA Darya - KAZ - World Cup 3 - 2009 - Qualification,63.04,20,Women,3.0,3.4,3.1,2.7,3.3,3.4,1.5,1.4,0,0,KAZ,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,32.0
SCANZIO Deborah - SUI - World Cup 1 - 2009 - Qualification,77.07,10,Women,-20.0,4.4,4.3,3.9,3.6,4.3,1.7,1.7,0,0,SUI,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,34.0
LEMME Knut - NOR - World Cup 5 - 2009 - Qualification,67.65,40,Men,0.0,3.5,3.4,3.5,3.3,3.3,1.6,1.7,0,0,NOR,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,30.0
KIRAMO Arttu - FIN - World Cup 5 - 2009 - Qualification,67.65,39,Men,0.0,3.1,3.6,3.3,2.5,3.3,1.7,1.7,0,0,FIN,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,30.0
HICKS Eddie - CAN - World Cup 3 - 2009 - Qualification,67.65,30,Men,3.0,3.5,3.2,3.0,3.4,3.3,1.7,1.9,0,0,CAN,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,32.0
SHARIFULLIN Ruslan - RUS - World Championships - 2009 - Final,67.65,10,Men,6.0,3.7,3.3,3.4,3.1,3.6,1.8,1.7,0,0,RUS,0,0,0.0,2009,2009-World Championships,Final,4.0,35.0
GINGRAS Maxime - CAN - World Cup 2 - 2009 - Final 1,73.52,8,Men,-8.0,3.8,3.7,3.7,3.6,3.6,2.2,2.2,0,0,CAN,0,0,-5.0,2009,2009-World Cup 2,Final 1,0.2,36.0
UEMURA Aiko - JPN - World Cup 3 - 2009 - Final 1,78.99,5,Women,-2.0,4.0,4.6,3.5,4.3,4.3,0.8,0.9,1,1,JPN,1,0,0.0,2009,2009-World Cup 3,Final 1,0.0,41.0
OCHS Pierre - FRA - World Cup 3 - 2009 - Qualification,78.99,9,Men,3.0,4.1,4.3,4.1,4.2,4.2,1.9,2.2,0,0,FRA,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,36.0
OUTTRIM Eliza - USA - World Cup 4 - 2009 - Final 1,82.77,5,Women,-4.0,4.5,4.3,4.4,4.4,4.2,1.5,1.7,1,0,USA,1,0,-1.0,2009,2009-World Cup 4,Final 1,0.2,35.0
SLATTEN Vinjar - NOR - World Championships - 2009 - Qualification,40.67,30,Men,-1.0,2.1,1.8,0.8,1.1,1.7,1.6,1.6,1,0,NOR,1,0,0.0,2009,2009-World Championships,Qualification,2.0,30.0
HEIL Jennifer - CAN - World Cup 5 - 2009 - Final 1,82.16,5,Women,0.0,4.3,4.4,4.1,4.4,4.3,1.7,1.8,1,1,CAN,1,1,-1.0,2009,2009-World Cup 5,Final 1,0.1,37.0
OUTTRIM Eliza - USA - World Championships - 2009 - Qualification,39.41,17,Women,-1.0,2.2,1.8,1.2,2.0,2.2,1.1,1.0,1,0,USA,1,0,0.0,2009,2009-World Championships,Qualification,2.0,35.0
MATIZ Giacomo - ITA - World Cup 2 - 2009 - Qualification,46.53,33,Men,-8.0,2.4,2.4,2.6,1.8,2.3,1.5,1.7,0,0,ITA,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,34.0
ROBERTSON Shelly - USA - World Cup 4 - 2009 - Qualification,70.29,13,Women,-7.0,3.9,3.2,3.7,4.0,3.6,1.7,1.6,0,0,USA,0,0,-2.0,2009,2009-World Cup 4,Qualification,0.2,41.0
REIKHERD Dmitriy - KAZ - World Cup 3 - 2009 - Qualification,72.53,24,Men,3.0,3.7,3.5,3.5,4.3,4.1,1.7,1.6,1,0,KAZ,1,0,2.0,2009,2009-World Cup 3,Qualification,0.0,31.0
ROARK Michelle - USA - World Cup 5 - 2009 - Qualification,72.53,21,Women,0.0,3.8,3.8,4.0,3.5,3.7,1.7,1.4,0,0,USA,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,46.0
WONG Chris - CAN - World Cup 1 - 2009 - Qualification,75.2,26,Men,-20.0,4.0,4.0,4.1,3.7,4.2,1.5,1.3,0,0,CAN,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,39.0
BENNA Anthony - FRA - World Cup 5 - 2009 - Qualification,75.95,23,Men,0.0,4.0,3.7,3.7,3.8,3.8,1.8,2.1,1,1,FRA,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,33.0
MORSE Michael - USA - World Cup 3 - 2009 - Qualification,79.01,8,Men,3.0,4.2,4.2,4.5,4.0,4.1,1.9,2.3,0,0,USA,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,39.0
REIKHERD Dmitriy - KAZ - World Cup 1 - 2009 - Final 1,81.84,11,Men,-20.0,4.3,4.4,4.4,4.1,4.3,1.9,2.0,1,0,KAZ,1,0,-9.0,2009,2009-World Cup 1,Final 1,0.9,31.0
BAYARZUL Chagnaa - MGL - World Championships - 2009 - Qualification,1.2,45,Men,-1.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,0,MGL,0,0,0.0,2009,2009-World Championships,Qualification,2.0,49.0
SPETT Per - SWE - World Cup 3 - 2009 - Qualification,75.12,17,Men,3.0,4.0,3.8,4.0,3.8,3.9,2.1,2.0,1,0,SWE,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,35.0
BILODEAU Alex - CAN - World Championships - 2009 - Qualification,69.73,3,Men,-1.0,3.7,3.6,4.2,3.7,3.7,1.6,1.6,1,1,CAN,1,1,0.0,2009,2009-World Championships,Qualification,2.0,33.0
KEARNEY Hannah - USA - World Championships - 2009 - Qualification,63.15,4,Women,-1.0,3.3,3.6,3.5,3.4,3.6,2.0,1.9,1,1,USA,1,1,0.0,2009,2009-World Championships,Qualification,2.0,34.0
MARQUIS Vincent - CAN - World Cup 4 - 2009 - Qualification,83.87,4,Men,-4.0,4.6,4.4,4.5,4.5,4.5,2.3,2.4,1,0,CAN,1,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,36.0
ROARK Michelle - USA - World Cup 1 - 2009 - Final 1,43.65,14,Women,-20.0,2.0,2.4,2.2,1.8,2.2,1.2,1.5,0,0,USA,0,0,-9.0,2009,2009-World Cup 1,Final 1,0.9,46.0
STOLYAROVA Ekaterina - OAR - World Cup 5 - 2009 - Qualification,79.95,8,Women,0.0,3.9,4.0,4.1,4.4,4.2,2.2,2.0,0,0,OAR,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,32.0
WILSON Bryon - USA - World Cup 3 - 2009 - Qualification,76.8,14,Men,3.0,4.1,3.6,4.1,3.8,3.9,2.2,2.1,1,1,USA,1,1,2.0,2009,2009-World Cup 3,Qualification,0.0,32.0
KEARNEY Hannah - USA - World Cup 5 - 2009 - Final 1,81.68,6,Women,0.0,4.3,4.1,4.3,4.5,4.3,2.0,2.0,1,1,USA,1,1,-1.0,2009,2009-World Cup 5,Final 1,0.1,34.0
ITO Miki - JPN - World Cup 3 - 2009 - Final 1,80.29,4,Women,-2.0,4.2,4.4,4.4,4.1,4.1,2.0,1.9,1,1,JPN,0,0,0.0,2009,2009-World Cup 3,Final 1,0.0,33.0
SMYSHLIAEV Aleksandr - OAR - World Cup 3 - 2009 - Qualification,77.6,13,Men,3.0,4.0,4.0,4.2,4.2,4.4,2.0,2.0,1,1,OAR,1,1,2.0,2009,2009-World Cup 3,Qualification,0.0,33.0
KEARNEY Hannah - USA - World Cup 1 - 2009 - Qualification,84.16,2,Women,-20.0,4.4,4.6,4.6,4.5,4.6,2.1,2.0,1,1,USA,1,1,-9.0,2009,2009-World Cup 1,Qualification,0.9,34.0
SEO Jung Hwa - KOR - World Championships - 2009 - Final,43.44,15,Women,6.0,2.1,2.9,2.2,2.1,2.6,1.2,1.4,0,0,KOR,0,0,0.0,2009,2009-World Championships,Final,4.0,30.0
HJERTMAN Pelle - SWE - World Cup 5 - 2009 - Qualification,73.92,31,Men,0.0,3.8,3.6,3.4,3.1,3.8,1.7,2.1,0,0,SWE,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,35.0
SOKOLOV Andrey - KAZ - World Cup 5 - 2009 - Qualification,73.92,32,Men,0.0,3.6,3.6,3.8,3.9,3.5,1.9,1.9,0,0,KAZ,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,28.0
BJOERNLUND Jesper - SWE - World Cup 4 - 2009 - Final 1,82.27,10,Men,-4.0,4.1,4.5,4.3,4.4,4.5,2.0,2.1,1,0,SWE,1,0,-1.0,2009,2009-World Cup 4,Final 1,0.2,35.0
MATIZ Giacomo - ITA - World Cup 3 - 2009 - Qualification,72.11,26,Men,3.0,3.4,3.7,3.7,3.8,3.8,1.9,1.7,0,0,ITA,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,34.0
SMYSHLIAEV Aleksandr - OAR - World Cup 1 - 2009 - Qualification,81.81,8,Men,-20.0,4.3,4.4,4.1,4.3,4.5,2.1,1.7,1,1,OAR,1,1,-9.0,2009,2009-World Cup 1,Qualification,0.9,33.0
BUMANN Nicole - SUI - World Cup 5 - 2009 - Qualification,57.52,28,Women,0.0,2.6,2.8,3.3,1.8,2.6,1.0,1.2,0,0,SUI,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,34.0
DAUNFELDT Olle - SWE - World Cup 2 - 2009 - Qualification,14.16,46,Men,-8.0,1.0,1.1,0.5,1.4,1.2,0.3,0.4,0,0,SWE,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,37.0
MORSE Michael - USA - World Cup 4 - 2009 - Qualification,81.81,6,Men,-4.0,4.6,4.3,4.5,4.3,4.5,1.6,1.6,0,0,USA,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,39.0
SERGEEV Vitaly - RUS - World Cup 3 - 2009 - Qualification,14.16,46,Men,3.0,0.2,0.1,0.2,0.6,0.1,1.3,1.6,0,0,RUS,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,32.0
NISHI Nobuyuki - JPN - World Championships - 2009 - Qualification,69.63,5,Men,-1.0,4.0,4.0,3.9,3.3,3.6,1.8,1.7,0,0,JPN,0,0,0.0,2009,2009-World Championships,Qualification,2.0,35.0
GALYSHEVA Yulia - KAZ - World Cup 3 - 2009 - Qualification,64.56,18,Women,3.0,2.9,3.0,3.4,3.8,3.4,1.6,1.4,1,1,KAZ,1,1,2.0,2009,2009-World Cup 3,Qualification,0.0,28.0
VOLKOV Andrey - RUS - World Cup 2 - 2009 - Qualification,67.47,20,Men,-8.0,3.6,3.9,4.0,3.9,3.6,1.2,1.2,0,0,RUS,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,34.0
GARDNER Landon - USA - World Cup 3 - 2009 - Qualification,74.11,20,Men,3.0,3.5,3.7,4.2,4.0,3.7,2.1,2.0,0,0,USA,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,35.0
BENNA Anthony - FRA - World Cup 2 - 2009 - Qualification,72.64,8,Men,-8.0,3.5,4.0,4.0,3.9,4.2,1.9,1.9,1,1,FRA,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,33.0
HJERTMAN Pelle - SWE - World Cup 1 - 2009 - Qualification,72.64,34,Men,-20.0,3.9,4.0,4.0,3.7,3.7,1.4,1.2,0,0,SWE,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,35.0
SCHRIWER Martina - SWE - World Cup 2 - 2009 - Qualification,1.47,33,Women,-16.0,0.1,0.1,0.1,0.1,0.3,0.0,0.0,0,0,SWE,0,0,-7.0,2009,2009-World Cup 2,Qualification,0.2,32.0
SUDOVA Nikola - CZE - World Cup 5 - 2009 - Final 1,85.92,2,Women,0.0,4.5,4.3,4.6,4.6,4.6,2.2,2.4,1,0,CZE,1,0,-1.0,2009,2009-World Cup 5,Final 1,0.1,38.0
BILODEAU Alex - CAN - World Cup 4 - 2009 - Qualification,85.92,1,Men,-4.0,4.6,4.4,4.5,4.6,4.4,2.2,2.4,1,1,CAN,1,1,-1.0,2009,2009-World Cup 4,Qualification,0.2,33.0
COLAS Guilbaut - FRA - World Cup 4 - 2009 - Final 1,85.92,5,Men,-4.0,4.6,4.6,4.7,4.5,4.2,2.0,2.2,1,0,FRA,1,0,-1.0,2009,2009-World Cup 4,Final 1,0.2,37.0
STOLYAROVA Ekaterina - OAR - World Championships - 2009 - Final,62.77,8,Women,6.0,2.8,2.3,3.5,3.2,3.0,2.0,2.2,0,0,OAR,0,0,0.0,2009,2009-World Championships,Final,4.0,32.0
WANG Yusen - CHN - World Championships - 2009 - Qualification,17.09,42,Men,-1.0,1.5,1.5,0.8,0.3,1.2,1.0,1.0,0,0,CHN,0,0,0.0,2009,2009-World Championships,Qualification,2.0,31.0
SOEDERGREN Oskar - SWE - World Cup 4 - 2009 - Qualification,52.27,49,Men,-4.0,3.2,2.9,3.4,2.6,2.9,0.5,0.7,0,0,SWE,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,30.0
DOLGODVOROV Denis - RUS - World Cup 4 - 2009 - Qualification,73.63,22,Men,-4.0,4.1,3.9,3.9,3.8,3.9,1.7,2.3,0,0,RUS,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,38.0
DOLGODVOROV Denis - RUS - World Cup 2 - 2009 - Qualification,70.4,15,Men,-8.0,3.6,3.9,3.8,3.8,3.6,1.3,1.2,0,0,RUS,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,38.0
GALYSHEVA Yulia - KAZ - World Championships - 2009 - Final,60.61,11,Women,6.0,3.2,3.2,3.0,3.0,3.2,1.4,1.6,1,1,KAZ,1,1,0.0,2009,2009-World Championships,Final,4.0,28.0
BABIC David - USA - World Cup 4 - 2009 - Qualification,77.65,17,Men,-4.0,4.3,4.2,4.2,4.5,4.4,2.0,2.1,0,0,USA,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,41.0
MCPHIE Heather - USA - World Cup 2 - 2009 - Final 1,35.01,14,Women,-8.0,1.9,1.7,1.4,1.2,1.7,0.7,0.7,1,0,USA,0,0,-5.0,2009,2009-World Cup 2,Final 1,0.2,36.0
GRAHAM David - AUS - World Cup 5 - 2009 - Qualification,68.85,38,Men,0.0,3.4,3.4,3.6,3.6,3.7,1.5,1.7,0,0,AUS,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,29.0
BAHRKE Shannon - USA - World Cup 2 - 2009 - Qualification,71.12,5,Women,-16.0,3.8,4.0,3.9,4.0,4.0,1.0,1.1,1,1,USA,1,1,-7.0,2009,2009-World Cup 2,Qualification,0.2,40.0
KUWABARA Ryuji - JPN - World Cup 2 - 2009 - Qualification,44.93,35,Men,-8.0,1.8,2.0,2.5,1.5,2.4,1.7,1.5,0,0,JPN,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,32.0
OZAKI Kai - JPN - World Cup 5 - 2009 - Qualification,73.84,34,Men,0.0,3.8,3.7,3.7,3.8,3.8,2.0,2.0,0,0,JPN,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,33.0
WILSON Bryon - USA - World Cup 3 - 2009 - Final 1,32.99,16,Men,-2.0,1.5,0.7,1.2,1.0,0.9,1.1,0.8,1,1,USA,1,1,0.0,2009,2009-World Cup 3,Final 1,0.0,32.0
BUMANN Nicole - SUI - World Cup 2 - 2009 - Qualification,30.56,27,Women,-16.0,1.2,0.9,0.5,1.0,1.2,1.1,1.1,0,0,SUI,0,0,-7.0,2009,2009-World Cup 2,Qualification,0.2,34.0
NISHI Nobuyuki - JPN - World Cup 2 - 2009 - Qualification,66.51,21,Men,-8.0,3.5,3.7,3.6,3.3,3.6,1.8,1.8,0,0,JPN,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,35.0
DAUNFELDT Olle - SWE - World Cup 1 - 2009 - Qualification,66.88,44,Men,-20.0,3.7,4.1,3.9,3.4,3.1,2.0,1.8,0,0,SWE,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,37.0
VOLKOV Andrey - RUS - World Cup 5 - 2009 - Qualification,82.56,8,Men,0.0,4.2,4.3,4.3,4.4,3.9,2.2,2.3,0,0,RUS,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,34.0
SEO Myung Joon - KOR - World Championships - 2009 - Qualification,36.61,34,Men,-1.0,1.7,1.8,1.4,1.9,1.8,0.9,0.9,0,0,KOR,0,0,0.0,2009,2009-World Championships,Qualification,2.0,28.0
DUFOUR LAPOINTE Maxime - CAN - World Cup 1 - 2009 - Qualification,72.77,15,Women,-20.0,3.7,3.6,4.1,3.9,4.0,1.7,1.6,1,0,CAN,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,31.0
RICHARDS Kristi - CAN - World Cup 4 - 2009 - Final 1,71.6,13,Women,-4.0,4.2,3.8,3.6,4.1,3.7,2.0,1.8,0,0,CAN,0,0,-1.0,2009,2009-World Cup 4,Final 1,0.2,39.0
KIRAMO Arttu - FIN - World Cup 4 - 2009 - Qualification,71.6,27,Men,-4.0,3.8,3.8,3.8,4.2,4.1,1.4,1.6,0,0,FIN,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,30.0
ENDO Sho - JPN - World Cup 4 - 2009 - Qualification,69.68,28,Men,-4.0,3.4,3.5,3.6,3.7,2.0,1.9,1.8,0,0,JPN,0,0,-1.0,2009,2009-World Cup 4,Qualification,0.2,30.0
MARQUIS Vincent - CAN - World Cup 5 - 2009 - Qualification,81.79,12,Men,0.0,4.5,4.0,4.5,4.3,4.0,2.3,2.3,1,0,CAN,1,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,36.0
ROBICHAUD Audrey - CAN - World Cup 2 - 2009 - Final 1,41.28,13,Women,-8.0,2.2,1.4,1.3,2.0,2.0,1.1,0.9,0,0,CAN,0,0,-5.0,2009,2009-World Cup 2,Final 1,0.2,32.0
DISCOE Jimmy - USA - World Cup 2 - 2009 - Qualification,41.28,36,Men,-8.0,1.7,0.7,2.3,1.0,1.2,1.9,1.8,0,0,USA,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,31.0
KALLAS Eemeli - FIN - World Cup 2 - 2009 - Qualification,11.87,45,Men,-8.0,0.5,0.4,0.6,0.4,0.9,2.1,2.1,0,0,FIN,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,32.0
PALMQVIST Karin - SWE - World Cup 4 - 2009 - Qualification,54.53,25,Women,-7.0,2.9,2.8,3.1,2.8,3.0,1.6,1.4,0,0,SWE,0,0,-2.0,2009,2009-World Cup 4,Qualification,0.2,31.0
SERGEEV Vitaly - RUS - World Cup 1 - 2009 - Qualification,75.84,23,Men,-20.0,4.2,4.1,4.2,3.4,3.8,2.0,1.7,0,0,RUS,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,32.0
BEDNARIK Nina - SLO - World Cup 3 - 2009 - Qualification,29.97,29,Women,3.0,1.8,1.5,2.3,1.9,1.3,0.7,1.1,0,0,SLO,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,38.0
SNYDERMAN Kayla - USA - World Cup 2 - 2009 - Qualification,60.29,16,Women,-16.0,3.0,3.0,2.7,2.4,3.0,1.2,1.2,0,0,USA,0,0,-7.0,2009,2009-World Cup 2,Qualification,0.2,32.0
SATOYA Tae - JPN - World Cup 5 - 2009 - Qualification,79.36,12,Women,0.0,4.0,4.4,4.2,3.7,4.0,2.4,1.9,1,1,JPN,1,1,-1.0,2009,2009-World Cup 5,Qualification,0.1,44.0
ITO Miki - JPN - World Cup 3 - 2009 - Qualification,78.8,4,Women,3.0,3.8,4.5,4.3,4.0,4.4,2.0,1.8,1,1,JPN,0,0,2.0,2009,2009-World Cup 3,Qualification,0.0,33.0
TORITO Emiko - USA - World Cup 4 - 2009 - Final 1,78.59,8,Women,-4.0,4.1,3.7,4.1,4.2,4.2,1.8,2.0,0,0,USA,0,0,-1.0,2009,2009-World Cup 4,Final 1,0.2,38.0
MARQUIS Vincent - CAN - World Cup 3 - 2009 - Final 1,61.76,13,Men,-2.0,2.9,2.2,2.6,3.6,2.9,1.8,1.9,1,0,CAN,1,0,0.0,2009,2009-World Cup 3,Final 1,0.0,36.0
SUDOVA Nikola - CZE - World Cup 2 - 2009 - Qualification,75.01,2,Women,-16.0,4.1,4.3,3.9,4.3,4.4,1.2,1.5,1,0,CZE,1,0,-7.0,2009,2009-World Cup 2,Qualification,0.2,38.0
NISHI Nobuyuki - JPN - World Cup 5 - 2009 - Qualification,75.01,30,Men,0.0,3.9,3.8,3.9,4.2,3.8,2.3,2.0,0,0,JPN,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,35.0
TSUKITA Yugo - JPN - World Championships - 2009 - Qualification,61.79,15,Men,-1.0,3.8,3.4,3.8,3.0,3.1,2.0,1.8,0,0,JPN,0,0,0.0,2009,2009-World Championships,Qualification,2.0,44.0
COOPER Ramone - AUS - World Championships - 2009 - Qualification,58.69,20,Men,-1.0,3.4,3.7,3.7,3.3,3.2,1.7,1.5,0,0,AUS,0,0,0.0,2009,2009-World Championships,Qualification,2.0,32.0
RICHARDS Kristi - CAN - World Cup 5 - 2009 - Qualification,82.29,4,Women,0.0,4.2,4.0,4.5,4.5,4.0,2.3,2.1,0,0,CAN,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,39.0
BENNA Anthony - FRA - World Cup 2 - 2009 - Final 1,79.44,4,Men,-8.0,4.4,4.1,4.3,3.8,4.2,2.0,2.0,1,1,FRA,0,0,-5.0,2009,2009-World Cup 2,Final 1,0.2,33.0
ITO Miki - JPN - World Cup 1 - 2009 - Final 1,73.25,10,Women,-20.0,4.0,3.5,3.9,3.9,4.1,1.5,1.2,1,1,JPN,0,0,-9.0,2009,2009-World Cup 1,Final 1,0.9,33.0
SCANZIO Deborah - SUI - World Cup 1 - 2009 - Final 1,80.85,6,Women,-20.0,4.4,4.3,4.4,4.1,4.4,1.8,1.7,0,0,SUI,0,0,-9.0,2009,2009-World Cup 1,Final 1,0.9,34.0
KYLLOENEN Harri - FIN - World Cup 2 - 2009 - Qualification,27.84,40,Men,-8.0,0.6,0.5,0.4,0.9,1.2,1.7,1.7,0,0,FIN,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,32.0
RICHARDS Kristi - CAN - World Cup 1 - 2009 - Final 1,40.51,15,Women,-20.0,1.9,1.6,2.0,0.9,2.5,0.6,0.5,0,0,CAN,0,0,-9.0,2009,2009-World Cup 1,Final 1,0.9,39.0
ANTONAKAKIS Tryfonas - GRE - World Cup 2 - 2009 - Qualification,4.16,48,Men,-8.0,0.1,0.1,0.1,0.1,0.1,0.9,0.9,0,0,GRE,0,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,37.0
ITO Miki - JPN - World Cup 2 - 2009 - Qualification,69.2,9,Women,-16.0,3.8,3.7,3.9,3.3,4.1,1.5,1.6,1,1,JPN,0,0,-7.0,2009,2009-World Cup 2,Qualification,0.2,33.0
ITO Miki - JPN - World Cup 2 - 2009 - Final 1,69.2,5,Women,-8.0,3.6,3.8,3.7,3.9,4.1,0.9,1.0,1,1,JPN,0,0,-5.0,2009,2009-World Cup 2,Final 1,0.2,33.0
KEARNEY Hannah - USA - World Cup 2 - 2009 - Qualification,71.15,4,Women,-16.0,3.8,4.1,4.1,3.8,4.0,1.5,1.6,1,1,USA,1,1,-7.0,2009,2009-World Cup 2,Qualification,0.2,34.0
REIKHERD Dmitriy - KAZ - World Cup 5 - 2009 - Qualification,74.67,25,Men,0.0,3.4,3.6,3.5,3.8,3.7,2.0,1.8,1,0,KAZ,1,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,31.0
SALONEN Janne - FIN - World Cup 5 - 2009 - Qualification,74.67,26,Men,0.0,3.7,3.5,3.9,3.7,3.4,2.3,2.3,0,0,FIN,0,0,-1.0,2009,2009-World Cup 5,Qualification,0.1,32.0
BOULANGEAT Alizee - FRA - World Cup 1 - 2009 - Qualification,69.04,17,Women,-20.0,3.0,4.0,3.4,3.1,3.6,1.4,1.3,0,0,FRA,0,0,-9.0,2009,2009-World Cup 1,Qualification,0.9,32.0
MARQUIS Vincent - CAN - World Cup 2 - 2009 - Qualification,65.97,19,Men,-8.0,3.7,3.0,3.0,3.4,3.4,2.1,2.3,1,0,CAN,1,0,-5.0,2009,2009-World Cup 2,Qualification,0.2,36.0
