Athlete_Comp,Metric,Finish,Gender,Temp__Air,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score__1,Judge_7_Score__1,Major_Finalist,Major_Medalist,Nation,Olympic_Finalist,Olympic_Medalist,Temp__Snow,Season,Season_Comp,Round,Wind,age_yrs
CHALIFOUR Laurence - CAN - North American Cup 2 - 2015 - Qualification 1,53.6,39,Women,,11.0,11.6,11.5,11.0,9.3,5.2,4.9,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,24.0
STUDLER Abe - USA - North American Cup 4 - 2015 - Final 1,76.74,13,Men,,16.4,15.2,15.8,15.7,15.5,8.3,8.5,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 1,,23.0
LAMBERT Clare - CAN - North American Cup 3 - 2015 - Qualification 1,64.37,2,Women,,12.1,12.4,11.3,10.7,12.5,7.2,7.2,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,26.0
MARTIN William - AUS - North American Cup 2 - 2015 - Qualification 1,64.88,30,Men,,13.8,14.9,14.6,14.1,15.2,6.0,5.8,0,0,AUS,0,0,,2015,2015-North American Cup 2,Qualification 1,,24.0
MARTIN William - AUS - North American Cup 4 - 2015 - Qualification 1,52.08,46,Men,,8.7,9.3,10.5,6.4,9.7,8.5,8.0,0,0,AUS,0,0,,2015,2015-North American Cup 4,Qualification 1,,24.0
DYER Ryan - USA - North American Cup 1 - 2015 - Final 2,86.21,1,Men,,17.6,18.3,18.4,17.9,17.3,8.4,7.8,0,0,USA,0,0,,2015,2015-North American Cup 1,Final 2,,29.0
JOOSTEN Matt - CAN - North American Cup 3 - 2015 - Qualification 1,72.64,8,Men,,15.4,13.9,15.2,14.0,15.4,7.7,6.9,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,27.0
BOCKHAHN Carson - USA - North American Cup 3 - 2015 - Qualification 1,68.63,16,Men,,14.3,14.1,13.2,14.2,13.3,6.8,7.2,0,0,USA,0,0,,2015,2015-North American Cup 3,Qualification 1,,28.0
GILBERT Valerie - CAN - North American Cup 3 - 2015 - Final 1,16.79,16,Women,,4.1,1.5,4.4,0.9,2.8,4.0,3.3,0,0,CAN,0,0,,2015,2015-North American Cup 3,Final 1,,22.0
SEMMENS Trevor - USA - North American Cup 2 - 2015 - Qualification 1,74.05,11,Men,,13.8,14.9,16.2,15.7,15.0,8.0,8.1,0,0,USA,0,0,,2015,2015-North American Cup 2,Qualification 1,,25.0
KAUF Jaelin - USA - North American Cup 4 - 2015 - Final 1,74.9,6,Women,,14.4,13.6,14.6,15.1,11.3,8.5,8.1,1,0,USA,0,0,,2015,2015-North American Cup 4,Final 1,,24.0
STOLTZNER Lane - USA - North American Cup 3 - 2015 - Qualification 1,64.21,3,Women,,13.1,12.2,12.6,14.6,15.4,4.9,4.9,0,0,USA,0,0,,2015,2015-North American Cup 3,Qualification 1,,30.0
ZEMBA Bryan - USA - North American Cup 4 - 2015 - Final 2,84.39,4,Men,,16.5,17.2,17.4,15.3,17.8,8.7,9.1,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 2,,29.0
KOENEN Connor - CAN - North American Cup 2 - 2015 - Qualification 1,72.4,13,Men,,15.8,15.5,15.5,16.8,16.8,6.2,5.9,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,27.0
SOLOMON Benni - USA - North American Cup 3 - 2015 - Qualification 1,62.07,31,Men,,11.4,13.1,13.9,13.4,14.2,6.3,6.3,0,0,USA,0,0,,2015,2015-North American Cup 3,Qualification 1,,23.0
STUDLER Abe - USA - North American Cup 2 - 2015 - Qualification 1,69.01,20,Men,,14.6,14.5,14.2,13.9,15.1,6.2,5.8,0,0,USA,0,0,,2015,2015-North American Cup 2,Qualification 1,,23.0
LAWSON Kelly - USA - North American Cup 2 - 2015 - Qualification 1,56.58,35,Women,,13.8,10.8,11.6,11.0,12.1,4.9,4.6,0,0,USA,0,0,,2015,2015-North American Cup 2,Qualification 1,,24.0
SHIMKO Avital - USA - North American Cup 2 - 2015 - Final 1,66.11,12,Women,,14.5,14.1,13.9,12.5,13.0,5.3,5.9,0,0,USA,0,0,,2015,2015-North American Cup 2,Final 1,,24.0
VAILLANCOURT Elliot - CAN - North American Cup 3 - 2015 - Qualification 1,65.0,25,Men,,13.7,13.8,13.9,12.6,13.0,6.6,6.4,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,21.0
RAY Hallee - USA - North American Cup 4 - 2015 - Qualification 1,62.09,20,Women,,12.5,13.0,12.2,12.7,10.1,5.3,4.0,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,22.0
PAWLIK Brayden - CAN - North American Cup 3 - 2015 - Qualification 1,57.59,39,Men,,12.0,10.9,12.1,11.7,12.4,4.5,5.3,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,28.0
SPENCE Noah - CAN - North American Cup 1 - 2015 - Qualification 1,60.22,31,Men,,12.4,12.1,10.5,14.3,13.4,6.0,5.8,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,23.0
CAMPEAU Nicolas - CAN - North American Cup 3 - 2015 - Qualification 1,60.94,34,Men,,12.8,11.0,13.2,11.5,12.2,7.6,7.7,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,22.0
REILLY Trevor - USA - North American Cup 1 - 2015 - Qualification 1,71.6,25,Men,,14.3,15.7,17.5,15.9,14.8,6.7,7.3,0,0,USA,0,0,,2015,2015-North American Cup 1,Qualification 1,,24.0
OSBORNE Morgan - USA - North American Cup 4 - 2015 - Final 1,81.52,10,Men,,14.7,15.0,17.6,16.8,17.8,8.9,9.2,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 1,,23.0
KOENEN Connor - CAN - North American Cup 2 - 2015 - Final 1,44.58,16,Men,,9.3,9.9,10.7,9.4,9.4,1.8,2.0,0,0,CAN,0,0,,2015,2015-North American Cup 2,Final 1,,27.0
KOBER Jordan - CAN - North American Cup 2 - 2015 - Final 1,79.09,3,Men,,16.5,17.2,17.6,18.2,16.4,6.6,7.0,0,0,CAN,0,0,,2015,2015-North American Cup 2,Final 1,,24.0
DUFRESNE Gabriel - CAN - North American Cup 3 - 2015 - Final 1,62.47,15,Men,,9.5,13.6,10.4,11.4,9.0,6.1,6.2,0,0,CAN,0,0,,2015,2015-North American Cup 3,Final 1,,24.0
KARIOTIS Ali - USA - North American Cup 2 - 2015 - Final 1,76.95,3,Women,,16.2,16.4,16.2,15.4,15.6,6.8,7.0,0,0,USA,0,0,,2015,2015-North American Cup 2,Final 1,,25.0
DUFRESNE Gabriel - CAN - North American Cup 3 - 2015 - Qualification 1,70.97,11,Men,,13.6,16.4,15.8,13.5,13.7,7.2,7.7,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,24.0
BAKER Taryn - USA - North American Cup 1 - 2015 - Qualification 1,63.21,17,Women,,13.7,14.0,16.2,15.2,12.6,2.9,2.9,0,0,USA,0,0,,2015,2015-North American Cup 1,Qualification 1,,23.0
HEWAT Aimee - CAN - North American Cup 3 - 2015 - Qualification 1,53.79,18,Women,,12.6,11.5,8.0,9.7,10.6,4.8,4.9,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,24.0
BOIVIN Joelle - CAN - North American Cup 1 - 2015 - Qualification 1,64.22,14,Women,,14.2,12.0,14.5,15.2,12.9,7.6,7.8,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,24.0
ESTEY Byron - CAN - North American Cup 4 - 2015 - Qualification 1,69.67,33,Men,,15.2,13.0,13.2,14.4,13.8,7.8,8.1,0,0,CAN,0,0,,2015,2015-North American Cup 4,Qualification 1,,26.0
BERGERON Julie - CAN - North American Cup 4 - 2015 - Qualification 1,66.33,15,Women,,11.7,13.1,11.4,13.0,14.6,8.5,8.4,0,0,CAN,0,0,,2015,2015-North American Cup 4,Qualification 1,,24.0
MARCOUX Catherine - CAN - North American Cup 3 - 2015 - Qualification 1,54.16,15,Women,,12.1,10.9,10.8,9.0,10.3,4.9,4.3,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,24.0
CARROLL Robert - USA - North American Cup 4 - 2015 - Qualification 1,77.54,9,Men,,15.4,13.4,16.4,14.6,16.1,8.6,8.4,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,30.0
KAUF Jaelin - USA - North American Cup 3 - 2015 - Final 1,66.63,8,Women,,13.4,12.0,12.6,13.9,13.0,5.1,5.9,1,0,USA,0,0,,2015,2015-North American Cup 3,Final 1,,24.0
PAULSEN Veronica - USA - North American Cup 3 - 2015 - Qualification 1,48.14,23,Women,,5.2,8.5,10.8,10.3,9.6,5.1,4.5,0,0,USA,0,0,,2015,2015-North American Cup 3,Qualification 1,,27.0
LECLERC Myriam - CAN - North American Cup 2 - 2015 - Qualification 1,69.47,9,Women,,14.2,14.5,14.7,14.7,13.4,7.7,7.9,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,27.0
BOURRET Austin - USA - North American Cup 3 - 2015 - Final 1,72.11,10,Men,,13.4,15.0,14.2,14.6,16.1,7.2,7.8,0,0,USA,0,0,,2015,2015-North American Cup 3,Final 1,,29.0
ANDRINGA Casey - USA - North American Cup 1 - 2015 - Qualification 1,72.35,23,Men,,15.1,14.8,15.4,15.2,12.0,6.9,7.3,1,0,USA,1,0,,2015,2015-North American Cup 1,Qualification 1,,25.0
ANDRINGA Casey - USA - North American Cup 3 - 2015 - Qualification 1,66.48,21,Men,,13.7,11.4,11.6,13.9,14.2,7.7,7.0,1,0,USA,1,0,,2015,2015-North American Cup 3,Qualification 1,,25.0
STOLTZNER Lane - USA - North American Cup 1 - 2015 - Final 1,72.35,6,Women,,15.0,15.1,14.5,17.0,15.8,8.2,7.8,0,0,USA,0,0,,2015,2015-North American Cup 1,Final 1,,30.0
HUMPHRIES Roanna - AUS - North American Cup 4 - 2015 - Qualification 1,69.2,11,Women,,13.3,13.8,14.4,14.1,11.6,5.4,5.0,0,0,AUS,0,0,,2015,2015-North American Cup 4,Qualification 1,,27.0
HIMBURY Madii - AUS - North American Cup 2 - 2015 - Final 2,75.93,4,Women,,15.2,15.5,16.2,15.3,15.7,7.8,7.9,0,0,AUS,0,0,,2015,2015-North American Cup 2,Final 2,,26.0
LAWSON Kelly - USA - North American Cup 4 - 2015 - Final 1,77.42,3,Women,,14.4,14.5,15.5,15.4,16.1,7.8,8.3,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 1,,24.0
BOURRET Austin - USA - North American Cup 1 - 2015 - Final 2,59.38,5,Men,,9.4,10.2,11.2,11.7,10.4,8.2,8.4,0,0,USA,0,0,,2015,2015-North American Cup 1,Final 2,,29.0
BERGERON Julie - CAN - North American Cup 1 - 2015 - Final 1,69.82,8,Women,,14.4,14.6,15.1,14.2,13.8,7.9,7.7,0,0,CAN,0,0,,2015,2015-North American Cup 1,Final 1,,24.0
HEDRICK Joel - USA - North American Cup 3 - 2015 - Final 2,81.0,1,Men,,17.0,16.8,16.8,16.6,17.0,7.9,8.1,0,0,USA,0,0,,2015,2015-North American Cup 3,Final 2,,23.0
GELINAS Marc Antoine - CAN - North American Cup 2 - 2015 - Qualification 1,22.52,47,Men,,2.0,3.4,3.5,3.0,2.3,5.0,4.4,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,25.0
KOBER Jordan - CAN - North American Cup 3 - 2015 - Qualification 1,74.1,7,Men,,15.4,16.1,16.1,15.1,14.8,6.3,7.1,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,24.0
LEGER Justin - CAN - North American Cup 3 - 2015 - Qualification 1,60.6,35,Men,,12.9,13.0,11.7,11.8,9.2,7.7,7.5,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,25.0
LAVOIE Alexandre - CAN - North American Cup 3 - 2015 - Qualification 1,57.23,40,Men,,12.6,10.1,13.0,9.1,10.6,5.6,4.9,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,24.0
KELLY Brenden - CAN - North American Cup 3 - 2015 - Final 1,40.55,16,Men,,7.7,2.4,3.8,6.8,4.4,8.9,8.8,0,0,CAN,0,0,,2015,2015-North American Cup 3,Final 1,,25.0
BAKER Taryn - USA - North American Cup 4 - 2015 - Final 1,68.31,13,Women,,13.1,13.1,13.4,13.1,9.8,7.4,7.9,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 1,,23.0
DZIEMIAN Nessa - USA - North American Cup 3 - 2015 - Qualification 1,70.06,1,Women,,11.8,14.3,13.4,12.3,15.4,6.0,6.5,0,0,USA,0,0,,2015,2015-North American Cup 3,Qualification 1,,26.0
SCHILD Morgan - USA - North American Cup 1 - 2015 - Qualification 1,83.76,1,Women,,18.0,17.9,17.8,18.2,17.5,8.0,8.0,0,0,USA,0,0,,2015,2015-North American Cup 1,Qualification 1,,23.0
CHUNLAUD Kerrian - CAN - North American Cup 3 - 2015 - Final 2,80.21,2,Men,,16.4,16.5,15.5,15.2,16.5,8.5,8.4,0,0,CAN,0,0,,2015,2015-North American Cup 3,Final 2,,27.0
SCHWINGHAMER Mackenzie - CAN - North American Cup 1 - 2015 - Qualification 1,9.46,42,Women,,0.3,0.1,0.8,0.2,0.2,6.4,7.0,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,21.0
BURG Lauren - USA - North American Cup 1 - 2015 - Qualification 1,42.05,34,Women,,9.9,7.0,8.9,9.6,6.0,5.4,4.6,0,0,USA,0,0,,2015,2015-North American Cup 1,Qualification 1,,24.0
GAGNON Sofiane - CAN - North American Cup 1 - 2015 - Qualification 1,17.75,41,Women,,1.3,1.0,0.1,0.6,0.1,4.8,4.6,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,21.0
GILBERT Valerie - CAN - North American Cup 4 - 2015 - Final 1,71.38,9,Women,,13.3,14.0,14.7,15.5,12.9,8.2,7.8,0,0,CAN,0,0,,2015,2015-North American Cup 4,Final 1,,22.0
STOLTZNER Lane - USA - North American Cup 4 - 2015 - Final 2,76.51,1,Women,,15.1,14.5,15.4,14.4,13.8,8.8,8.7,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 2,,30.0
DYER Ryan - USA - North American Cup 4 - 2015 - Qualification 1,76.51,12,Men,,15.9,16.3,15.2,14.2,14.8,7.6,7.6,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,29.0
DUMAIS Laurent - CAN - North American Cup 2 - 2015 - Final 1,79.58,2,Men,,16.8,16.9,16.8,17.0,17.0,8.8,9.5,0,0,CAN,0,0,,2015,2015-North American Cup 2,Final 1,,24.0
SEMMENS Trevor - USA - North American Cup 3 - 2015 - Qualification 1,64.7,27,Men,,12.9,11.8,10.0,14.5,14.0,7.8,7.9,0,0,USA,0,0,,2015,2015-North American Cup 3,Qualification 1,,25.0
CLEMENT Davis - CAN - North American Cup 2 - 2015 - Qualification 1,66.16,27,Men,,14.0,14.7,14.2,13.0,12.4,7.7,7.0,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,22.0
SMITH Emerson - USA - North American Cup 4 - 2015 - Qualification 1,77.11,10,Men,,16.4,15.8,16.0,14.4,14.5,9.4,9.4,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,23.0
SEMMENS Trevor - USA - North American Cup 4 - 2015 - Qualification 1,69.35,34,Men,,12.9,14.0,15.1,13.3,13.8,6.7,6.0,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,25.0
CHAPMAN DAVIES Rohan - AUS - North American Cup 2 - 2015 - Final 1,80.09,1,Men,,16.6,16.9,16.9,17.3,16.1,8.9,8.5,0,0,AUS,0,0,,2015,2015-North American Cup 2,Final 1,,29.0
MARCOUX Catherine - CAN - North American Cup 2 - 2015 - Qualification 1,58.11,30,Women,,12.4,11.6,13.1,11.8,12.8,6.0,5.8,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,24.0
BRUNELLE Catherine - CAN - North American Cup 2 - 2015 - Qualification 1,50.45,43,Women,,11.0,11.8,10.4,10.1,10.9,4.2,5.0,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,23.0
ZEMBA Bryan - USA - North American Cup 1 - 2015 - Qualification 1,81.07,6,Men,,17.8,17.2,18.4,17.2,16.7,7.9,7.5,0,0,USA,0,0,,2015,2015-North American Cup 1,Qualification 1,,29.0
ESTEY Byron - CAN - North American Cup 1 - 2015 - Qualification 1,38.44,39,Men,,7.5,4.2,2.5,9.7,4.2,6.3,6.3,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,26.0
HIMBURY Madii - AUS - North American Cup 2 - 2015 - Qualification 1,75.73,2,Women,,16.2,16.8,16.3,16.4,16.7,6.9,6.2,0,0,AUS,0,0,,2015,2015-North American Cup 2,Qualification 1,,26.0
JOOSTEN Matt - CAN - North American Cup 1 - 2015 - Qualification 1,50.91,34,Men,,10.3,9.7,8.1,8.6,8.8,8.0,8.2,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,27.0
PAWLIK Brayden - CAN - North American Cup 2 - 2015 - Qualification 1,18.14,49,Men,,2.4,3.6,2.1,4.0,5.5,7.8,7.8,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,28.0
HUMPHRIES Roanna - AUS - North American Cup 4 - 2015 - Final 2,75.08,3,Women,,14.7,14.7,14.6,15.0,15.0,7.8,7.9,0,0,AUS,0,0,,2015,2015-North American Cup 4,Final 2,,27.0
DYER Ryan - USA - North American Cup 3 - 2015 - Final 2,75.08,4,Men,,15.5,15.9,14.5,14.8,14.0,7.2,7.4,0,0,USA,0,0,,2015,2015-North American Cup 3,Final 2,,29.0
SUGIMOTO Kosuke - JPN - North American Cup 1 - 2015 - Qualification 1,73.71,22,Men,,16.4,16.1,15.0,16.9,12.2,7.6,7.1,0,0,JPN,0,0,,2015,2015-North American Cup 1,Qualification 1,,26.0
BOIVIN Joelle - CAN - North American Cup 3 - 2015 - Qualification 1,44.55,29,Women,,11.2,8.8,9.5,8.7,8.9,4.8,4.1,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,24.0
HUMPHRIES Roanna - AUS - North American Cup 3 - 2015 - Final 1,70.13,5,Women,,12.9,13.5,14.7,14.6,10.5,7.9,7.9,0,0,AUS,0,0,,2015,2015-North American Cup 3,Final 1,,27.0
LEBLANC Gabriel - CAN - North American Cup 1 - 2015 - Qualification 1,4.31,47,Men,,0.1,0.1,0.1,2.7,0.5,4.4,4.0,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,23.0
SPENCE Noah - CAN - North American Cup 2 - 2015 - Qualification 1,38.87,43,Men,,6.6,7.7,8.4,6.0,7.6,8.0,7.4,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,23.0
BOIVIN Joelle - CAN - North American Cup 1 - 2015 - Final 1,63.68,12,Women,,14.0,13.4,13.9,14.5,11.3,7.0,6.2,0,0,CAN,0,0,,2015,2015-North American Cup 1,Final 1,,24.0
DYER Ryan - USA - North American Cup 3 - 2015 - Final 1,77.52,3,Men,,15.6,15.9,15.4,15.5,17.0,8.4,8.2,0,0,USA,0,0,,2015,2015-North American Cup 3,Final 1,,29.0
HEWAT Aimee - CAN - North American Cup 2 - 2015 - Qualification 1,62.96,18,Women,,13.4,12.1,14.9,13.4,13.9,5.6,5.3,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,24.0
YIN Krystle - AUS - North American Cup 1 - 2015 - Qualification 1,40.24,35,Women,,6.2,7.0,5.5,9.4,10.1,3.8,4.2,0,0,AUS,0,0,,2015,2015-North American Cup 1,Qualification 1,,22.0
GOSSELIN Pier Alexandre - CAN - North American Cup 3 - 2015 - Qualification 1,43.94,46,Men,,10.8,8.2,9.2,8.2,7.2,5.2,4.9,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,23.0
DUFRESNE Gabriel - CAN - North American Cup 4 - 2015 - Qualification 1,76.36,13,Men,,14.5,14.5,15.5,16.1,16.0,8.8,9.2,0,0,CAN,0,0,,2015,2015-North American Cup 4,Qualification 1,,24.0
TULLY Troy - USA - North American Cup 4 - 2015 - Final 1,89.38,1,Men,,18.4,17.8,17.9,18.5,18.5,9.2,9.7,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 1,,28.0
GIACCIO Olivia - USA - North American Cup 2 - 2015 - Qualification 1,60.93,25,Women,,12.4,14.8,14.1,12.5,12.9,4.1,4.0,0,0,USA,0,0,,2015,2015-North American Cup 2,Qualification 1,,20.0
BARZILAY Mason - CAN - North American Cup 2 - 2015 - Qualification 1,54.42,38,Women,,11.6,10.6,11.5,10.0,10.5,5.7,6.1,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,25.0
LAWSON Kelly - USA - North American Cup 4 - 2015 - Qualification 1,71.72,6,Women,,13.8,12.2,13.0,16.4,15.6,6.4,7.0,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,24.0
KELLY Brenden - CAN - North American Cup 1 - 2015 - Final 1,79.4,7,Men,,17.2,17.0,15.0,17.4,16.4,8.6,8.4,0,0,CAN,0,0,,2015,2015-North American Cup 1,Final 1,,25.0
BROWN Berkley - CAN - North American Cup 2 - 2015 - Qualification 1,47.56,45,Women,,9.4,10.8,9.7,9.0,9.8,4.1,4.0,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,20.0
LAWSON Kelly - USA - North American Cup 4 - 2015 - Final 2,73.43,4,Women,,14.0,14.1,14.4,14.1,11.8,8.0,8.1,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 2,,24.0
ANDRINGA Jesse - USA - North American Cup 2 - 2015 - Qualification 1,29.34,45,Men,,4.5,5.8,3.3,3.6,5.1,6.1,6.4,0,0,USA,0,0,,2015,2015-North American Cup 2,Qualification 1,,23.0
KARIOTIS Jack - USA - North American Cup 4 - 2015 - Qualification 1,78.66,7,Men,,16.3,17.0,15.6,15.8,15.7,7.0,8.5,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,23.0
STOLTZNER Lane - USA - North American Cup 1 - 2015 - Qualification 1,75.47,2,Women,,16.0,16.0,16.7,16.0,15.3,8.1,7.9,0,0,USA,0,0,,2015,2015-North American Cup 1,Qualification 1,,30.0
ROBERT Dominic - CAN - North American Cup 4 - 2015 - Qualification 1,70.73,27,Men,,14.0,13.1,13.1,15.1,14.2,8.5,8.2,0,0,CAN,0,0,,2015,2015-North American Cup 4,Qualification 1,,28.0
HAMEL Christel - CAN - North American Cup 2 - 2015 - Qualification 1,71.8,6,Women,,16.0,15.0,15.2,15.7,14.7,6.8,7.5,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,28.0
TULLY Troy - USA - North American Cup 4 - 2015 - Qualification 1,80.93,6,Men,,17.6,15.4,16.2,16.0,14.8,8.7,9.3,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,28.0
GOSSELIN Pier Alexandre - CAN - North American Cup 1 - 2015 - Qualification 1,6.51,46,Men,,0.1,0.1,0.1,1.5,0.2,4.1,3.7,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,23.0
BAILEY Hunter - USA - North American Cup 4 - 2015 - Final 1,80.69,11,Men,,16.5,16.4,14.7,15.0,16.5,8.3,8.5,0,0,USA,0,0,,2015,2015-North American Cup 4,Final 1,,24.0
TULLY Troy - USA - North American Cup 3 - 2015 - Final 1,77.99,1,Men,,16.1,16.0,15.9,14.1,17.1,8.0,8.3,0,0,USA,0,0,,2015,2015-North American Cup 3,Final 1,,28.0
ASH Sophie - AUS - North American Cup 1 - 2015 - Qualification 1,62.89,18,Women,,13.0,14.6,13.9,11.0,11.6,7.6,7.7,0,0,AUS,0,0,,2015,2015-North American Cup 1,Qualification 1,,24.0
COOKSLEY David - CAN - North American Cup 2 - 2015 - Qualification 1,71.13,17,Men,,16.0,16.4,15.3,15.7,14.6,7.8,6.8,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,26.0
CAMPEAU Nicolas - CAN - North American Cup 4 - 2015 - Qualification 1,64.86,40,Men,,12.0,12.0,10.2,13.1,13.4,8.0,8.0,0,0,CAN,0,0,,2015,2015-North American Cup 4,Qualification 1,,22.0
GAGNON Alex Anne - CAN - North American Cup 3 - 2015 - Final 1,72.16,2,Women,,14.2,13.8,15.6,14.6,13.8,7.9,7.3,0,0,CAN,0,0,,2015,2015-North American Cup 3,Final 1,,25.0
DUMAIS Laurent - CAN - North American Cup 2 - 2015 - Qualification 1,71.94,15,Men,,15.0,14.5,12.8,15.3,15.6,8.6,8.9,0,0,CAN,0,0,,2015,2015-North American Cup 2,Qualification 1,,24.0
HOFFMAN Zachary - CAN - North American Cup 4 - 2015 - Final 1,84.36,7,Men,,15.8,17.0,18.0,17.7,17.9,8.7,9.1,0,0,CAN,0,0,,2015,2015-North American Cup 4,Final 1,,27.0
HIMBURY Madii - AUS - North American Cup 3 - 2015 - Qualification 1,54.85,14,Women,,9.5,10.0,13.1,11.6,9.6,7.6,8.0,0,0,AUS,0,0,,2015,2015-North American Cup 3,Qualification 1,,26.0
HIMBURY Madii - AUS - North American Cup 1 - 2015 - Qualification 1,66.84,11,Women,,13.2,15.0,14.6,14.8,13.9,9.0,8.4,0,0,AUS,0,0,,2015,2015-North American Cup 1,Qualification 1,,26.0
BAILEY Hunter - USA - North American Cup 4 - 2015 - Qualification 1,73.8,17,Men,,16.2,14.3,12.4,15.5,15.8,8.1,7.7,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,24.0
KARIOTIS Ali - USA - North American Cup 2 - 2015 - Qualification 1,72.54,4,Women,,15.0,15.3,15.5,15.5,15.5,6.0,6.1,0,0,USA,0,0,,2015,2015-North American Cup 2,Qualification 1,,25.0
COOKSLEY David - CAN - North American Cup 3 - 2015 - Qualification 1,32.49,51,Men,,4.5,3.6,6.6,4.4,3.9,5.1,4.2,0,0,CAN,0,0,,2015,2015-North American Cup 3,Qualification 1,,26.0
BERGERON Julie - CAN - North American Cup 3 - 2015 - Final 1,65.62,9,Women,,11.3,14.2,12.9,12.7,11.8,7.1,7.6,0,0,CAN,0,0,,2015,2015-North American Cup 3,Final 1,,24.0
HAMEL Christel - CAN - North American Cup 3 - 2015 - Final 1,71.1,3,Women,,12.9,14.8,15.5,14.1,14.0,7.9,7.8,0,0,CAN,0,0,,2015,2015-North American Cup 3,Final 1,,28.0
FRENDEL Myles - USA - North American Cup 4 - 2015 - Qualification 1,59.37,43,Men,,9.9,12.3,12.6,11.0,15.2,5.0,4.0,0,0,USA,0,0,,2015,2015-North American Cup 4,Qualification 1,,23.0
DYER Ryan - USA - North American Cup 2 - 2015 - Final 2,73.97,6,Men,,14.4,14.8,15.1,14.8,14.3,7.4,7.1,0,0,USA,0,0,,2015,2015-North American Cup 2,Final 2,,29.0
NADEAU Jean Christophe - CAN - North American Cup 1 - 2015 - Qualification 1,37.37,40,Men,,4.4,6.0,2.6,8.9,6.0,6.4,6.0,0,0,CAN,0,0,,2015,2015-North American Cup 1,Qualification 1,,22.0
ANDRINGA Jesse - USA - North American Cup 1 - 2015 - Qualification 1,32.7,42,Men,,6.0,2.3,5.1,6.9,6.3,5.0,4.3,0,0,USA,0,0,,2015,2015-North American Cup 1,Qualification 1,,23.0
DZIEMIAN Nessa - USA - North American Cup 2 - 2015 - Final 1,77.93,1,Women,,15.2,16.0,15.4,15.4,15.0,8.0,7.7,0,0,USA,0,0,,2015,2015-North American Cup 2,Final 1,,26.0
