Athlete_Comp_ID,Score_Metric,Finish_Rank,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
MIZUTANI Natsume - JAP - North American Cup 1 - 2010 - Final 1,55.27,16,Women,3.0,3.1,3.5,3.0,2.7,14.0,17.0,Finals,2010,2010-North American Cup 1,Final 1,,MIZUTANI Natsume - JAP
HAMEL Christel - CAN - North American Cup 1 - 2010 - Final 1,54.87,17,Women,3.6,2.7,3.3,3.3,3.1,14.0,13.0,Finals,2010,2010-North American Cup 1,Final 1,,HAMEL Christel - CAN
HENITIUK Chelsea - CAN - North American Cup 1 - 2010 - Final 1,54.1,18,Women,2.5,2.7,2.9,2.6,2.8,16.0,14.0,Finals,2010,2010-North American Cup 1,Final 1,,HENITIUK Chelsea - CAN
GAGNON Alex Anne - CAN - North American Cup 1 - 2010 - Final 1,52.5,19,Women,3.8,3.0,3.5,2.9,2.5,10.0,7.0,Finals,2010,2010-North American Cup 1,Final 1,,GAGNON Alex Anne - CAN
SIVELL Kylie - CAN - North American Cup 1 - 2010 - Final 1,52.0,20,Women,3.2,2.6,3.0,2.9,3.3,15.0,13.0,Finals,2010,2010-North American Cup 1,Final 1,,SIVELL Kylie - CAN
HENITIUK Chelsea - CAN - North American Cup 4 - 2010 - Final 1,78.43,1,Women,4.5,4.2,4.5,4.3,4.2,17.0,19.0,Finals,2010,2010-North American Cup 4,Final 1,,HENITIUK Chelsea - CAN
MATTHEWS Mikaela - USA - North American Cup 4 - 2010 - Final 1,77.53,2,Women,4.3,4.1,4.2,4.5,4.2,17.0,17.0,Finals,2010,2010-North American Cup 4,Final 1,,MATTHEWS Mikaela - USA
DUFOUR LAPOINTE Justine - CAN - North American Cup 4 - 2010 - Final 1,76.87,3,Women,4.2,3.9,4.1,3.8,3.9,18.0,20.0,Finals,2010,2010-North American Cup 4,Final 1,,DUFOUR LAPOINTE Justine - CAN
BROWN Jackie - CAN - North American Cup 4 - 2010 - Final 1,76.77,4,Women,3.8,4.2,4.0,4.0,3.9,20.0,19.0,Finals,2010,2010-North American Cup 4,Final 1,,BROWN Jackie - CAN
HENCEROTH Whitney - USA - North American Cup 4 - 2010 - Final 1,74.87,5,Women,3.9,3.9,4.1,4.0,3.8,15.0,16.0,Finals,2010,2010-North American Cup 4,Final 1,,HENCEROTH Whitney - USA
DUFRESNE Alexandra - CAN - North American Cup 4 - 2010 - Final 1,74.37,6,Women,4.2,3.9,3.8,4.1,3.7,19.0,20.0,Finals,2010,2010-North American Cup 4,Final 1,,DUFRESNE Alexandra - CAN
WITT Aspen - USA - North American Cup 4 - 2010 - Final 1,74.17,7,Women,4.4,4.0,4.0,4.2,4.2,17.0,18.0,Finals,2010,2010-North American Cup 4,Final 1,,WITT Aspen - USA
SERRA Annie - USA - North American Cup 4 - 2010 - Final 1,73.03,8,Women,3.7,4.0,3.9,3.6,3.5,16.0,18.0,Finals,2010,2010-North American Cup 4,Final 1,,SERRA Annie - USA
MILLER Rebecca - USA - North American Cup 4 - 2010 - Final 1,72.93,9,Women,3.9,4.1,4.2,4.3,3.6,16.0,17.0,Finals,2010,2010-North American Cup 4,Final 1,,MILLER Rebecca - USA
CANNON Lindsey - USA - North American Cup 4 - 2010 - Final 1,70.63,10,Women,3.9,3.8,3.3,3.5,3.1,19.0,20.0,Finals,2010,2010-North American Cup 4,Final 1,,CANNON Lindsey - USA
LOWEREE Brittany - USA - North American Cup 4 - 2010 - Final 1,70.33,11,Women,4.2,3.7,3.8,3.3,3.6,16.0,16.0,Finals,2010,2010-North American Cup 4,Final 1,,LOWEREE Brittany - USA
OAKLEY KC - USA - North American Cup 4 - 2010 - Final 1,70.03,12,Women,3.8,3.6,3.2,3.4,3.8,14.0,12.0,Finals,2010,2010-North American Cup 4,Final 1,,OAKLEY KC - USA
LAWSON Alyssa - USA - North American Cup 4 - 2010 - Final 1,68.53,13,Women,3.6,3.8,4.0,3.7,3.0,16.0,18.0,Finals,2010,2010-North American Cup 4,Final 1,,LAWSON Alyssa - USA
PINKOSKI Alissa - USA - North American Cup 4 - 2010 - Final 1,64.93,14,Women,3.3,3.7,4.0,4.0,3.3,15.0,16.0,Finals,2010,2010-North American Cup 4,Final 1,,PINKOSKI Alissa - USA
BURCIN Kayla - USA - North American Cup 4 - 2010 - Final 1,61.03,15,Women,3.2,3.4,3.3,2.9,2.7,14.0,16.0,Finals,2010,2010-North American Cup 4,Final 1,,BURCIN Kayla - USA
MCCARGO Keaton - USA - North American Cup 4 - 2010 - Qualification 1,58.43,16,Women,2.9,3.4,3.4,3.2,3.6,10.0,9.0,Qualification,2010,2010-North American Cup 4,Qualification 1,,MCCARGO Keaton - USA
STEIN Alexa - USA - North American Cup 4 - 2010 - Qualification 1,57.2,17,Women,2.7,3.1,3.1,2.5,2.5,13.0,15.0,Qualification,2010,2010-North American Cup 4,Qualification 1,,STEIN Alexa - USA
WARING Kristi - USA - North American Cup 4 - 2010 - Qualification 1,50.1,18,Women,2.8,2.9,3.0,2.4,1.7,14.0,14.0,Qualification,2010,2010-North American Cup 4,Qualification 1,,WARING Kristi - USA
DIGRAVIO Alison - USA - North American Cup 4 - 2010 - Qualification 1,49.43,19,Women,2.6,2.1,2.4,2.6,1.9,4.0,4.0,Qualification,2010,2010-North American Cup 4,Qualification 1,,DIGRAVIO Alison - USA
CROWE Alison - USA - North American Cup 4 - 2010 - Qualification 1,48.13,20,Women,2.5,2.4,2.3,1.9,1.8,16.0,15.0,Qualification,2010,2010-North American Cup 4,Qualification 1,,CROWE Alison - USA
HENITIUK Chelsea - CAN - North American Cup 1 - 2011 - Final 1,77.17,1,Women,4.5,4.4,4.3,4.3,4.2,19.0,17.0,Finals,2011,2011-North American Cup 1,Final 1,,HENITIUK Chelsea - CAN
OAKLEY KC - USA - North American Cup 1 - 2011 - Final 1,76.6,2,Women,4.0,4.1,4.2,4.3,4.4,22.0,23.0,Finals,2011,2011-North American Cup 1,Final 1,,OAKLEY KC - USA
DUFRESNE Alexandra - CAN - North American Cup 1 - 2011 - Final 1,76.5,3,Women,4.2,4.2,4.3,4.0,4.5,23.0,22.0,Finals,2011,2011-North American Cup 1,Final 1,,DUFRESNE Alexandra - CAN
NAUDE Andi - CAN - North American Cup 1 - 2011 - Final 1,76.37,4,Women,4.3,4.3,4.2,4.3,4.6,22.0,20.0,Finals,2011,2011-North American Cup 1,Final 1,,NAUDE Andi - CAN
BILODEAU Beatrice - CAN - North American Cup 1 - 2011 - Final 1,75.27,5,Women,4.3,4.4,4.3,4.1,4.1,22.0,23.0,Finals,2011,2011-North American Cup 1,Final 1,,BILODEAU Beatrice - CAN
DUFOUR LAPOINTE Maxime - CAN - North American Cup 1 - 2011 - Final 1,75.2,6,Women,4.3,4.4,4.2,4.4,4.3,17.0,20.0,Finals,2011,2011-North American Cup 1,Final 1,,DUFOUR LAPOINTE Maxime - CAN
LOWEREE Brittany - USA - North American Cup 1 - 2011 - Final 1,73.5,7,Women,4.3,3.8,4.1,4.1,4.3,20.0,20.0,Finals,2011,2011-North American Cup 1,Final 1,,LOWEREE Brittany - USA
WITT Aspen - USA - North American Cup 1 - 2011 - Final 1,71.73,8,Women,4.0,4.0,4.0,3.9,4.4,18.0,19.0,Finals,2011,2011-North American Cup 1,Final 1,,WITT Aspen - USA
SERRA Annie - USA - North American Cup 1 - 2011 - Final 1,71.13,9,Women,3.0,4.0,3.5,3.6,4.0,21.0,21.0,Finals,2011,2011-North American Cup 1,Final 1,,SERRA Annie - USA
STOLTZNER Lane - USA - North American Cup 1 - 2011 - Final 1,69.5,10,Women,4.0,3.7,4.0,3.5,4.2,18.0,17.0,Finals,2011,2011-North American Cup 1,Final 1,,STOLTZNER Lane - USA
HAMEL Christel - CAN - North American Cup 1 - 2011 - Final 1,67.27,11,Women,3.9,3.8,3.9,3.2,4.0,18.0,17.0,Finals,2011,2011-North American Cup 1,Final 1,,HAMEL Christel - CAN
HENCEROTH Whitney - USA - North American Cup 1 - 2011 - Final 1,67.17,12,Women,3.7,3.9,3.7,3.4,3.7,15.0,15.0,Finals,2011,2011-North American Cup 1,Final 1,,HENCEROTH Whitney - USA
SMITH Elizabeth - USA - North American Cup 1 - 2011 - Final 1,65.5,13,Women,3.4,3.6,3.6,3.3,3.6,18.0,18.0,Finals,2011,2011-North American Cup 1,Final 1,,SMITH Elizabeth - USA
MILLER Rebecca - USA - North American Cup 1 - 2011 - Final 1,65.13,14,Women,4.1,3.6,3.8,3.0,3.9,14.0,15.0,Finals,2011,2011-North American Cup 1,Final 1,,MILLER Rebecca - USA
DIGRAVIO Alison - USA - North American Cup 1 - 2011 - Final 1,36.8,15,Women,1.1,1.4,1.9,0.6,0.7,20.0,20.0,Finals,2011,2011-North American Cup 1,Final 1,,DIGRAVIO Alison - USA
GAGNON Alex Anne - CAN - North American Cup 1 - 2011 - Qualification 1,34.66,16,Women,3.9,3.8,3.8,4.0,3.7,12.0,12.0,Qualification,2011,2011-North American Cup 1,Qualification 1,,GAGNON Alex Anne - CAN
TSUBOTA Yuki - CAN - North American Cup 1 - 2011 - Qualification 1,33.3,17,Women,3.3,3.6,3.4,3.8,3.0,14.0,15.0,Qualification,2011,2011-North American Cup 1,Qualification 1,,TSUBOTA Yuki - CAN
MUSTARD Lindsay - USA - North American Cup 1 - 2011 - Qualification 1,33.23,18,Women,3.0,3.6,3.2,3.5,3.8,18.0,20.0,Qualification,2011,2011-North American Cup 1,Qualification 1,,MUSTARD Lindsay - USA
ITO Satsuki - JPN - North American Cup 1 - 2011 - Qualification 1,33.059999999999995,19,Women,3.7,3.5,3.6,2.8,3.2,14.0,13.0,Qualification,2011,2011-North American Cup 1,Qualification 1,,ITO Satsuki - JPN
ALBERT Kelsey - USA - North American Cup 1 - 2011 - Qualification 1,32.73,20,Women,3.7,2.9,3.3,3.0,3.4,15.0,16.0,Qualification,2011,2011-North American Cup 1,Qualification 1,,ALBERT Kelsey - USA
OAKLEY KC - USA - North American Cup 5 - 2011 - Final 1,78.6,1,Women,4.4,4.5,4.5,4.1,4.1,16.0,16.0,Finals,2011,2011-North American Cup 5,Final 1,,OAKLEY KC - USA
KARIOTIS Ali - USA - North American Cup 5 - 2011 - Final 1,74.73,2,Women,4.2,4.3,4.3,3.9,4.2,14.0,15.0,Finals,2011,2011-North American Cup 5,Final 1,,KARIOTIS Ali - USA
DUFOUR LAPOINTE Maxime - CAN - North American Cup 5 - 2011 - Final 1,73.9,3,Women,4.2,4.0,4.2,4.0,3.7,16.0,17.0,Finals,2011,2011-North American Cup 5,Final 1,,DUFOUR LAPOINTE Maxime - CAN
DIGRAVIO Alison - USA - North American Cup 5 - 2011 - Final 1,72.37,4,Women,4.2,4.0,4.0,4.1,4.0,16.0,17.0,Finals,2011,2011-North American Cup 5,Final 1,,DIGRAVIO Alison - USA
STOLTZNER Lane - USA - North American Cup 5 - 2011 - Final 1,72.33,5,Women,4.3,3.7,3.7,4.1,4.3,14.0,15.0,Finals,2011,2011-North American Cup 5,Final 1,,STOLTZNER Lane - USA
ALBERT Kelsey - USA - North American Cup 5 - 2011 - Final 1,71.27,6,Women,4.1,3.9,4.1,3.9,3.8,17.0,15.0,Finals,2011,2011-North American Cup 5,Final 1,,ALBERT Kelsey - USA
GAGNON Alex Anne - CAN - North American Cup 5 - 2011 - Final 1,69.8,7,Women,3.6,3.7,4.0,3.8,3.8,15.0,17.0,Finals,2011,2011-North American Cup 5,Final 1,,GAGNON Alex Anne - CAN
SMITH Elizabeth - USA - North American Cup 5 - 2011 - Final 1,69.73,8,Women,3.9,3.8,3.8,3.9,4.0,14.0,15.0,Finals,2011,2011-North American Cup 5,Final 1,,SMITH Elizabeth - USA
HAMEL Christel - CAN - North American Cup 5 - 2011 - Final 1,69.6,9,Women,3.4,3.6,3.9,3.7,3.9,17.0,18.0,Finals,2011,2011-North American Cup 5,Final 1,,HAMEL Christel - CAN
BILODEAU Beatrice - CAN - North American Cup 5 - 2011 - Final 1,68.97,10,Women,3.9,3.9,4.0,4.1,4.1,15.0,15.0,Finals,2011,2011-North American Cup 5,Final 1,,BILODEAU Beatrice - CAN
HENCEROTH Whitney - USA - North American Cup 5 - 2011 - Final 1,67.03,11,Women,3.8,3.6,3.7,3.9,3.7,12.0,13.0,Finals,2011,2011-North American Cup 5,Final 1,,HENCEROTH Whitney - USA
LAWSON Alyssa - USA - North American Cup 5 - 2011 - Final 1,66.83,12,Women,3.7,3.6,3.8,3.3,3.4,16.0,16.0,Finals,2011,2011-North American Cup 5,Final 1,,LAWSON Alyssa - USA
DUFRESNE Alexandra - CAN - North American Cup 5 - 2011 - Final 1,59.83,13,Women,2.8,3.0,3.5,3.4,2.9,18.0,18.0,Finals,2011,2011-North American Cup 5,Final 1,,DUFRESNE Alexandra - CAN
LOWEREE Brittany - USA - North American Cup 5 - 2011 - Final 1,44.2,14,Women,1.7,1.9,2.2,1.8,1.3,15.0,15.0,Finals,2011,2011-North American Cup 5,Final 1,,LOWEREE Brittany - USA
MIZUTANI Natsume - JAP - North American Cup 5 - 2011 - Final 1,43.87,15,Women,1.4,1.3,2.1,2.0,2.2,7.0,9.0,Finals,2011,2011-North American Cup 5,Final 1,,MIZUTANI Natsume - JAP
BAZINET Katrine - CAN - North American Cup 5 - 2011 - Qualification 1,43.37,16,Women,3.3,3.1,3.9,3.0,3.3,17.0,18.0,Qualification,2011,2011-North American Cup 5,Qualification 1,,BAZINET Katrine - CAN
WITT Aspen - USA - North American Cup 5 - 2011 - Qualification 1,42.77,17,Women,3.4,3.9,3.6,3.4,3.6,12.0,13.0,Qualification,2011,2011-North American Cup 5,Qualification 1,,WITT Aspen - USA
WARING Kristi - USA - North American Cup 5 - 2011 - Qualification 1,42.57,18,Women,3.6,3.7,3.5,3.6,3.3,11.0,12.0,Qualification,2011,2011-North American Cup 5,Qualification 1,,WARING Kristi - USA
GOLDSTEIN Rebecca - USA - North American Cup 5 - 2011 - Qualification 1,41.57,19,Women,3.3,3.5,3.6,3.4,3.4,8.0,9.0,Qualification,2011,2011-North American Cup 5,Qualification 1,,GOLDSTEIN Rebecca - USA
PAULSEN Veronica - USA - North American Cup 5 - 2011 - Qualification 1,41.44,20,Women,3.8,3.5,3.7,3.2,2.9,15.0,14.0,Qualification,2011,2011-North American Cup 5,Qualification 1,,PAULSEN Veronica - USA
HENITIUK Chelsea - CAN - North American Cup 2 - 2011 - Final 1,81.1,1,Women,4.2,4.2,4.4,4.3,4.4,1.7,1.8,Finals,2011,2011-North American Cup 2,Final 1,,HENITIUK Chelsea - CAN
DUFOUR LAPOINTE Maxime - CAN - North American Cup 2 - 2011 - Final 1,80.67,2,Women,4.5,4.2,4.3,4.2,4.3,2.0,1.9,Finals,2011,2011-North American Cup 2,Final 1,,DUFOUR LAPOINTE Maxime - CAN
SNYDERMAN Kayla - USA - North American Cup 2 - 2011 - Final 1,79.67,3,Women,4.4,4.3,4.2,4.1,4.1,1.8,1.7,Finals,2011,2011-North American Cup 2,Final 1,,SNYDERMAN Kayla - USA
DUFRESNE Alexandra - CAN - North American Cup 2 - 2011 - Final 1,78.37,4,Women,4.1,3.9,4.1,4.0,3.4,2.1,2.0,Finals,2011,2011-North American Cup 2,Final 1,,DUFRESNE Alexandra - CAN
