Athlete_Comp_ID,Score_Metric,Finish_Rank,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
VOGTLI Jillian Rachell - USA - Olympics - 2002 - Qualification 1,60.730000000000004,16,Women,4.0,4.0,4.2,4.0,4.3,4.66,4.44,Qualification,2002,2002-Olympics,Qualification 1,1.0,VOGTLI Jillian Rachell - USA
SUDOVA Nikola - CZE - Olympics - 2002 - Qualification 1,58.489999999999995,17,Women,4.1,4.1,4.2,4.3,3.9,4.41,3.78,Qualification,2002,2002-Olympics,Qualification 1,1.0,SUDOVA Nikola - CZE
HATANAKA Miyuki - JPN - Olympics - 2002 - Qualification 1,58.06,18,Women,3.9,3.9,4.0,4.2,4.2,3.72,4.2,Qualification,2002,2002-Olympics,Qualification 1,1.0,HATANAKA Miyuki - JPN
DESPAS Maria - AUS - Olympics - 2002 - Qualification 1,57.489999999999995,19,Women,3.7,3.9,4.3,4.3,4.0,3.96,4.2,Qualification,2002,2002-Olympics,Qualification 1,1.0,DESPAS Maria - AUS
LAZARENKO Olga - RUS - Olympics - 2002 - Qualification 1,57.129999999999995,20,Women,3.5,3.2,3.5,3.8,3.8,5.16,4.32,Qualification,2002,2002-Olympics,Qualification 1,1.0,LAZARENKO Olga - RUS
TRAA Kari - NOR - World Championships - 2003 - Final,93.3,1,Women,4.8,4.9,4.9,4.9,4.7,7.36,6.39,Finals,2003,2003-World Championships,Final,1.0,TRAA Kari - NOR
ROARK Michelle - USA - World Championships - 2003 - Final,90.43,2,Women,4.7,4.6,4.7,4.8,4.7,7.2,7.36,Finals,2003,2003-World Championships,Final,1.0,ROARK Michelle - USA
ST.PIERRE Stephanie - CAN - World Championships - 2003 - Final,88.2,3,Women,4.6,4.6,4.6,4.5,4.6,6.6,6.61,Finals,2003,2003-World Championships,Final,1.0,ST.PIERRE Stephanie - CAN
BAHRKE Shannon - USA - World Championships - 2003 - Final,87.07,4,Women,4.7,4.7,4.6,4.6,4.5,6.29,6.14,Finals,2003,2003-World Championships,Final,1.0,BAHRKE Shannon - USA
BERNTSEN Ingrid - NOR - World Championships - 2003 - Final,84.73,5,Women,4.6,4.6,4.7,4.7,4.5,5.88,5.59,Finals,2003,2003-World Championships,Final,1.0,BERNTSEN Ingrid - NOR
KURYLOWICZ Elisa - CAN - World Championships - 2003 - Final,83.13,6,Women,4.3,4.3,4.3,4.4,4.4,6.45,6.46,Finals,2003,2003-World Championships,Final,1.0,KURYLOWICZ Elisa - CAN
SUDOVA Nikola - CZE - World Championships - 2003 - Final,81.9,7,Women,4.4,4.4,4.4,4.4,4.4,6.1,5.86,Finals,2003,2003-World Championships,Final,1.0,SUDOVA Nikola - CZE
RICHARDS Kristi - CAN - World Championships - 2003 - Final,79.0,8,Women,3.7,3.7,3.9,3.9,3.7,6.76,6.61,Finals,2003,2003-World Championships,Final,1.0,RICHARDS Kristi - CAN
BRADLEY Tami - CAN - World Championships - 2003 - Final,78.87,9,Women,4.1,4.1,4.1,4.2,4.4,5.78,5.79,Finals,2003,2003-World Championships,Final,1.0,BRADLEY Tami - CAN
LAOURA Sandra - FRA - World Championships - 2003 - Final,76.2,10,Women,3.9,3.6,3.8,3.4,3.2,6.21,5.2,Finals,2003,2003-World Championships,Final,1.0,LAOURA Sandra - FRA
SEXTON Jane - AUS - World Championships - 2003 - Final,75.93,11,Women,3.8,3.9,3.3,3.8,3.9,5.74,4.76,Finals,2003,2003-World Championships,Final,1.0,SEXTON Jane - AUS
TORITO Emiko - USA - World Championships - 2003 - Final,66.8,12,Women,3.0,2.8,3.1,3.3,2.8,5.29,4.68,Finals,2003,2003-World Championships,Final,1.0,TORITO Emiko - USA
SEROVA Daria - RUS - World Championships - 2003 - Final,55.33,13,Women,1.7,1.8,2.0,2.8,1.5,6.45,6.59,Finals,2003,2003-World Championships,Final,1.0,SEROVA Daria - RUS
DESPAS Maria - AUS - World Championships - 2003 - Qualification,52.469999999999985,14,Women,4.1,4.4,3.9,4.3,4.3,3.5,3.78,Qualification,2003,2003-World Championships,Qualification,1.7,DESPAS Maria - AUS
CHERKASOVA Marina - RUS - World Championships - 2003 - Qualification,51.3,15,Women,3.8,3.8,3.3,3.3,3.6,5.49,5.36,Qualification,2003,2003-World Championships,Qualification,1.7,CHERKASOVA Marina - RUS
BOLBJERG Anja - DAN - World Championships - 2003 - Qualification,49.599999999999994,16,Women,3.4,3.7,4.0,3.8,3.9,4.62,5.04,Qualification,2003,2003-World Championships,Qualification,1.7,BOLBJERG Anja - DAN
KITTSTEIN Jenny - GER - World Championships - 2003 - Qualification,46.72999999999999,17,Women,3.7,4.1,3.8,4.0,3.7,3.78,4.34,Qualification,2003,2003-World Championships,Qualification,1.7,KITTSTEIN Jenny - GER
BERCHTOLD Manuela - AUS - World Championships - 2003 - Qualification,45.129999999999995,18,Women,3.2,3.6,3.2,3.3,2.6,4.34,5.04,Qualification,2003,2003-World Championships,Qualification,1.7,BERCHTOLD Manuela - AUS
SHANLEY Laurel - USA - World Championships - 2003 - Qualification,42.46999999999999,19,Women,3.6,3.7,3.0,3.7,2.9,2.66,2.52,Qualification,2003,2003-World Championships,Qualification,1.7,SHANLEY Laurel - USA
MARBLER Margarita - AUT - World Championships - 2003 - Qualification,34.92999999999999,20,Women,2.5,2.7,2.2,2.9,2.0,5.25,4.63,Qualification,2003,2003-World Championships,Qualification,1.7,MARBLER Margarita - AUT
UEMURA Aiko - JPN - World Cup 6 - 2003 - Final 1,86.13,1,Women,4.3,4.3,4.2,4.3,4.5,5.82,6.12,Finals,2003,2003-World Cup 6,Final 1,1.0,UEMURA Aiko - JPN
LAOURA Sandra - FRA - World Cup 6 - 2003 - Final 1,86.1,2,Women,4.4,4.4,4.4,4.4,4.3,5.79,5.65,Finals,2003,2003-World Cup 6,Final 1,1.0,LAOURA Sandra - FRA
BERNTSEN Ingrid - NOR - World Cup 6 - 2003 - Final 1,83.17,3,Women,4.1,4.2,3.8,4.1,4.1,5.34,5.81,Finals,2003,2003-World Cup 6,Final 1,1.0,BERNTSEN Ingrid - NOR
TORITO Emiko - USA - World Cup 6 - 2003 - Final 1,83.03,4,Women,4.2,4.2,4.1,3.9,4.3,5.01,5.43,Finals,2003,2003-World Cup 6,Final 1,1.0,TORITO Emiko - USA
GREGOIRE Berenice - FRA - World Cup 6 - 2003 - Final 1,82.73,5,Women,4.3,3.9,4.2,4.4,4.1,5.2,5.65,Finals,2003,2003-World Cup 6,Final 1,1.0,GREGOIRE Berenice - FRA
VOGTLI Jillian Rachell - USA - World Cup 6 - 2003 - Final 1,81.73,6,Women,4.4,4.2,4.3,4.2,4.4,5.06,4.74,Finals,2003,2003-World Cup 6,Final 1,1.0,VOGTLI Jillian Rachell - USA
ST.PIERRE Stephanie - CAN - World Cup 6 - 2003 - Final 1,81.2,7,Women,4.2,4.1,4.1,4.0,4.4,4.92,5.22,Finals,2003,2003-World Cup 6,Final 1,1.0,ST.PIERRE Stephanie - CAN
ROARK Michelle - USA - World Cup 6 - 2003 - Final 1,79.73,8,Women,4.0,4.3,3.9,4.2,3.9,5.01,5.33,Finals,2003,2003-World Cup 6,Final 1,1.0,ROARK Michelle - USA
MARBLER Margarita - AUT - World Cup 6 - 2003 - Final 1,79.6,9,Women,4.0,4.2,4.3,3.6,4.2,5.05,4.29,Finals,2003,2003-World Cup 6,Final 1,1.0,MARBLER Margarita - AUT
KURYLOWICZ Elisa - CAN - World Cup 6 - 2003 - Final 1,78.63,10,Women,4.0,4.0,3.8,3.6,4.0,5.06,5.52,Finals,2003,2003-World Cup 6,Final 1,1.0,KURYLOWICZ Elisa - CAN
TRAA Kari - NOR - World Cup 6 - 2003 - Final 1,75.6,11,Women,3.4,3.6,3.7,3.6,4.0,4.84,5.31,Finals,2003,2003-World Cup 6,Final 1,1.0,TRAA Kari - NOR
BAHRKE Shannon - USA - World Cup 6 - 2003 - Final 1,71.6,12,Women,3.1,3.2,3.2,3.3,2.8,5.21,5.21,Finals,2003,2003-World Cup 6,Final 1,1.0,BAHRKE Shannon - USA
KERFOOT Sylvia - CAN - World Cup 6 - 2003 - Qualification,70.63999999999999,13,Women,4.0,3.9,4.1,3.8,4.2,5.23,5.22,Qualification,2003,2003-World Cup 6,Qualification,1.0,KERFOOT Sylvia - CAN
CHERKASOVA Marina - RUS - World Cup 6 - 2003 - Qualification,69.89999999999999,14,Women,4.1,3.7,4.3,3.8,3.9,5.07,5.06,Qualification,2003,2003-World Cup 6,Qualification,1.0,CHERKASOVA Marina - RUS
RICHARDS Kristi - CAN - World Cup 6 - 2003 - Qualification,69.77,15,Women,3.8,4.0,3.8,4.1,4.3,4.81,4.67,Qualification,2003,2003-World Cup 6,Qualification,1.0,RICHARDS Kristi - CAN
BERCHTOLD Manuela - AUS - World Cup 6 - 2003 - Qualification,69.5,16,Women,4.1,4.1,3.9,4.1,4.4,4.76,4.34,Qualification,2003,2003-World Cup 6,Qualification,1.0,BERCHTOLD Manuela - AUS
KEARNEY Hannah - USA - World Cup 6 - 2003 - Qualification,69.24,17,Women,4.0,3.7,4.2,4.0,4.2,3.84,4.47,Qualification,2003,2003-World Cup 6,Qualification,1.0,KEARNEY Hannah - USA
SEXTON Jane - AUS - World Cup 6 - 2003 - Qualification,68.97,18,Women,3.6,4.1,3.9,3.6,3.9,4.76,5.32,Qualification,2003,2003-World Cup 6,Qualification,1.0,SEXTON Jane - AUS
SHANLEY Laurel - USA - World Cup 6 - 2003 - Qualification,68.77,19,Women,4.0,3.9,4.2,3.8,3.9,4.19,4.45,Qualification,2003,2003-World Cup 6,Qualification,1.0,SHANLEY Laurel - USA
ROBERTSON Shelly - USA - World Cup 6 - 2003 - Qualification,67.69999999999999,20,Women,4.0,3.8,4.1,4.1,4.2,3.64,3.5,Qualification,2003,2003-World Cup 6,Qualification,1.0,ROBERTSON Shelly - USA
MARBLER Margarita - AUT - World Cup 1 - 2003 - Final 1,94.43,1,Women,4.7,4.7,4.7,4.5,4.8,7.5,7.36,Finals,2003,2003-World Cup 1,Final 1,,MARBLER Margarita - AUT
BAHRKE Shannon - USA - World Cup 1 - 2003 - Final 1,91.8,2,Women,4.6,4.6,4.5,4.5,4.6,7.06,7.35,Finals,2003,2003-World Cup 1,Final 1,,BAHRKE Shannon - USA
ROARK Michelle - USA - World Cup 1 - 2003 - Final 1,91.67,3,Women,4.6,4.2,4.5,4.5,4.7,6.74,6.75,Finals,2003,2003-World Cup 1,Final 1,,ROARK Michelle - USA
SATOYA Tae - JPN - World Cup 1 - 2003 - Final 1,88.6,4,Women,4.5,4.2,4.3,4.7,4.2,6.24,5.92,Finals,2003,2003-World Cup 1,Final 1,,SATOYA Tae - JPN
RICHARDS Kristi - CAN - World Cup 1 - 2003 - Final 1,88.57,5,Women,4.5,4.4,4.2,4.2,4.2,6.91,7.2,Finals,2003,2003-World Cup 1,Final 1,,RICHARDS Kristi - CAN
TRAA Kari - NOR - World Cup 1 - 2003 - Final 1,87.97,6,Women,4.5,4.4,4.8,4.6,4.6,5.45,5.45,Finals,2003,2003-World Cup 1,Final 1,,TRAA Kari - NOR
GREGOIRE Berenice - FRA - World Cup 1 - 2003 - Final 1,85.83,7,Women,4.2,4.2,4.2,4.3,4.3,6.25,5.8,Finals,2003,2003-World Cup 1,Final 1,,GREGOIRE Berenice - FRA
VAN HOUTE Justine - USA - World Cup 1 - 2003 - Final 1,84.63,8,Women,4.4,4.3,4.2,4.4,4.3,5.8,5.8,Finals,2003,2003-World Cup 1,Final 1,,VAN HOUTE Justine - USA
BRADLEY Tami - CAN - World Cup 1 - 2003 - Final 1,83.7,9,Women,4.6,4.4,4.4,4.6,4.2,5.5,4.12,Finals,2003,2003-World Cup 1,Final 1,,BRADLEY Tami - CAN
SUDOVA Nikola - CZE - World Cup 1 - 2003 - Final 1,83.5,10,Women,4.4,4.4,4.4,4.2,4.2,5.7,5.38,Finals,2003,2003-World Cup 1,Final 1,,SUDOVA Nikola - CZE
VOGTLI Jillian Rachell - USA - World Cup 1 - 2003 - Final 1,45.5,11,Women,2.5,2.2,2.2,2.2,2.5,3.53,4.59,Finals,2003,2003-World Cup 1,Final 1,,VOGTLI Jillian Rachell - USA
BERNTSEN Ingrid - NOR - World Cup 1 - 2003 - Final 1,33.43,12,Women,1.0,0.2,0.2,0.1,0.1,2.45,4.29,Finals,2003,2003-World Cup 1,Final 1,,BERNTSEN Ingrid - NOR
DESPAS Maria - AUS - World Cup 1 - 2003 - Qualification,33.12999999999999,13,Women,4.2,4.5,4.1,4.4,4.4,5.88,5.18,Qualification,2003,2003-World Cup 1,Qualification,,DESPAS Maria - AUS
BOLBJERG Anja - DAN - World Cup 1 - 2003 - Qualification,32.199999999999996,14,Women,4.0,4.4,4.1,4.2,4.1,5.84,5.41,Qualification,2003,2003-World Cup 1,Qualification,,BOLBJERG Anja - DAN
TORITO Emiko - USA - World Cup 1 - 2003 - Qualification,31.369999999999997,15,Women,4.2,4.3,4.2,4.2,4.2,4.7,4.89,Qualification,2003,2003-World Cup 1,Qualification,,TORITO Emiko - USA
KJELLIN Sara - SWE - World Cup 1 - 2003 - Qualification,30.869999999999997,16,Women,4.1,4.3,4.2,4.5,4.2,4.34,4.34,Qualification,2003,2003-World Cup 1,Qualification,,KJELLIN Sara - SWE
KURYLOWICZ Elisa - CAN - World Cup 1 - 2003 - Qualification,30.26999999999999,17,Women,4.2,4.0,3.8,3.9,3.8,6.14,5.99,Qualification,2003,2003-World Cup 1,Qualification,,KURYLOWICZ Elisa - CAN
SEROVA Daria - RUS - World Cup 1 - 2003 - Qualification,29.729999999999997,18,Women,4.0,4.3,4.1,4.0,3.9,5.62,5.46,Qualification,2003,2003-World Cup 1,Qualification,,SEROVA Daria - RUS
ROBERTSON Shelly - USA - World Cup 1 - 2003 - Qualification,28.46999999999999,19,Women,4.1,4.4,4.0,4.1,4.2,4.34,4.9,Qualification,2003,2003-World Cup 1,Qualification,,ROBERTSON Shelly - USA
HATANAKA Miyuki - JPN - World Cup 1 - 2003 - Qualification,28.029999999999994,20,Women,3.8,4.1,4.1,3.5,3.6,5.06,4.78,Qualification,2003,2003-World Cup 1,Qualification,,HATANAKA Miyuki - JPN
TRAA Kari - NOR - World Cup 2 - 2003 - Final 1,92.67,1,Women,4.7,4.8,4.8,4.6,4.6,6.7,6.39,Finals,2003,2003-World Cup 2,Final 1,0.0,TRAA Kari - NOR
BAHRKE Shannon - USA - World Cup 2 - 2003 - Final 1,89.8,2,Women,4.5,4.5,4.6,4.6,4.2,6.45,6.61,Finals,2003,2003-World Cup 2,Final 1,0.0,BAHRKE Shannon - USA
MARBLER Margarita - AUT - World Cup 2 - 2003 - Final 1,89.57,3,Women,4.4,4.4,4.1,4.5,4.4,6.44,7.36,Finals,2003,2003-World Cup 2,Final 1,0.0,MARBLER Margarita - AUT
ROARK Michelle - USA - World Cup 2 - 2003 - Final 1,87.97,4,Women,4.4,4.6,4.5,4.5,4.2,5.8,6.12,Finals,2003,2003-World Cup 2,Final 1,0.0,ROARK Michelle - USA
LAOURA Sandra - FRA - World Cup 2 - 2003 - Final 1,87.1,5,Women,4.5,4.4,4.5,4.5,4.5,6.68,5.49,Finals,2003,2003-World Cup 2,Final 1,0.0,LAOURA Sandra - FRA
ROBERTSON Shelly - USA - World Cup 2 - 2003 - Final 1,84.07,6,Women,4.0,4.4,4.2,4.3,4.1,6.04,5.29,Finals,2003,2003-World Cup 2,Final 1,0.0,ROBERTSON Shelly - USA
KURYLOWICZ Elisa - CAN - World Cup 2 - 2003 - Final 1,83.73,7,Women,4.3,4.2,4.3,4.4,4.2,5.66,5.66,Finals,2003,2003-World Cup 2,Final 1,0.0,KURYLOWICZ Elisa - CAN
RICHARDS Kristi - CAN - World Cup 2 - 2003 - Final 1,83.67,8,Women,4.2,4.3,4.4,4.4,4.3,5.19,5.49,Finals,2003,2003-World Cup 2,Final 1,0.0,RICHARDS Kristi - CAN
DESPAS Maria - AUS - World Cup 2 - 2003 - Final 1,83.6,9,Women,4.1,4.0,4.4,4.4,4.4,5.74,5.18,Finals,2003,2003-World Cup 2,Final 1,0.0,DESPAS Maria - AUS
GREGOIRE Berenice - FRA - World Cup 2 - 2003 - Final 1,82.63,10,Women,4.4,4.1,4.0,4.1,4.1,5.64,5.05,Finals,2003,2003-World Cup 2,Final 1,0.0,GREGOIRE Berenice - FRA
TORITO Emiko - USA - World Cup 2 - 2003 - Final 1,78.6,11,Women,4.1,4.3,3.9,4.0,3.8,4.76,4.46,Finals,2003,2003-World Cup 2,Final 1,0.0,TORITO Emiko - USA
SATOYA Tae - JPN - World Cup 2 - 2003 - Final 1,58.1,12,Women,2.0,2.1,2.8,2.0,2.8,4.18,4.3,Finals,2003,2003-World Cup 2,Final 1,0.0,SATOYA Tae - JPN
SUDOVA Nikola - CZE - World Cup 2 - 2003 - Qualification,57.87,13,Women,4.3,4.2,3.9,4.4,4.1,6.33,4.43,Qualification,2003,2003-World Cup 2,Qualification,0.0,SUDOVA Nikola - CZE
BRADLEY Tami - CAN - World Cup 2 - 2003 - Qualification,57.37,14,Women,4.1,4.4,4.2,4.2,4.3,5.65,4.72,Qualification,2003,2003-World Cup 2,Qualification,0.0,BRADLEY Tami - CAN
CHERKASOVA Marina - RUS - World Cup 2 - 2003 - Qualification,56.93,15,Women,4.3,4.2,4.2,4.3,4.3,4.91,5.38,Qualification,2003,2003-World Cup 2,Qualification,0.0,CHERKASOVA Marina - RUS
BERNTSEN Ingrid - NOR - World Cup 2 - 2003 - Qualification,56.1,16,Women,4.3,3.9,3.8,4.2,4.3,4.77,5.09,Qualification,2003,2003-World Cup 2,Qualification,0.0,BERNTSEN Ingrid - NOR
BERCHTOLD Manuela - AUS - World Cup 2 - 2003 - Qualification,56.00000000000001,17,Women,4.1,4.0,4.0,4.3,4.2,5.6,4.76,Qualification,2003,2003-World Cup 2,Qualification,0.0,BERCHTOLD Manuela - AUS
VOGTLI Jillian Rachell - USA - World Cup 2 - 2003 - Qualification,53.669999999999995,18,Women,4.1,4.5,3.9,4.3,4.2,4.13,4.27,Qualification,2003,2003-World Cup 2,Qualification,0.0,VOGTLI Jillian Rachell - USA
ST.PIERRE Stephanie - CAN - World Cup 2 - 2003 - Qualification,53.470000000000006,19,Women,4.0,4.2,3.6,3.8,3.8,4.86,5.48,Qualification,2003,2003-World Cup 2,Qualification,0.0,ST.PIERRE Stephanie - CAN
SEXTON Jane - AUS - World Cup 2 - 2003 - Qualification,53.43,20,Women,4.1,4.3,3.8,3.9,3.9,5.04,4.76,Qualification,2003,2003-World Cup 2,Qualification,0.0,SEXTON Jane - AUS
BAHRKE Shannon - USA - World Cup 3 - 2003 - Final 1,89.0,1,Women,4.7,4.6,4.6,4.4,4.6,6.58,6.27,Finals,2003,2003-World Cup 3,Final 1,,BAHRKE Shannon - USA
BERNTSEN Ingrid - NOR - World Cup 3 - 2003 - Final 1,87.67,2,Women,4.5,4.5,4.5,4.7,4.6,6.36,6.34,Finals,2003,2003-World Cup 3,Final 1,,BERNTSEN Ingrid - NOR
TRAA Kari - NOR - World Cup 3 - 2003 - Final 1,86.63,3,Women,4.8,4.7,4.6,4.6,4.5,5.77,5.46,Finals,2003,2003-World Cup 3,Final 1,,TRAA Kari - NOR
LAOURA Sandra - FRA - World Cup 3 - 2003 - Final 1,85.7,4,Women,4.2,4.2,4.1,4.3,4.2,6.82,6.37,Finals,2003,2003-World Cup 3,Final 1,,LAOURA Sandra - FRA
CHERKASOVA Marina - RUS - World Cup 3 - 2003 - Final 1,83.7,5,Women,4.2,3.8,4.4,4.4,4.3,5.94,6.23,Finals,2003,2003-World Cup 3,Final 1,,CHERKASOVA Marina - RUS
VAN HOUTE Justine - USA - World Cup 3 - 2003 - Final 1,82.87,6,Women,4.2,4.3,4.2,4.5,4.5,5.81,5.81,Finals,2003,2003-World Cup 3,Final 1,,VAN HOUTE Justine - USA
MARBLER Margarita - AUT - World Cup 3 - 2003 - Final 1,82.5,7,Women,4.1,4.1,3.4,3.7,3.8,6.9,6.6,Finals,2003,2003-World Cup 3,Final 1,,MARBLER Margarita - AUT
ROBERTSON Shelly - USA - World Cup 3 - 2003 - Final 1,82.27,8,Women,4.4,4.3,4.2,4.2,4.4,5.14,4.94,Finals,2003,2003-World Cup 3,Final 1,,ROBERTSON Shelly - USA
ST.PIERRE Stephanie - CAN - World Cup 3 - 2003 - Final 1,82.17,9,Women,4.3,4.1,4.3,4.3,4.3,5.04,5.5,Finals,2003,2003-World Cup 3,Final 1,,ST.PIERRE Stephanie - CAN
BERCHTOLD Manuela - AUS - World Cup 3 - 2003 - Final 1,78.67,10,Women,4.0,3.9,3.9,3.7,3.4,5.74,5.88,Finals,2003,2003-World Cup 3,Final 1,,BERCHTOLD Manuela - AUS
SEROVA Daria - RUS - World Cup 3 - 2003 - Final 1,77.97,11,Women,4.1,4.1,4.1,4.2,4.3,4.47,4.61,Finals,2003,2003-World Cup 3,Final 1,,SEROVA Daria - RUS
ROARK Michelle - USA - World Cup 3 - 2003 - Final 1,74.23,12,Women,3.9,3.9,3.4,4.0,4.0,4.23,3.92,Finals,2003,2003-World Cup 3,Final 1,,ROARK Michelle - USA
KURYLOWICZ Elisa - CAN - World Cup 3 - 2003 - Qualification,74.10000000000001,13,Women,3.7,3.8,3.6,4.1,4.2,4.9,6.29,Qualification,2003,2003-World Cup 3,Qualification,,KURYLOWICZ Elisa - CAN
UEMURA Aiko - JPN - World Cup 3 - 2003 - Qualification,73.73,14,Women,4.0,4.1,4.3,4.2,3.8,4.71,4.24,Qualification,2003,2003-World Cup 3,Qualification,,UEMURA Aiko - JPN
VOGTLI Jillian Rachell - USA - World Cup 3 - 2003 - Qualification,73.23,15,Women,4.2,4.2,3.7,4.2,3.7,4.56,4.86,Qualification,2003,2003-World Cup 3,Qualification,,VOGTLI Jillian Rachell - USA
BRADLEY Tami - CAN - World Cup 3 - 2003 - Qualification,73.23,16,Women,4.0,4.0,3.9,4.0,3.7,5.2,4.91,Qualification,2003,2003-World Cup 3,Qualification,,BRADLEY Tami - CAN
SEXTON Jane - AUS - World Cup 3 - 2003 - Qualification,73.2,17,Women,4.1,4.2,3.9,3.6,3.8,5.04,4.9,Qualification,2003,2003-World Cup 3,Qualification,,SEXTON Jane - AUS
SATOYA Tae - JPN - World Cup 3 - 2003 - Qualification,72.93,18,Women,4.0,3.9,4.0,4.3,4.2,4.9,4.34,Qualification,2003,2003-World Cup 3,Qualification,,SATOYA Tae - JPN
SUDOVA Nikola - CZE - World Cup 3 - 2003 - Qualification,72.43,19,Women,4.2,3.8,3.9,3.5,3.8,5.66,4.89,Qualification,2003,2003-World Cup 3,Qualification,,SUDOVA Nikola - CZE
DESPAS Maria - AUS - World Cup 3 - 2003 - Qualification,69.63000000000001,20,Women,4.1,4.1,3.5,3.7,4.0,4.64,3.77,Qualification,2003,2003-World Cup 3,Qualification,,DESPAS Maria - AUS
BAHRKE Shannon - USA - World Cup 10 - 2003 - Final 1,85.03,1,Women,4.4,4.5,4.4,4.4,4.4,6.15,5.53,Finals,2003,2003-World Cup 10,Final 1,5.0,BAHRKE Shannon - USA
UEMURA Aiko - JPN - World Cup 10 - 2003 - Final 1,83.03,2,Women,4.2,4.2,4.4,4.4,4.3,5.82,5.96,Finals,2003,2003-World Cup 10,Final 1,5.0,UEMURA Aiko - JPN
TRAA Kari - NOR - World Cup 10 - 2003 - Final 1,82.63,3,Women,4.1,4.0,4.3,4.1,4.2,5.92,5.77,Finals,2003,2003-World Cup 10,Final 1,5.0,TRAA Kari - NOR
RICHARDS Kristi - CAN - World Cup 10 - 2003 - Final 1,81.67,4,Women,4.1,4.0,3.8,4.1,4.3,5.99,6.44,Finals,2003,2003-World Cup 10,Final 1,5.0,RICHARDS Kristi - CAN
BERNTSEN Ingrid - NOR - World Cup 10 - 2003 - Final 1,81.47,5,Women,4.1,4.1,4.2,4.0,4.2,5.84,6.01,Finals,2003,2003-World Cup 10,Final 1,5.0,BERNTSEN Ingrid - NOR
MARBLER Margarita - AUT - World Cup 10 - 2003 - Final 1,79.8,6,Women,4.1,4.3,4.1,4.0,3.8,5.82,5.81,Finals,2003,2003-World Cup 10,Final 1,5.0,MARBLER Margarita - AUT
