Athlete_Comp_ID,Athlete_name,Gender,age_yrs,Nation,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Major_Finalist,Major_Medalist,Olympic_Finalist,Olympic_Medalist,Temp_Snow,Temp_Air,Wind,Season,Season_Comp,Round,Score_Metric,Finish_Rank
FJALLSTROM Ludvig - SWE - World Cup 4 - 2019 - Final 1,FJALLSTROM Ludvig - SWE,Men,27.0,SWE,16.7,15.3,15.0,15.7,16.5,8.2,7.8,0,0,0,0,-2.0,-6.0,0.0,2019,2019-World Cup 4,Final 1,74.9,12
FUJIKI Goshin - JPN - World Championships - 2019 - Final 1,FUJIKI Goshin - JPN,Men,23.0,JPN,17.8,15.5,16.4,16.5,16.5,8.0,8.1,0,0,0,0,-1.0,-9.0,0.0,2019,2019-World Championships,Final 1,70.63,13
REIKHERD Dmitriy - KAZ - World Cup 4 - 2019 - Final 1,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,16.6,15.8,17.4,17.3,16.5,4.7,4.5,1,0,1,0,-2.0,-6.0,0.0,2019,2019-World Cup 4,Final 1,63.79,15
REIKHERD Dmitriy - KAZ - World Cup 5 - 2019 - Final 1,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,16.3,17.5,16.5,17.3,17.4,6.8,7.4,1,0,1,0,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 1,78.99,5
HARA Daichi - JPN - World Cup 5 - 2019 - Final 2,HARA Daichi - JPN,Men,23.0,JPN,17.1,17.1,16.7,17.0,17.1,7.7,8.3,1,1,1,1,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 2,78.36,6
MAKHNEV Andrei - RUS - World Cup 1 - 2019 - Final 1,MAKHNEV Andrei - RUS,Men,23.0,RUS,15.9,15.3,14.7,14.9,15.0,8.3,8.5,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 1,Final 1,68.7,16
KINGSBURY Mikael - CAN - World Cup 4 - 2019 - Final 2,KINGSBURY Mikael - CAN,Men,28.0,CAN,17.2,17.9,17.4,17.5,17.8,6.6,6.4,1,1,1,1,-2.0,-6.0,0.0,2019,2019-World Cup 4,Final 2,72.93,5
KOLMAKOV Pavel - KAZ - World Cup 7 - 2019 - Final 1,KOLMAKOV Pavel - KAZ,Men,24.0,KAZ,18.2,17.3,17.4,17.2,17.8,6.3,6.1,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 7,Final 1,75.84,12
WILSON Bradley - USA - World Cup 4 - 2019 - Final 2,WILSON Bradley - USA,Men,28.0,USA,15.5,14.5,14.1,13.5,14.0,7.8,8.0,1,0,0,0,-2.0,-6.0,0.0,2019,2019-World Cup 4,Final 2,61.08,6
ANDRINGA Jesse - USA - World Cup 7 - 2019 - Final 1,ANDRINGA Jesse - USA,Men,23.0,USA,15.9,16.0,16.0,15.8,16.0,7.0,6.8,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 7,Final 1,69.47,15
HORISHIMA Ikuma - JPN - World Cup 1 - 2019 - Final 2,HORISHIMA Ikuma - JPN,Men,23.0,JPN,16.2,17.9,17.7,16.9,17.8,8.8,8.9,1,1,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 1,Final 2,56.97,6
REIKHERD Dmitriy - KAZ - World Cup 2 - 2019 - Final 2,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,18.1,18.1,18.1,18.0,18.0,8.8,8.7,1,0,1,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 2,86.92,3
FJALLSTROM Ludvig - SWE - World Championships - 2019 - Final 1,FJALLSTROM Ludvig - SWE,Men,27.0,SWE,15.1,16.0,15.4,15.6,16.5,7.5,7.8,0,0,0,0,-1.0,-9.0,0.0,2019,2019-World Championships,Final 1,38.12,18
WALLBERG Walter - SWE - World Cup 1 - 2019 - Final 1,WALLBERG Walter - SWE,Men,20.0,SWE,17.8,17.4,17.8,17.6,17.5,8.8,9.0,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 1,Final 1,82.25,4
KOLMAKOV Pavel - KAZ - World Cup 5 - 2019 - Final 1,KOLMAKOV Pavel - KAZ,Men,24.0,KAZ,16.2,17.0,16.0,16.9,16.9,5.0,5.9,0,0,0,0,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 1,47.22,16
KELLY Brenden - CAN - World Cup 5 - 2019 - Final 1,KELLY Brenden - CAN,Men,25.0,CAN,16.1,16.6,15.1,15.3,14.9,8.0,8.0,0,0,0,0,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 1,72.43,15
HORISHIMA Ikuma - JPN - World Cup 5 - 2019 - Final 1,HORISHIMA Ikuma - JPN,Men,23.0,JPN,17.8,17.9,17.8,18.2,18.1,8.1,8.2,1,1,0,0,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 1,83.76,2
CAVET Benjamin - FRA - World Cup 3 - 2019 - Final 1,CAVET Benjamin - FRA,Men,26.0,FRA,17.0,17.3,17.6,17.5,18.0,9.5,9.5,1,1,0,0,-1.0,1.0,0.0,2019,2019-World Cup 3,Final 1,80.21,2
FJALLSTROM Ludvig - SWE - World Cup 7 - 2019 - Final 2,FJALLSTROM Ludvig - SWE,Men,27.0,SWE,16.8,17.0,15.9,16.0,16.9,9.1,9.2,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 7,Final 2,71.2,5
SUGIMOTO Kosuke - JPN - World Cup 6 - 2019 - Final 1,SUGIMOTO Kosuke - JPN,Men,26.0,JPN,17.1,17.1,15.5,15.5,16.0,8.2,7.8,0,0,0,0,0.0,0.0,0.0,2019,2019-World Cup 6,Final 1,65.16,15
WALLBERG Walter - SWE - World Cup 3 - 2019 - Final 1,WALLBERG Walter - SWE,Men,20.0,SWE,16.6,16.9,16.4,17.5,17.2,8.2,7.4,0,0,0,0,-1.0,1.0,0.0,2019,2019-World Cup 3,Final 1,79.18,3
NOVITCKII Nikita - RUS - World Cup 2 - 2019 - Final 1,NOVITCKII Nikita - RUS,Men,20.0,RUS,16.5,16.8,16.8,16.8,18.0,8.0,8.4,0,0,0,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 1,78.46,9
SALONEN Jimi - FIN - World Championships - 2019 - Final 1,SALONEN Jimi - FIN,Men,26.0,FIN,17.2,16.9,16.3,16.7,16.2,8.4,8.3,0,0,0,0,-1.0,-9.0,0.0,2019,2019-World Championships,Final 1,78.46,7
SALONEN Jimi - FIN - World Cup 3 - 2019 - Final 1,SALONEN Jimi - FIN,Men,26.0,FIN,16.0,15.7,16.1,17.4,15.9,6.8,6.7,0,0,0,0,-1.0,1.0,0.0,2019,2019-World Cup 3,Final 1,75.73,8
HORISHIMA Ikuma - JPN - World Cup 2 - 2019 - Final 2,HORISHIMA Ikuma - JPN,Men,23.0,JPN,18.0,18.0,18.1,18.2,18.1,9.1,9.0,1,1,0,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 2,87.68,2
PENTTALA Jussi - FIN - World Cup 7 - 2019 - Final 1,PENTTALA Jussi - FIN,Men,27.0,FIN,15.9,15.6,15.8,16.0,15.9,6.3,5.9,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 7,Final 1,70.13,14
HORISHIMA Ikuma - JPN - World Cup 6 - 2019 - Final 2,HORISHIMA Ikuma - JPN,Men,23.0,JPN,16.0,15.3,12.8,16.0,16.0,2.0,2.8,1,1,0,0,0.0,0.0,0.0,2019,2019-World Cup 6,Final 2,30.99,6
WILLIS Max - GBR - World Championships - 2019 - Final 1,WILLIS Max - GBR,Men,27.0,GBR,16.6,16.0,15.0,16.9,15.3,5.0,5.5,0,0,0,0,-1.0,-9.0,0.0,2019,2019-World Championships,Final 1,67.62,15
CAVET Benjamin - FRA - World Cup 2 - 2019 - Final 2,CAVET Benjamin - FRA,Men,26.0,FRA,18.3,18.3,18.4,18.4,18.4,7.9,7.8,1,1,0,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 2,86.15,4
ANDRINGA Casey - USA - World Cup 1 - 2019 - Final 1,ANDRINGA Casey - USA,Men,25.0,USA,16.5,16.7,16.8,17.1,17.0,8.5,8.2,1,0,1,0,-1.0,-3.0,0.0,2019,2019-World Cup 1,Final 1,79.4,9
REIKHERD Dmitriy - KAZ - World Cup 5 - 2019 - Final 2,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,18.0,17.6,17.2,18.0,18.0,7.9,8.0,1,0,1,0,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 2,83.42,3
SUMMERS Brodie - AUS - World Cup 1 - 2019 - Final 1,SUMMERS Brodie - AUS,Men,27.0,AUS,16.9,16.2,16.6,16.6,16.7,7.9,8.4,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 1,Final 1,76.56,14
BAILEY Hunter - USA - World Cup 3 - 2019 - Final 2,BAILEY Hunter - USA,Men,24.0,USA,16.2,16.7,16.2,16.3,16.6,7.4,7.8,0,0,0,0,-1.0,1.0,0.0,2019,2019-World Cup 3,Final 2,76.61,5
WALLBERG Walter - SWE - World Cup 6 - 2019 - Final 1,WALLBERG Walter - SWE,Men,20.0,SWE,17.0,17.0,17.6,16.9,17.4,8.8,8.3,0,0,0,0,0.0,0.0,0.0,2019,2019-World Cup 6,Final 1,79.45,6
KINGSBURY Mikael - CAN - World Cup 5 - 2019 - Final 1,KINGSBURY Mikael - CAN,Men,28.0,CAN,18.4,18.3,18.2,18.4,18.4,8.0,8.2,1,1,1,1,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 1,85.27,1
WALLBERG Walter - SWE - World Cup 2 - 2019 - Final 1,WALLBERG Walter - SWE,Men,20.0,SWE,16.9,17.0,16.9,17.5,17.6,8.0,8.2,0,0,0,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 1,77.67,11
WALLBERG Walter - SWE - World Cup 7 - 2019 - Final 1,WALLBERG Walter - SWE,Men,20.0,SWE,17.8,17.9,18.2,18.3,18.1,9.0,9.1,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 7,Final 1,81.65,3
GRAHAM Matt - AUS - World Championships - 2019 - Final 2,GRAHAM Matt - AUS,Men,26.0,AUS,17.8,17.2,17.6,17.8,17.4,9.2,9.3,1,1,1,1,-1.0,-9.0,0.0,2019,2019-World Championships,Final 2,81.94,2
ANDRINGA Jesse - USA - World Cup 4 - 2019 - Final 1,ANDRINGA Jesse - USA,Men,23.0,USA,16.3,16.8,16.0,16.7,16.8,8.3,8.6,0,0,0,0,-2.0,-6.0,0.0,2019,2019-World Cup 4,Final 1,49.23,16
KINGSBURY Mikael - CAN - World Cup 7 - 2019 - Final 1,KINGSBURY Mikael - CAN,Men,28.0,CAN,18.6,18.7,18.9,18.6,18.5,9.5,9.5,1,1,1,1,-1.0,-3.0,0.0,2019,2019-World Cup 7,Final 1,88.15,1
MARQUIS Philippe - CAN - World Championships - 2019 - Final 2,MARQUIS Philippe - CAN,Men,31.0,CAN,17.4,16.9,16.7,16.8,16.6,7.8,8.1,1,0,0,0,-1.0,-9.0,0.0,2019,2019-World Championships,Final 2,79.5,6
CAVET Benjamin - FRA - World Cup 4 - 2019 - Final 2,CAVET Benjamin - FRA,Men,26.0,FRA,18.0,16.9,17.9,18.0,18.1,8.4,8.2,1,1,0,0,-2.0,-6.0,0.0,2019,2019-World Cup 4,Final 2,84.83,1
MATHESON James - AUS - World Cup 2 - 2019 - Final 1,MATHESON James - AUS,Men,25.0,AUS,17.5,17.4,17.9,17.3,16.8,8.6,8.7,0,0,0,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 1,80.84,6
GRAHAM Matt - AUS - World Cup 6 - 2019 - Final 1,GRAHAM Matt - AUS,Men,26.0,AUS,18.1,17.2,18.1,18.1,17.8,7.0,6.1,1,1,1,1,0.0,0.0,0.0,2019,2019-World Cup 6,Final 1,79.1,7
HARA Daichi - JPN - World Cup 2 - 2019 - Final 1,HARA Daichi - JPN,Men,23.0,JPN,16.8,16.9,17.1,17.0,17.2,8.4,8.1,1,1,1,1,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 1,81.51,4
KINGSBURY Mikael - CAN - World Cup 3 - 2019 - Final 2,KINGSBURY Mikael - CAN,Men,28.0,CAN,18.0,17.1,18.2,18.3,17.6,7.8,7.7,1,1,1,1,-1.0,1.0,0.0,2019,2019-World Cup 3,Final 2,84.17,1
REIKHERD Dmitriy - KAZ - World Cup 2 - 2019 - Final 1,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,17.1,17.0,17.0,17.3,17.4,7.2,7.7,1,0,1,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 1,80.92,5
WALLBERG Walter - SWE - World Cup 4 - 2019 - Final 2,WALLBERG Walter - SWE,Men,20.0,SWE,16.6,16.5,17.0,17.8,16.9,8.6,9.0,0,0,0,0,-2.0,-6.0,0.0,2019,2019-World Cup 4,Final 2,81.47,2
HARA Daichi - JPN - World Cup 3 - 2019 - Final 1,HARA Daichi - JPN,Men,23.0,JPN,15.7,15.8,15.8,17.6,16.1,8.6,8.8,1,1,1,1,-1.0,1.0,0.0,2019,2019-World Cup 3,Final 1,76.58,6
BAILEY Hunter - USA - World Cup 2 - 2019 - Final 1,BAILEY Hunter - USA,Men,24.0,USA,15.0,15.5,15.4,15.8,15.2,7.6,7.4,0,0,0,0,-3.0,-12.0,0.0,2019,2019-World Cup 2,Final 1,62.51,14
CAVET Benjamin - FRA - World Cup 5 - 2019 - Final 1,CAVET Benjamin - FRA,Men,26.0,FRA,16.5,17.2,17.4,17.9,17.1,8.5,8.2,1,1,0,0,-3.0,-19.0,0.0,2019,2019-World Cup 5,Final 1,82.75,3
SALONEN Jimi - FIN - World Cup 7 - 2019 - Final 1,SALONEN Jimi - FIN,Men,26.0,FIN,16.9,17.0,17.1,16.6,17.1,9.5,9.8,0,0,0,0,-1.0,-3.0,0.0,2019,2019-World Cup 7,Final 1,81.39,4
