Athlete_Comp_ID,Athlete_name,Score_Metric,Finish_Rank,mean,stddev,Score_Multiplier,Adjusted_score,Season,Season_Comp,Round,tier
BAHRKE Shannon - USA - World Cup 6 - 2003 - Final 1,BAHRKE Shannon - USA,71.6,12,62.854461538461535,16.622690750506735,1.4011955177986528,100.32559907438353,2003,2003-World Cup 6,Final 1,1
KERFOOT Sylvia - CAN - World Cup 6 - 2003 - Qualification,KERFOOT Sylvia - CAN,70.63999999999999,13,62.163538461538465,16.428677968326674,1.394114288463188,98.48023333703959,2003,2003-World Cup 6,Qualification,1
CHERKASOVA Marina - RUS - World Cup 6 - 2003 - Qualification,CHERKASOVA Marina - RUS,69.89999999999999,14,57.873384615384616,18.230520248867794,1.4905515622729435,104.18955420287874,2003,2003-World Cup 6,Qualification,1
RICHARDS Kristi - CAN - World Cup 6 - 2003 - Qualification,RICHARDS Kristi - CAN,69.77,15,52.95230769230769,21.11839306016883,1.5741730194058943,109.83005156394924,2003,2003-World Cup 6,Qualification,1
BERCHTOLD Manuela - AUS - World Cup 6 - 2003 - Qualification,BERCHTOLD Manuela - AUS,69.5,16,50.24062015503877,21.60962446186536,1.6272000206784485,113.09040143715217,2003,2003-World Cup 6,Qualification,1
KEARNEY Hannah - USA - World Cup 6 - 2003 - Qualification,KEARNEY Hannah - USA,69.24,17,52.45734375,20.23550424394796,1.5931031417121901,110.30646153215204,2003,2003-World Cup 6,Qualification,1
SEXTON Jane - AUS - World Cup 6 - 2003 - Qualification,SEXTON Jane - AUS,68.97,18,52.045625,19.629915934852473,1.6114074363443383,111.138770884669,2003,2003-World Cup 6,Qualification,1
SHANLEY Laurel - USA - World Cup 6 - 2003 - Qualification,SHANLEY Laurel - USA,68.77,19,51.883828125,20.57346140666925,1.5882252566417372,109.22225089925226,2003,2003-World Cup 6,Qualification,1
ROBERTSON Shelly - USA - World Cup 6 - 2003 - Qualification,ROBERTSON Shelly - USA,67.69999999999999,20,51.77173228346456,20.770367637630866,1.556843933036034,105.39833426653948,2003,2003-World Cup 6,Qualification,1
MARBLER Margarita - AUT - World Cup 1 - 2003 - Final 1,MARBLER Margarita - AUT,94.43,1,87.31145038167939,2.9430884546880636,1.9844253973009414,187.3892902671279,2003,2003-World Cup 1,Final 1,1
BAHRKE Shannon - USA - World Cup 1 - 2003 - Final 1,BAHRKE Shannon - USA,91.8,2,85.42320610687023,2.977848823229363,1.9677589741039134,180.64027382273926,2003,2003-World Cup 1,Final 1,1
ROARK Michelle - USA - World Cup 1 - 2003 - Final 1,ROARK Michelle - USA,91.67,3,84.0767175572519,3.2358946856177666,1.9810533496360536,181.60316056113703,2003,2003-World Cup 1,Final 1,1
SATOYA Tae - JPN - World Cup 1 - 2003 - Final 1,SATOYA Tae - JPN,88.6,4,82.89274809160304,3.469604120549786,1.9000155149444187,168.34137462407548,2003,2003-World Cup 1,Final 1,1
RICHARDS Kristi - CAN - World Cup 1 - 2003 - Final 1,RICHARDS Kristi - CAN,88.57,5,80.99320610687023,4.992386610832916,1.8709023139798608,165.70581794919627,2003,2003-World Cup 1,Final 1,1
TRAA Kari - NOR - World Cup 1 - 2003 - Final 1,TRAA Kari - NOR,87.97,6,76.65404580152672,11.469265586651087,1.6761773402163236,147.45332061883,2003,2003-World Cup 1,Final 1,1
GREGOIRE Berenice - FRA - World Cup 1 - 2003 - Final 1,GREGOIRE Berenice - FRA,85.83,7,75.75183206106868,11.474050563694092,1.6202431467807843,139.06546928819472,2003,2003-World Cup 1,Final 1,1
VAN HOUTE Justine - USA - World Cup 1 - 2003 - Final 1,VAN HOUTE Justine - USA,84.63,8,74.6448854961832,11.728168568194613,1.6054410555890712,135.8684765345031,2003,2003-World Cup 1,Final 1,1
BRADLEY Tami - CAN - World Cup 1 - 2003 - Final 1,BRADLEY Tami - CAN,83.7,9,73.21160305343511,12.15202290933482,1.6119168774771817,134.91744264484012,2003,2003-World Cup 1,Final 1,1
SUDOVA Nikola - CZE - World Cup 1 - 2003 - Final 1,SUDOVA Nikola - CZE,83.5,10,70.71961832061069,13.218052333377587,1.6664001817074465,139.1444151725718,2003,2003-World Cup 1,Final 1,1
VOGTLI Jillian Rachell - USA - World Cup 1 - 2003 - Final 1,VOGTLI Jillian Rachell - USA,45.5,11,67.62875968992249,14.336555488255623,0.1227046660977849,5.583062307449213,2003,2003-World Cup 1,Final 1,1
BERNTSEN Ingrid - NOR - World Cup 1 - 2003 - Final 1,BERNTSEN Ingrid - NOR,33.43,12,62.854461538461535,16.622690750506735,0.07670410473099633,2.564218221157207,2003,2003-World Cup 1,Final 1,1
DESPAS Maria - AUS - World Cup 1 - 2003 - Qualification,DESPAS Maria - AUS,33.12999999999999,13,62.163538461538465,16.428677968326674,0.07718680427666522,2.5571988256859175,2003,2003-World Cup 1,Qualification,1
BOLBJERG Anja - DAN - World Cup 1 - 2003 - Qualification,BOLBJERG Anja - DAN,32.2,14,57.873384615384616,18.230520248867794,0.1590529236249304,5.1215041407227595,2003,2003-World Cup 1,Qualification,1
TORITO Emiko - USA - World Cup 1 - 2003 - Qualification,TORITO Emiko - USA,31.37,15,52.95230769230769,21.11839306016883,0.3067963649946872,9.624201969883337,2003,2003-World Cup 1,Qualification,1
KJELLIN Sara - SWE - World Cup 1 - 2003 - Qualification,KJELLIN Sara - SWE,30.87,16,50.24062015503877,21.60962446186536,0.37004527505930085,11.423297641080618,2003,2003-World Cup 1,Qualification,1
KURYLOWICZ Elisa - CAN - World Cup 1 - 2003 - Qualification,KURYLOWICZ Elisa - CAN,30.26999999999999,17,52.45734375,20.23550424394796,0.272879188461181,8.260053034719945,2003,2003-World Cup 1,Qualification,1
SEROVA Daria - RUS - World Cup 1 - 2003 - Qualification,SEROVA Daria - RUS,29.73,18,52.045625,19.629915934852473,0.2556147342690309,7.599426049818289,2003,2003-World Cup 1,Qualification,1
ROBERTSON Shelly - USA - World Cup 1 - 2003 - Qualification,ROBERTSON Shelly - USA,28.46999999999999,19,51.883828125,20.57346140666925,0.25509553809920815,7.262569969684454,2003,2003-World Cup 1,Qualification,1
HATANAKA Miyuki - JPN - World Cup 1 - 2003 - Qualification,HATANAKA Miyuki - JPN,28.029999999999994,20,51.77173228346456,20.770367637630866,0.25301456288331625,7.091998197619353,2003,2003-World Cup 1,Qualification,1
TRAA Kari - NOR - World Cup 2 - 2003 - Final 1,TRAA Kari - NOR,92.67,1,87.31145038167939,2.9430884546880636,1.9313510660591984,178.9783032917059,2003,2003-World Cup 2,Final 1,1
BAHRKE Shannon - USA - World Cup 2 - 2003 - Final 1,BAHRKE Shannon - USA,89.8,2,85.42320610687023,2.977848823229363,1.8583796759276243,166.88249489830065,2003,2003-World Cup 2,Final 1,1
MARBLER Margarita - AUT - World Cup 2 - 2003 - Final 1,MARBLER Margarita - AUT,89.57,3,84.0767175572519,3.2358946856177666,1.9104183294838104,171.1161697718649,2003,2003-World Cup 2,Final 1,1
ROARK Michelle - USA - World Cup 2 - 2003 - Final 1,ROARK Michelle - USA,87.97,4,82.89274809160304,3.469604120549786,1.8566288968728883,163.32764405790797,2003,2003-World Cup 2,Final 1,1
LAOURA Sandra - FRA - World Cup 2 - 2003 - Final 1,LAOURA Sandra - FRA,87.1,5,80.99320610687023,4.992386610832916,1.7787538964664074,154.92946438222407,2003,2003-World Cup 2,Final 1,1
ROBERTSON Shelly - USA - World Cup 2 - 2003 - Final 1,ROBERTSON Shelly - USA,84.07,6,76.65404580152672,11.469265586651087,1.4821050255238448,124.60056949578963,2003,2003-World Cup 2,Final 1,1
KURYLOWICZ Elisa - CAN - World Cup 2 - 2003 - Final 1,KURYLOWICZ Elisa - CAN,83.73,7,75.75183206106868,11.474050563694092,1.5131469151172248,126.69579120276524,2003,2003-World Cup 2,Final 1,1
RICHARDS Kristi - CAN - World Cup 2 - 2003 - Final 1,RICHARDS Kristi - CAN,83.67,8,74.6448854961832,11.728168568194613,1.558418067459265,130.39283970431669,2003,2003-World Cup 2,Final 1,1
DESPAS Maria - AUS - World Cup 2 - 2003 - Final 1,DESPAS Maria - AUS,83.6,9,73.21160305343511,12.15202290933482,1.6073767484783084,134.37669617278658,2003,2003-World Cup 2,Final 1,1
GREGOIRE Berenice - FRA - World Cup 2 - 2003 - Final 1,GREGOIRE Berenice - FRA,82.63,10,70.71961832061069,13.218052333377587,1.6324485461372793,134.88922336732338,2003,2003-World Cup 2,Final 1,1
TORITO Emiko - USA - World Cup 2 - 2003 - Final 1,TORITO Emiko - USA,78.6,11,67.62875968992249,14.336555488255623,1.5558852495949598,122.29258061816383,2003,2003-World Cup 2,Final 1,1
SATOYA Tae - JPN - World Cup 2 - 2003 - Final 1,SATOYA Tae - JPN,58.1,12,62.854461538461535,16.622690750506735,0.7748609819962966,45.01942305398483,2003,2003-World Cup 2,Final 1,1
SUDOVA Nikola - CZE - World Cup 2 - 2003 - Qualification,SUDOVA Nikola - CZE,57.87,13,62.163538461538465,16.428677968326674,0.7938271420677148,45.93877671145865,2003,2003-World Cup 2,Qualification,1
BRADLEY Tami - CAN - World Cup 2 - 2003 - Qualification,BRADLEY Tami - CAN,57.37,14,57.873384615384616,18.230520248867794,0.9779714580009233,56.10622254551297,2003,2003-World Cup 2,Qualification,1
CHERKASOVA Marina - RUS - World Cup 2 - 2003 - Qualification,CHERKASOVA Marina - RUS,56.93,15,52.95230769230769,21.11839306016883,1.1493993027651355,65.43530230641916,2003,2003-World Cup 2,Qualification,1
BERNTSEN Ingrid - NOR - World Cup 2 - 2003 - Qualification,BERNTSEN Ingrid - NOR,56.1,16,50.24062015503877,21.60962446186536,1.2137218478095964,68.08979566211836,2003,2003-World Cup 2,Qualification,1
BERCHTOLD Manuela - AUS - World Cup 2 - 2003 - Qualification,BERCHTOLD Manuela - AUS,56.00000000000001,17,52.45734375,20.23550424394796,1.1389763991368929,63.78267835166601,2003,2003-World Cup 2,Qualification,1
VOGTLI Jillian Rachell - USA - World Cup 2 - 2003 - Qualification,VOGTLI Jillian Rachell - USA,53.67,18,52.045625,19.629915934852473,1.0659496510604731,57.209517772415595,2003,2003-World Cup 2,Qualification,1
