Athlete_Comp,Metric,Finish,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
RYAN Maggie - USA - North American Cup 2 - 2019 - Final 1,78.5,2,Women,17.3,16.7,16.7,16.7,16.9,9.0,8.8,Finals,2019,2019-North American Cup 2,Final 1,0.0,RYAN Maggie - USA
DELSAME Florence - CAN - North American Cup 1 - 2019 - Qualification 1,36.15,25,Women,13.8,12.6,13.8,14.3,13.8,7.2,7.0,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,DELSAME Florence - CAN
GARLING Mali - AUS - North American Cup 1 - 2019 - Qualification 1,46.83,22,Women,14.0,12.8,12.5,12.0,13.8,4.9,4.4,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,GARLING Mali - AUS
JANSEN Daniella - USA - North American Cup 1 - 2019 - Qualification 1,45.32,23,Women,13.2,12.3,13.0,13.9,14.6,4.0,4.6,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,JANSEN Daniella - USA
VAILLANCOURT Sandrine - CAN - North American Cup 1 - 2019 - Qualification 1,60.06,3,Women,14.3,13.7,14.8,15.5,16.2,7.0,7.0,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,VAILLANCOURT Sandrine - CAN
WARE Tori - USA - North American Cup 1 - 2019 - Qualification 1,59.32,5,Women,14.5,14.2,14.8,15.2,15.7,6.8,7.1,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,WARE Tori - USA
GETZ Taylor - USA - North American Cup 1 - 2019 - Qualification 1,53.07,16,Women,13.2,12.1,14.0,12.5,13.8,8.2,7.2,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,GETZ Taylor - USA
NISHITA Reika - JPN - North American Cup 2 - 2019 - Qualification 1,64.58,27,Women,15.3,16.1,16.1,15.8,16.7,4.1,5.0,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,NISHITA Reika - JPN
KARIOTIS Kylie - USA - North American Cup 2 - 2019 - Qualification 1,63.75,28,Women,16.2,16.2,14.5,14.7,16.0,5.3,5.3,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,KARIOTIS Kylie - USA
DESMARAIS GILBERT Laurianne - CAN - North American Cup 2 - 2019 - Qualification 1,76.49,4,Women,16.5,16.0,17.0,16.9,16.6,7.6,7.8,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,DESMARAIS GILBERT Laurianne - CAN
CASS Sabrina - USA - North American Cup 1 - 2019 - Final 1,65.07,14,Women,16.2,16.1,15.6,13.8,15.0,6.0,5.0,Finals,2019,2019-North American Cup 1,Final 1,0.0,CASS Sabrina - USA
HILGERT Lauren - USA - North American Cup 2 - 2019 - Qualification 1,62.17,32,Women,14.9,15.2,15.2,14.8,15.3,6.3,6.7,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,HILGERT Lauren - USA
DESMARAIS GILBERT Laurianne - CAN - North American Cup 2 - 2019 - Final 1,74.96,9,Women,16.9,17.0,16.7,16.9,16.8,8.9,9.1,Finals,2019,2019-North American Cup 2,Final 1,0.0,DESMARAIS GILBERT Laurianne - CAN
LINTON Jessica - CAN - North American Cup 2 - 2019 - Qualification 1,68.48,20,Women,16.5,15.8,15.6,16.3,16.1,8.0,7.8,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,LINTON Jessica - CAN
KAWATA Yuka - JPN - North American Cup 2 - 2019 - Qualification 1,76.74,3,Women,17.8,17.0,16.2,16.8,17.2,7.8,7.6,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,KAWATA Yuka - JPN
RYAN Maggie - USA - North American Cup 2 - 2019 - Qualification 1,73.92,9,Women,16.7,16.4,16.3,16.1,15.2,7.5,7.2,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,RYAN Maggie - USA
STEWART Georgia - AUS - North American Cup 1 - 2019 - Final 1,64.51,15,Women,14.3,14.9,15.0,14.3,14.0,8.0,7.4,Finals,2019,2019-North American Cup 1,Final 1,0.0,STEWART Georgia - AUS
KARIOTIS Ali - USA - North American Cup 1 - 2019 - Final 2,72.64,4,Women,14.8,16.3,15.5,15.1,15.7,8.0,8.4,Finals,2019,2019-North American Cup 1,Final 2,0.0,KARIOTIS Ali - USA
KOEHLER Kaylee - CAN - North American Cup 2 - 2019 - Final 1,77.01,6,Women,17.0,17.1,16.9,16.5,16.6,7.9,8.3,Finals,2019,2019-North American Cup 2,Final 1,0.0,KOEHLER Kaylee - CAN
RADWAY Kenzie - USA - North American Cup 1 - 2019 - Final 2,76.94,2,Women,15.8,17.6,15.7,17.1,16.0,8.3,8.4,Finals,2019,2019-North American Cup 1,Final 2,0.0,RADWAY Kenzie - USA
FUKUSHIMA Shunka - JPN - North American Cup 1 - 2019 - Qualification 1,60.09,2,Women,14.1,15.3,14.0,14.3,13.8,8.2,8.0,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,FUKUSHIMA Shunka - JPN
HOGG Madison - USA - North American Cup 2 - 2019 - Qualification 1,69.01,17,Women,16.0,15.8,6.0,15.8,16.0,7.6,6.4,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,HOGG Madison - USA
ONEILL Taylah - AUS - North American Cup 1 - 2019 - Final 2,40.44,6,Women,15.4,15.2,15.7,14.0,13.5,8.5,8.2,Finals,2019,2019-North American Cup 1,Final 2,0.0,ONEILL Taylah - AUS
SCHWINGHAMER Mackenzie - CAN - North American Cup 2 - 2019 - Final 1,77.51,4,Women,17.0,16.8,17.3,16.9,17.1,6.7,7.0,Finals,2019,2019-North American Cup 2,Final 1,0.0,SCHWINGHAMER Mackenzie - CAN
FUKUSHIMA Shunka - JPN - North American Cup 2 - 2019 - Final 1,80.41,1,Women,17.2,16.6,17.0,17.3,16.8,8.1,8.4,Finals,2019,2019-North American Cup 2,Final 1,0.0,FUKUSHIMA Shunka - JPN
MIKKELSEN Maya - CAN - North American Cup 2 - 2019 - Qualification 1,68.03,23,Women,15.1,15.6,15.2,14.9,15.0,7.8,7.4,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,MIKKELSEN Maya - CAN
CASS Sabrina - USA - North American Cup 2 - 2019 - Final 1,74.14,10,Women,16.8,16.8,16.5,16.6,17.0,6.5,6.9,Finals,2019,2019-North American Cup 2,Final 1,0.0,CASS Sabrina - USA
RADWAY Kenzie - USA - North American Cup 2 - 2019 - Qualification 1,75.06,8,Women,16.1,16.7,16.3,16.0,17.0,7.4,7.9,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,RADWAY Kenzie - USA
MCPHERSON Lizzy - USA - North American Cup 1 - 2019 - Qualification 1,49.41,19,Women,14.6,14.4,13.6,14.1,15.4,4.1,4.1,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,MCPHERSON Lizzy - USA
LINTON Jessica - CAN - North American Cup 1 - 2019 - Qualification 1,53.15,15,Women,13.4,13.6,13.1,14.4,15.1,8.5,8.2,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,LINTON Jessica - CAN
HILGERT Lauren - USA - North American Cup 1 - 2019 - Qualification 1,56.64,9,Women,13.7,12.3,13.2,14.6,15.5,7.0,6.7,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,HILGERT Lauren - USA
GUELI Claudia - AUS - North American Cup 1 - 2019 - Final 1,68.31,11,Women,16.5,16.7,16.6,16.9,16.0,5.1,4.7,Finals,2019,2019-North American Cup 1,Final 1,0.0,GUELI Claudia - AUS
WARE Tori - USA - North American Cup 2 - 2019 - Final 1,68.75,14,Women,15.5,15.9,15.7,16.2,16.1,6.9,7.4,Finals,2019,2019-North American Cup 2,Final 1,0.0,WARE Tori - USA
STEWART Georgia - AUS - North American Cup 2 - 2019 - Qualification 1,71.82,12,Women,15.7,16.2,15.8,15.9,16.3,8.5,7.8,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,STEWART Georgia - AUS
VAILLANCOURT Sandrine - CAN - North American Cup 2 - 2019 - Qualification 1,71.07,13,Women,15.9,15.9,15.6,15.8,15.6,7.7,7.4,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,VAILLANCOURT Sandrine - CAN
OWENS Kai - USA - North American Cup 1 - 2019 - Final 2,77.71,1,Women,15.9,17.3,15.6,16.6,15.6,9.3,8.9,Finals,2019,2019-North American Cup 1,Final 2,0.0,OWENS Kai - USA
KAWATA Yuka - JPN - North American Cup 1 - 2019 - Final 1,61.21,16,Women,14.8,15.2,15.5,13.9,15.2,4.2,4.3,Finals,2019,2019-North American Cup 1,Final 1,0.0,KAWATA Yuka - JPN
BUTTERWORTH Cassidy - CAN - North American Cup 2 - 2019 - Qualification 1,48.55,35,Women,14.0,13.1,14.0,14.1,13.9,6.8,5.1,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,BUTTERWORTH Cassidy - CAN
RADWAY Kenzie - USA - North American Cup 2 - 2019 - Final 1,77.99,3,Women,16.7,16.9,16.5,16.9,17.0,8.5,8.6,Finals,2019,2019-North American Cup 2,Final 1,0.0,RADWAY Kenzie - USA
WARE Tori - USA - North American Cup 2 - 2019 - Qualification 1,71.0,14,Women,16.0,16.3,15.9,15.6,16.4,7.6,7.2,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,WARE Tori - USA
TANIGUCHI Ayaho - JPN - North American Cup 2 - 2019 - Final 1,73.97,11,Women,17.1,16.2,17.2,16.4,16.5,6.9,7.2,Finals,2019,2019-North American Cup 2,Final 1,0.0,TANIGUCHI Ayaho - JPN
NUNN Skyler - GBR - North American Cup 2 - 2019 - Qualification 1,63.25,29,Women,16.1,16.3,15.8,16.0,14.8,4.2,5.5,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,NUNN Skyler - GBR
MULDER Jessica - USA - North American Cup 2 - 2019 - Qualification 1,68.84,19,Women,15.6,16.2,16.2,15.9,15.8,5.7,6.1,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,MULDER Jessica - USA
OWENS Kai - USA - North American Cup 1 - 2019 - Final 1,76.99,2,Women,16.4,16.9,15.8,15.3,16.6,8.5,8.3,Finals,2019,2019-North American Cup 1,Final 1,0.0,OWENS Kai - USA
MALHERBE Malica - RSA - North American Cup 2 - 2019 - Qualification 1,39.71,37,Women,12.9,13.1,13.5,13.7,14.9,5.6,6.3,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,MALHERBE Malica - RSA
MOORE Grace - USA - North American Cup 2 - 2019 - Qualification 1,54.12,33,Women,14.5,15.6,14.8,14.3,14.8,6.0,6.3,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,MOORE Grace - USA
KARIOTIS Kylie - USA - North American Cup 1 - 2019 - Qualification 1,53.46,14,Women,14.3,14.9,13.8,14.9,14.1,6.5,6.8,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,KARIOTIS Kylie - USA
RYAN Maggie - USA - North American Cup 1 - 2019 - Final 1,68.46,10,Women,15.4,15.4,15.3,15.4,14.6,8.7,7.4,Finals,2019,2019-North American Cup 1,Final 1,0.0,RYAN Maggie - USA
CASS Sabrina - USA - North American Cup 2 - 2019 - Qualification 1,71.84,11,Women,16.3,16.6,16.3,17.0,17.3,5.2,6.0,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,CASS Sabrina - USA
HOGG Madison - USA - North American Cup 1 - 2019 - Final 1,74.88,3,Women,16.2,15.7,17.1,16.1,15.7,8.3,7.6,Finals,2019,2019-North American Cup 1,Final 1,0.0,HOGG Madison - USA
HOGG Kasey - USA - North American Cup 2 - 2019 - Qualification 1,69.0,18,Women,16.3,16.4,16.3,16.1,15.4,6.0,7.1,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,HOGG Kasey - USA
WORTHINGTON Sami - USA - North American Cup 1 - 2019 - Qualification 1,48.44,20,Women,13.0,12.4,12.0,12.0,13.8,4.2,4.8,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,WORTHINGTON Sami - USA
SCHWINGHAMER Mackenzie - CAN - North American Cup 2 - 2019 - Final 2,72.06,5,Women,16.8,16.9,16.5,16.4,16.0,6.7,6.5,Finals,2019,2019-North American Cup 2,Final 2,0.0,SCHWINGHAMER Mackenzie - CAN
ONEILL Taylah - AUS - North American Cup 2 - 2019 - Qualification 1,75.35,7,Women,16.7,16.2,15.9,16.6,16.9,8.1,7.4,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,ONEILL Taylah - AUS
RADWAY Kenzie - USA - North American Cup 2 - 2019 - Final 2,79.84,2,Women,17.0,17.1,16.8,16.5,16.9,8.9,9.3,Finals,2019,2019-North American Cup 2,Final 2,0.0,RADWAY Kenzie - USA
KOEHLER Kaylee - CAN - North American Cup 2 - 2019 - Qualification 1,75.71,6,Women,16.8,16.8,16.4,15.6,16.8,8.4,7.7,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,KOEHLER Kaylee - CAN
COLE Elissa - USA - North American Cup 1 - 2019 - Qualification 1,59.54,4,Women,14.9,15.0,13.5,14.7,15.1,6.3,6.2,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,COLE Elissa - USA
NUNN Skyler - GBR - North American Cup 1 - 2019 - Qualification 1,58.41,6,Women,12.7,12.9,12.5,13.5,15.3,6.2,7.4,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,NUNN Skyler - GBR
TODD Kassidy - CAN - North American Cup 2 - 2019 - Qualification 1,63.12,30,Women,15.1,15.3,16.0,15.0,15.6,5.0,5.8,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,TODD Kassidy - CAN
HAZIZA Raine - CAN - North American Cup 2 - 2019 - Qualification 1,48.62,34,Women,14.9,14.6,14.2,14.5,13.5,5.8,6.0,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,HAZIZA Raine - CAN
DAVIS August - USA - North American Cup 2 - 2019 - Qualification 1,47.38,36,Women,16.1,15.9,14.3,14.9,15.0,4.3,4.0,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,DAVIS August - USA
BERGEVIN Mikela - CAN - North American Cup 1 - 2019 - Qualification 1,54.6,12,Women,14.9,13.7,14.7,14.1,14.3,7.6,7.4,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,BERGEVIN Mikela - CAN
PATNODE Roxy - USA - North American Cup 1 - 2019 - Qualification 1,47.44,21,Women,13.3,13.1,12.8,13.3,15.1,5.4,5.6,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,PATNODE Roxy - USA
ONEILL Taylah - AUS - North American Cup 2 - 2019 - Final 1,77.47,5,Women,16.7,16.8,16.7,16.4,16.6,8.0,8.4,Finals,2019,2019-North American Cup 2,Final 1,0.0,ONEILL Taylah - AUS
RADWAY Kenzie - USA - North American Cup 1 - 2019 - Final 1,77.56,1,Women,16.2,17.2,16.1,17.4,16.2,7.6,8.4,Finals,2019,2019-North American Cup 1,Final 1,0.0,RADWAY Kenzie - USA
DELSAME Florence - CAN - North American Cup 2 - 2019 - Qualification 1,72.8,10,Women,16.4,15.6,16.5,16.5,16.7,7.3,7.3,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,DELSAME Florence - CAN
MACUGA Alli - USA - North American Cup 2 - 2019 - Qualification 1,65.02,26,Women,14.9,16.0,16.0,15.0,15.0,7.8,7.0,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,MACUGA Alli - USA
CROTTY Lexi - USA - North American Cup 2 - 2019 - Qualification 1,66.06,25,Women,15.6,16.1,16.0,15.6,15.3,6.7,6.2,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,CROTTY Lexi - USA
BERGEVIN Mikela - CAN - North American Cup 2 - 2019 - Qualification 1,68.29,21,Women,15.7,16.4,15.6,16.3,15.4,6.0,6.5,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,BERGEVIN Mikela - CAN
GETZ Taylor - USA - North American Cup 2 - 2019 - Qualification 1,33.88,38,Women,13.9,12.0,12.2,14.5,13.3,4.0,4.2,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,GETZ Taylor - USA
BUSH Emma - USA - North American Cup 1 - 2019 - Qualification 1,33.4,26,Women,13.1,11.9,12.2,11.0,13.5,3.9,4.8,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,BUSH Emma - USA
ONEILL Taylah - AUS - North American Cup 2 - 2019 - Final 2,78.11,3,Women,16.6,17.4,16.9,16.7,17.4,9.1,9.2,Finals,2019,2019-North American Cup 2,Final 2,0.0,ONEILL Taylah - AUS
SCHWINGHAMER Mackenzie - CAN - North American Cup 2 - 2019 - Qualification 1,76.3,5,Women,16.0,16.7,17.0,16.7,17.0,6.1,6.0,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,SCHWINGHAMER Mackenzie - CAN
ASH Sophie - AUS - North American Cup 1 - 2019 - Final 1,71.32,7,Women,16.0,16.9,15.6,16.1,16.5,8.4,7.4,Finals,2019,2019-North American Cup 1,Final 1,0.0,ASH Sophie - AUS
KAWATA Yuka - JPN - North American Cup 2 - 2019 - Final 1,76.13,8,Women,16.8,16.9,16.5,16.5,16.9,8.0,8.2,Finals,2019,2019-North American Cup 2,Final 1,0.0,KAWATA Yuka - JPN
KARIOTIS Ali - USA - North American Cup 1 - 2019 - Final 1,73.57,4,Women,15.7,16.4,16.7,15.5,16.4,6.7,6.4,Finals,2019,2019-North American Cup 1,Final 1,0.0,KARIOTIS Ali - USA
RYAN Maggie - USA - North American Cup 2 - 2019 - Final 2,76.62,4,Women,16.9,17.1,16.7,16.9,16.9,9.0,9.1,Finals,2019,2019-North American Cup 2,Final 2,0.0,RYAN Maggie - USA
GUELI Claudia - AUS - North American Cup 2 - 2019 - Qualification 1,77.31,2,Women,16.1,16.9,16.8,16.7,16.7,8.0,7.7,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,GUELI Claudia - AUS
HOGG Kasey - USA - North American Cup 1 - 2019 - Final 2,68.52,5,Women,15.1,16.1,15.8,14.6,14.8,8.0,8.1,Finals,2019,2019-North American Cup 1,Final 2,0.0,HOGG Kasey - USA
HOGG Madison - USA - North American Cup 1 - 2019 - Final 2,75.92,3,Women,15.3,16.7,16.2,15.9,15.6,8.7,8.5,Finals,2019,2019-North American Cup 1,Final 2,0.0,HOGG Madison - USA
GUELI Claudia - AUS - North American Cup 2 - 2019 - Final 1,76.32,7,Women,16.6,16.7,16.8,16.7,17.0,8.0,8.1,Finals,2019,2019-North American Cup 2,Final 1,0.0,GUELI Claudia - AUS
ONEILL Taylah - AUS - North American Cup 1 - 2019 - Final 1,72.87,6,Women,16.5,17.1,16.0,14.7,16.5,8.2,7.8,Finals,2019,2019-North American Cup 1,Final 1,0.0,ONEILL Taylah - AUS
NISHITA Reika - JPN - North American Cup 1 - 2019 - Qualification 1,55.74,10,Women,13.0,12.2,13.8,13.8,14.2,5.2,4.2,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,NISHITA Reika - JPN
KARIOTIS Ali - USA - North American Cup 2 - 2019 - Qualification 1,69.33,16,Women,15.5,16.6,16.4,15.2,16.7,5.3,4.9,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,KARIOTIS Ali - USA
LARGE Tegan - USA - North American Cup 2 - 2019 - Qualification 1,67.63,24,Women,15.9,16.4,15.1,16.2,15.5,7.7,7.6,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,LARGE Tegan - USA
FUKUSHIMA Shunka - JPN - North American Cup 2 - 2019 - Qualification 1,77.4,1,Women,16.8,16.2,16.4,17.0,16.9,7.6,7.0,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,FUKUSHIMA Shunka - JPN
TANIGUCHI Ayaho - JPN - North American Cup 1 - 2019 - Final 1,69.6,9,Women,16.5,15.9,15.8,14.7,15.7,7.8,8.1,Finals,2019,2019-North American Cup 1,Final 1,0.0,TANIGUCHI Ayaho - JPN
MOORE Grace - USA - North American Cup 1 - 2019 - Qualification 1,58.27,7,Women,13.7,13.2,15.0,14.9,15.5,7.0,6.8,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,MOORE Grace - USA
MACUGA Alli - USA - North American Cup 1 - 2019 - Final 1,66.29,13,Women,15.0,15.4,16.1,15.6,15.4,6.8,7.4,Finals,2019,2019-North American Cup 1,Final 1,0.0,MACUGA Alli - USA
SCHWINGHAMER Mackenzie - CAN - North American Cup 1 - 2019 - Final 1,70.23,8,Women,15.6,16.0,15.4,15.5,16.0,7.8,6.8,Finals,2019,2019-North American Cup 1,Final 1,0.0,SCHWINGHAMER Mackenzie - CAN
KARIOTIS Ali - USA - North American Cup 2 - 2019 - Final 1,73.83,12,Women,15.7,16.5,15.9,15.7,16.0,7.4,7.5,Finals,2019,2019-North American Cup 2,Final 1,0.0,KARIOTIS Ali - USA
KOZAK Madison - USA - North American Cup 1 - 2019 - Qualification 1,44.27,24,Women,13.1,11.1,12.8,11.3,14.3,5.6,6.0,Qualification,2019,2019-North American Cup 1,Qualification 1,0.0,KOZAK Madison - USA
CAPICIK Chase - CAN - North American Cup 2 - 2019 - Qualification 1,62.85,31,Women,15.0,14.3,14.2,15.1,15.1,8.0,8.2,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,CAPICIK Chase - CAN
BOSCO Emma - AUS - North American Cup 2 - 2019 - Qualification 1,68.19,22,Women,15.7,15.7,16.3,15.2,15.9,7.3,7.3,Qualification,2019,2019-North American Cup 2,Qualification 1,0.0,BOSCO Emma - AUS
HILGERT Lauren - USA - North American Cup 3 - 2018 - Qualification,65.49,28,Women,13.8,14.3,14.9,14.6,15.0,6.9,6.4,Qualification,2018,2018-North American Cup 3,Qualification,0.0,HILGERT Lauren - USA
SCHWINGHAMMER Maia - CAN - North American Cup 2 - 2018 - Final 2,74.89,2,Women,17.0,18.0,17.6,17.3,17.4,6.7,6.7,Finals,2018,2018-North American Cup 2,Final 2,0.0,SCHWINGHAMMER Maia - CAN
MIYAMOTO Juri - JPN - North American Cup 3 - 2018 - Qualification,55.92,37,Women,13.2,14.1,14.6,15.6,13.8,4.6,4.4,Qualification,2018,2018-North American Cup 3,Qualification,0.0,MIYAMOTO Juri - JPN
KAJIWARA Yuki - JPN - North American Cup 2 - 2018 - Final 2,71.86,4,Women,17.6,17.1,16.5,16.2,16.6,6.7,6.7,Finals,2018,2018-North American Cup 2,Final 2,0.0,KAJIWARA Yuki - JPN
AMUNDSEN Aurora - NOR - North American Cup 3 - 2018 - Qualification,70.04,19,Women,14.8,14.3,15.3,16.6,15.2,8.1,7.5,Qualification,2018,2018-North American Cup 3,Qualification,0.0,AMUNDSEN Aurora - NOR
SHIMKO Avital - USA - North American Cup 1 - 2018 - Qualification,80.27,1,Women,16.9,16.7,17.5,17.8,16.9,7.9,7.8,Qualification,2018,2018-North American Cup 1,Qualification,0.0,SHIMKO Avital - USA
KARIOTIS Ali - USA - North American Cup 3 - 2018 - Final 1,79.23,6,Women,16.8,17.8,17.8,16.2,17.9,6.9,8.0,Finals,2018,2018-North American Cup 3,Final 1,0.0,KARIOTIS Ali - USA
GAGNON Sofiane - CAN - North American Cup 2 - 2018 - Qualification,69.78,3,Women,18.3,15.9,16.6,16.3,16.6,6.5,6.4,Qualification,2018,2018-North American Cup 2,Qualification,0.0,GAGNON Sofiane - CAN
KISSEL Dara - USA - North American Cup 2 - 2018 - Qualification,21.85,31,Women,13.0,11.8,13.3,13.8,12.2,4.3,4.6,Qualification,2018,2018-North American Cup 2,Qualification,0.0,KISSEL Dara - USA
SOAR Hannah - USA - North American Cup 3 - 2018 - Final 2,80.76,1,Women,17.6,17.8,18.4,17.1,18.0,6.6,7.5,Finals,2018,2018-North American Cup 3,Final 2,0.0,SOAR Hannah - USA
SHIMKO Avital - USA - North American Cup 2 - 2018 - Qualification,76.85,1,Women,18.1,17.3,16.5,17.0,18.4,7.8,7.3,Qualification,2018,2018-North American Cup 2,Qualification,0.0,SHIMKO Avital - USA
SHIMKO Avital - USA - North American Cup 3 - 2018 - Final 1,82.45,1,Women,17.2,18.8,18.8,18.0,18.5,6.4,7.6,Finals,2018,2018-North American Cup 3,Final 1,0.0,SHIMKO Avital - USA
KARIOTIS Ali - USA - North American Cup 2 - 2018 - Final 1,73.99,3,Women,17.1,17.4,17.1,17.2,17.5,5.8,6.0,Finals,2018,2018-North American Cup 2,Final 1,0.0,KARIOTIS Ali - USA
TUDHOPE Phoebe - AUS - North American Cup 2 - 2018 - Qualification,62.74,16,Women,15.1,15.7,13.7,15.3,15.2,6.3,6.2,Qualification,2018,2018-North American Cup 2,Qualification,0.0,TUDHOPE Phoebe - AUS
KLOSER Heidi - USA - North American Cup 3 - 2018 - Qualification,76.98,8,Women,16.8,16.8,16.4,16.4,16.8,7.0,7.6,Qualification,2018,2018-North American Cup 3,Qualification,0.0,KLOSER Heidi - USA
