Athlete_Comp,Metric,Finish,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
GIACCIO Olivia - USA - World Cup 1 - 2018 - Final 1,72.07,14,Women,16.5,16.2,16.0,16.7,16.8,7.9,8.2,Finals,2018,2018-World Cup 1,Final 1,0.0,GIACCIO Olivia - USA
BOUARD Lea - FRA - Olympics - 2018 - Qualification 2,65.08,11,Women,14.4,13.8,14.4,14.4,13.9,5.5,5.7,Qualification,2018,2018-Olympics,Qualification 2,,BOUARD Lea - FRA
ONEILL Taylah - AUS - World Cup 3 - 2018 - Qualification,68.35,17,Women,14.9,16.1,16.2,15.9,16.4,7.2,7.0,Qualification,2018,2018-World Cup 3,Qualification,0.0,ONEILL Taylah - AUS
GIACCIO Olivia - USA - World Cup 1 - 2018 - Qualification 2,34.78,17,Women,16.0,16.0,14.0,16.0,15.6,7.7,8.3,Qualification,2018,2018-World Cup 1,Qualification 2,0.0,GIACCIO Olivia - USA
ANTHONY Jakara - AUS - World Cup 2 - 2018 - Final 1,71.58,14,Women,16.5,16.5,16.8,16.3,16.8,7.4,7.6,Finals,2018,2018-World Cup 2,Final 1,0.0,ANTHONY Jakara - AUS
SEO Jung Hwa - KOR - Olympics - 2018 - Qualification 2,71.58,6,Women,16.4,16.0,15.8,16.5,16.1,7.2,7.9,Qualification,2018,2018-Olympics,Qualification 2,,SEO Jung Hwa - KOR
CABROL Camille - FRA - World Cup 3 - 2018 - Qualification,61.58,31,Women,16.3,15.5,14.7,15.2,16.5,6.4,6.3,Qualification,2018,2018-World Cup 3,Qualification,0.0,CABROL Camille - FRA
KAUF Jaelin - USA - World Cup 8 - 2018 - Qualification,67.47,22,Women,16.3,15.9,16.1,12.7,13.5,7.2,6.5,Qualification,2018,2018-World Cup 8,Qualification,0.0,KAUF Jaelin - USA
ITO Satsuki - JPN - World Cup 7 - 2018 - Qualification,78.14,12,Women,15.7,16.1,16.4,16.0,15.9,8.6,7.9,Qualification,2018,2018-World Cup 7,Qualification,0.0,ITO Satsuki - JPN
GALYSHEVA Yulia - KAZ - World Cup 8 - 2018 - Qualification,77.92,3,Women,16.7,16.7,16.6,16.6,16.7,8.2,8.0,Qualification,2018,2018-World Cup 8,Qualification,0.0,GALYSHEVA Yulia - KAZ
AMUNDSEN Aurora - NOR - World Cup 5 - 2018 - Qualification,60.8,38,Women,13.7,15.5,14.4,13.4,14.7,5.2,5.9,Qualification,2018,2018-World Cup 5,Qualification,0.0,AMUNDSEN Aurora - NOR
NAUDE Andi - CAN - World Cup 2 - 2018 - Qualification,72.19,4,Women,17.0,16.5,17.0,16.1,15.8,6.7,7.0,Qualification,2018,2018-World Cup 2,Qualification,0.0,NAUDE Andi - CAN
JOHNSON Tess - USA - World Cup 8 - 2018 - Final 1,77.37,8,Women,16.5,16.9,16.6,17.0,16.9,7.6,7.5,Finals,2018,2018-World Cup 8,Final 1,0.0,JOHNSON Tess - USA
NAUDE Andi - CAN - World Cup 5 - 2018 - Qualification,72.56,8,Women,16.2,16.4,16.0,16.7,17.5,7.2,6.7,Qualification,2018,2018-World Cup 5,Qualification,0.0,NAUDE Andi - CAN
KAUF Jaelin - USA - Olympics - 2018 - Final 1,78.73,2,Women,16.7,17.8,17.6,17.4,17.8,7.5,7.4,Finals,2018,2018-Olympics,Final 1,0.0,KAUF Jaelin - USA
ROBICHAUD Audrey - CAN - World Cup 7 - 2018 - Qualification,78.73,7,Women,16.8,16.3,15.6,15.5,16.4,7.7,8.4,Qualification,2018,2018-World Cup 7,Qualification,0.0,ROBICHAUD Audrey - CAN
KAUF Jaelin - USA - World Cup 5 - 2018 - Qualification,71.87,16,Women,16.6,16.9,15.0,17.0,17.0,5.7,6.1,Qualification,2018,2018-World Cup 5,Qualification,0.0,KAUF Jaelin - USA
GUELI Claudia - AUS - World Cup 7 - 2018 - Qualification,71.87,34,Women,15.0,15.1,15.7,15.5,15.0,8.2,8.1,Qualification,2018,2018-World Cup 7,Qualification,0.0,GUELI Claudia - AUS
MURATA Arisa - JPN - Olympics - 2018 - Final 1,70.77,18,Women,15.7,16.2,16.1,16.7,15.9,6.5,7.0,Finals,2018,2018-Olympics,Final 1,0.0,MURATA Arisa - JPN
MEILINGER Melanie - AUT - Olympics - 2018 - Qualification 2,57.71,13,Women,15.4,14.9,15.3,14.8,15.3,4.7,3.7,Qualification,2018,2018-Olympics,Qualification 2,,MEILINGER Melanie - AUT
GALYSHEVA Yulia - KAZ - World Cup 5 - 2018 - Final 1,68.85,15,Women,16.3,16.9,17.1,16.3,16.0,5.0,5.2,Finals,2018,2018-World Cup 5,Final 1,0.0,GALYSHEVA Yulia - KAZ
DUFOUR LAPOINTE Chloe - CAN - World Cup 7 - 2018 - Qualification,78.4,8,Women,15.9,16.1,16.4,16.4,16.4,6.3,7.1,Qualification,2018,2018-World Cup 7,Qualification,0.0,DUFOUR LAPOINTE Chloe - CAN
FOERSTER Katharina - GER - World Cup 7 - 2018 - Qualification,73.39,32,Women,15.2,16.0,14.7,15.1,15.4,6.3,6.7,Qualification,2018,2018-World Cup 7,Qualification,0.0,FOERSTER Katharina - GER
SEO Jee Won - KOR - World Cup 4 - 2018 - Qualification,36.79,48,Women,15.0,12.7,14.0,14.0,13.8,2.2,3.4,Qualification,2018,2018-World Cup 4,Qualification,0.0,SEO Jee Won - KOR
ANTHONY Jakara - AUS - World Cup 5 - 2018 - Final 1,78.04,6,Women,17.0,17.2,17.2,16.7,16.8,7.8,8.6,Finals,2018,2018-World Cup 5,Final 1,0.0,ANTHONY Jakara - AUS
ITO Miki - JPN - World Cup 5 - 2018 - Qualification,71.78,17,Women,16.7,16.1,16.8,16.6,15.9,7.5,7.8,Qualification,2018,2018-World Cup 5,Qualification,0.0,ITO Miki - JPN
ONEILL Taylah - AUS - World Cup 7 - 2018 - Qualification,71.78,35,Women,15.0,15.4,15.9,15.8,15.4,5.6,6.2,Qualification,2018,2018-World Cup 7,Qualification,0.0,ONEILL Taylah - AUS
SEO Jee Won - KOR - World Cup 2 - 2018 - Qualification,53.32,38,Women,14.2,14.2,14.8,14.5,14.0,5.4,5.8,Qualification,2018,2018-World Cup 2,Qualification,0.0,SEO Jee Won - KOR
GALYSHEVA Yulia - KAZ - World Cup 3 - 2018 - Qualification,70.27,9,Women,16.5,16.1,15.8,16.2,16.4,7.0,7.5,Qualification,2018,2018-World Cup 3,Qualification,0.0,GALYSHEVA Yulia - KAZ
KAUF Jaelin - USA - World Cup 1 - 2018 - Qualification 2,74.45,1,Women,17.5,16.2,17.0,16.6,17.0,7.1,7.9,Qualification,2018,2018-World Cup 1,Qualification 2,0.0,KAUF Jaelin - USA
FENG yue - CHN - World Cup 2 - 2018 - Qualification,42.06,41,Women,11.2,14.0,13.5,13.7,12.8,5.2,4.7,Qualification,2018,2018-World Cup 2,Qualification,0.0,FENG yue - CHN
WESSEL Hedvig - NOR - Olympics - 2018 - Qualification 2,71.66,5,Women,16.2,15.5,15.9,15.5,15.5,6.8,7.3,Qualification,2018,2018-Olympics,Qualification 2,,WESSEL Hedvig - NOR
CABROL Camille - FRA - World Cup 5 - 2018 - Qualification,71.66,19,Women,16.1,16.3,17.0,16.0,16.7,6.9,7.5,Qualification,2018,2018-World Cup 5,Qualification,0.0,CABROL Camille - FRA
KAUF Jaelin - USA - World Cup 2 - 2018 - Final 1,80.83,1,Women,17.2,17.0,17.4,17.2,16.8,7.8,7.5,Finals,2018,2018-World Cup 2,Final 1,0.0,KAUF Jaelin - USA
DUFOUR LAPOINTE Justine - CAN - World Cup 8 - 2018 - Final 2,81.33,2,Women,17.2,17.1,17.0,17.3,17.3,9.2,8.7,Finals,2018,2018-World Cup 8,Final 2,0.0,DUFOUR LAPOINTE Justine - CAN
LAFFONT Perrine - FRA - World Cup 7 - 2018 - Qualification,77.03,18,Women,16.9,16.1,17.0,16.1,16.3,6.2,5.9,Qualification,2018,2018-World Cup 7,Qualification,0.0,LAFFONT Perrine - FRA
JOHNSON Tess - USA - World Cup 6 - 2018 - Qualification,74.32,8,Women,16.2,16.8,16.4,16.5,18.0,7.7,8.1,Qualification,2018,2018-World Cup 6,Qualification,0.0,JOHNSON Tess - USA
LAFFONT Perrine - FRA - World Cup 8 - 2018 - Final 1,80.95,2,Women,17.6,17.0,17.2,17.5,17.8,8.6,8.6,Finals,2018,2018-World Cup 8,Final 1,0.0,LAFFONT Perrine - FRA
GALYSHEVA Yulia - KAZ - Olympics - 2018 - Final 3,77.4,3,Women,16.2,16.2,16.4,16.4,16.6,8.2,8.2,Finals,2018,2018-Olympics,Final 3,0.0,GALYSHEVA Yulia - KAZ
BROWN Berkley - CAN - World Cup 7 - 2018 - Qualification,77.4,17,Women,15.6,16.5,14.9,15.1,15.7,8.7,8.2,Qualification,2018,2018-World Cup 7,Qualification,0.0,BROWN Berkley - CAN
RAKHIMOVA Regina - OAR - World Cup 7 - 2018 - Qualification,73.32,33,Women,15.2,15.9,15.1,15.6,14.8,8.0,8.4,Qualification,2018,2018-World Cup 7,Qualification,0.0,RAKHIMOVA Regina - OAR
MCCARGO Keaton - USA - World Cup 1 - 2018 - Qualification 1,73.32,8,Women,17.4,17.0,17.0,16.9,17.8,6.6,7.0,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,MCCARGO Keaton - USA
SCHILD Morgan - USA - World Cup 2 - 2018 - Qualification,73.32,1,Women,16.7,16.0,16.3,15.1,15.3,8.2,7.8,Qualification,2018,2018-World Cup 2,Qualification,0.0,SCHILD Morgan - USA
SHIMKO Avital - USA - World Cup 6 - 2018 - Final 1,73.32,15,Women,16.2,17.1,17.1,16.2,16.2,5.7,6.6,Finals,2018,2018-World Cup 6,Final 1,0.0,SHIMKO Avital - USA
WEESE Sophie - GER - World Cup 7 - 2018 - Qualification,69.48,39,Women,15.0,15.1,14.4,15.1,15.2,5.8,5.9,Qualification,2018,2018-World Cup 7,Qualification,0.0,WEESE Sophie - GER
WANG Jin - CHN - World Cup 2 - 2018 - Qualification,34.55,42,Women,12.0,15.0,14.0,14.3,13.4,5.0,4.8,Qualification,2018,2018-World Cup 2,Qualification,0.0,WANG Jin - CHN
SCHILD Morgan - USA - World Cup 4 - 2018 - Final 1,79.39,6,Women,17.3,17.4,18.2,17.9,17.9,7.6,6.7,Finals,2018,2018-World Cup 4,Final 1,0.0,SCHILD Morgan - USA
HIMBURY Madii - AUS - World Cup 1 - 2018 - Qualification 1,62.71,27,Women,15.4,15.0,16.7,13.5,12.5,6.9,7.8,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,HIMBURY Madii - AUS
ITO Satsuki - JPN - World Cup 2 - 2018 - Qualification,69.37,10,Women,15.3,16.0,15.9,16.1,15.8,6.4,6.3,Qualification,2018,2018-World Cup 2,Qualification,0.0,ITO Satsuki - JPN
SHIMKO Avital - USA - World Cup 5 - 2018 - Qualification,68.06,26,Women,15.9,15.8,16.4,15.4,15.2,5.5,6.1,Qualification,2018,2018-World Cup 5,Qualification,0.0,SHIMKO Avital - USA
WANG Jin - CHN - World Cup 4 - 2018 - Qualification,45.5,45,Women,13.8,12.8,13.4,12.0,13.0,2.0,2.0,Qualification,2018,2018-World Cup 4,Qualification,0.0,WANG Jin - CHN
YIN Krystle - AUS - World Cup 3 - 2018 - Qualification,62.21,28,Women,15.7,14.5,15.2,14.1,15.3,7.4,7.7,Qualification,2018,2018-World Cup 3,Qualification,0.0,YIN Krystle - AUS
CABROL Camille - FRA - World Cup 4 - 2018 - Qualification,59.53,38,Women,15.3,14.3,15.0,14.9,15.9,5.2,5.3,Qualification,2018,2018-World Cup 4,Qualification,0.0,CABROL Camille - FRA
LAFFONT Perrine - FRA - World Cup 6 - 2018 - Final 2,80.38,2,Women,17.0,17.4,17.9,17.4,16.3,8.4,8.5,Finals,2018,2018-World Cup 6,Final 2,0.0,LAFFONT Perrine - FRA
FOERSTER Katharina - GER - World Cup 1 - 2018 - Qualification 2,70.23,5,Women,16.2,16.5,16.9,16.9,16.5,6.1,6.0,Qualification,2018,2018-World Cup 1,Qualification 2,0.0,FOERSTER Katharina - GER
GUELI Claudia - AUS - Olympics - 2018 - Qualification 1,68.68,17,Women,16.3,15.0,16.0,14.7,15.0,7.8,7.8,Qualification,2018,2018-Olympics,Qualification 1,0.0,GUELI Claudia - AUS
HOSHINO Junko - JPN - World Cup 6 - 2018 - Qualification,63.27,33,Women,15.9,15.8,15.5,16.4,15.1,5.0,5.0,Qualification,2018,2018-World Cup 6,Qualification,0.0,HOSHINO Junko - JPN
LAFFONT Perrine - FRA - World Cup 5 - 2018 - Final 2,81.88,1,Women,17.5,17.6,17.4,17.6,17.6,8.6,8.6,Finals,2018,2018-World Cup 5,Final 2,0.0,LAFFONT Perrine - FRA
GALYSHEVA Yulia - KAZ - World Cup 5 - 2018 - Qualification,75.3,2,Women,15.6,16.9,16.1,16.4,16.2,7.4,7.9,Qualification,2018,2018-World Cup 5,Qualification,0.0,GALYSHEVA Yulia - KAZ
ASH Sophie - AUS - World Cup 4 - 2018 - Qualification,70.65,14,Women,16.1,15.9,15.6,15.4,16.5,7.0,7.6,Qualification,2018,2018-World Cup 4,Qualification,0.0,ASH Sophie - AUS
GRASEMANN Laura - GER - World Cup 6 - 2018 - Qualification,66.98,29,Women,15.8,15.8,14.3,13.8,14.9,5.6,6.6,Qualification,2018,2018-World Cup 6,Qualification,0.0,GRASEMANN Laura - GER
LAFFONT Perrine - FRA - Olympics - 2018 - Final 1,75.76,6,Women,17.2,16.7,16.8,16.8,16.5,7.7,7.9,Finals,2018,2018-Olympics,Final 1,0.0,LAFFONT Perrine - FRA
JOHNSON Tess - USA - World Cup 6 - 2018 - Final 1,76.63,11,Women,16.7,17.1,16.4,17.3,17.3,7.2,8.0,Finals,2018,2018-World Cup 6,Final 1,0.0,JOHNSON Tess - USA
PETROVA Tetiana - UKR - Olympics - 2018 - Qualification 2,23.07,19,Women,12.0,14.0,13.4,14.0,14.3,0.2,0.1,Qualification,2018,2018-Olympics,Qualification 2,,PETROVA Tetiana - UKR
AMRENOVA Ayaulym - KAZ - World Cup 7 - 2018 - Qualification,68.88,41,Women,15.0,14.8,12.3,16.0,14.1,7.0,6.8,Qualification,2018,2018-World Cup 7,Qualification,0.0,AMRENOVA Ayaulym - KAZ
NAUDE Andi - CAN - World Cup 6 - 2018 - Qualification,74.83,6,Women,16.8,16.6,16.7,16.5,16.8,7.1,6.9,Qualification,2018,2018-World Cup 6,Qualification,0.0,NAUDE Andi - CAN
TOMITAKA Hinako - JPN - World Cup 7 - 2018 - Qualification,74.83,26,Women,15.4,16.2,15.1,15.7,15.6,7.9,7.9,Qualification,2018,2018-World Cup 7,Qualification,0.0,TOMITAKA Hinako - JPN
BOUARD Lea - FRA - World Cup 3 - 2018 - Qualification,62.02,29,Women,14.3,14.5,14.7,14.3,15.3,6.4,5.8,Qualification,2018,2018-World Cup 3,Qualification,0.0,BOUARD Lea - FRA
GULLACHSEN Kristine - NOR - World Cup 6 - 2018 - Qualification,50.94,43,Women,14.4,14.1,12.4,13.1,13.8,5.0,4.8,Qualification,2018,2018-World Cup 6,Qualification,0.0,GULLACHSEN Kristine - NOR
PERTAKHIYA Marika - OAR - World Cup 1 - 2018 - Qualification 1,73.77,6,Women,16.9,16.8,16.4,16.0,16.6,8.0,8.5,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,PERTAKHIYA Marika - OAR
MEILINGER Melanie - AUT - World Cup 8 - 2018 - Qualification,59.34,26,Women,14.7,15.4,15.4,12.0,15.0,4.1,3.8,Qualification,2018,2018-World Cup 8,Qualification,0.0,MEILINGER Melanie - AUT
GILBERT Valerie - CAN - World Cup 4 - 2018 - Qualification,59.34,39,Women,15.8,15.1,14.8,15.7,15.5,7.2,6.9,Qualification,2018,2018-World Cup 4,Qualification,0.0,GILBERT Valerie - CAN
KAUF Jaelin - USA - World Cup 2 - 2018 - Qualification,68.05,13,Women,15.2,16.2,15.9,16.3,17.1,6.4,6.0,Qualification,2018,2018-World Cup 2,Qualification,0.0,KAUF Jaelin - USA
MATTHEWS Mikaela - USA - World Cup 1 - 2018 - Qualification 1,56.78,38,Women,13.5,12.1,11.0,13.5,14.0,6.1,7.1,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,MATTHEWS Mikaela - USA
FOERSTER Katharina - GER - World Cup 3 - 2018 - Qualification,62.31,27,Women,15.7,15.0,15.2,14.8,15.0,5.2,5.4,Qualification,2018,2018-World Cup 3,Qualification,0.0,FOERSTER Katharina - GER
BOUARD Lea - FRA - World Cup 5 - 2018 - Qualification,63.88,35,Women,16.0,15.5,14.5,13.8,13.9,5.9,5.8,Qualification,2018,2018-World Cup 5,Qualification,0.0,BOUARD Lea - FRA
JOHNSON Tess - USA - World Cup 8 - 2018 - Qualification,74.11,9,Women,17.1,16.5,16.5,15.4,16.2,8.2,8.2,Qualification,2018,2018-World Cup 8,Qualification,0.0,JOHNSON Tess - USA
JOHNSON Tess - USA - Olympics - 2018 - Qualification 2,75.33,1,Women,17.1,17.3,17.5,17.2,17.4,7.4,7.3,Qualification,2018,2018-Olympics,Qualification 2,,JOHNSON Tess - USA
ANTHONY Jakara - AUS - World Cup 3 - 2018 - Qualification,67.16,21,Women,14.5,15.5,15.9,15.9,15.8,7.0,7.5,Qualification,2018,2018-World Cup 3,Qualification,0.0,ANTHONY Jakara - AUS
SEO Jung Hwa - KOR - World Cup 4 - 2018 - Qualification,37.55,47,Women,15.1,12.3,14.2,14.9,14.4,6.9,6.0,Qualification,2018,2018-World Cup 4,Qualification,0.0,SEO Jung Hwa - KOR
FOERSTER Katharina - GER - World Cup 6 - 2018 - Qualification,71.26,16,Women,16.0,16.1,16.6,16.1,16.6,5.7,4.8,Qualification,2018,2018-World Cup 6,Qualification,0.0,FOERSTER Katharina - GER
ONEILL Taylah - AUS - World Cup 6 - 2018 - Qualification,71.26,17,Women,16.2,16.2,16.4,15.8,15.7,8.2,7.6,Qualification,2018,2018-World Cup 6,Qualification,0.0,ONEILL Taylah - AUS
MATTHEWS Mikaela - USA - World Cup 6 - 2018 - Qualification,69.86,19,Women,15.8,16.2,16.4,15.5,16.0,6.2,6.0,Qualification,2018,2018-World Cup 6,Qualification,0.0,MATTHEWS Mikaela - USA
GILBERT Valerie - CAN - World Cup 7 - 2018 - Qualification,77.49,16,Women,15.1,15.4,15.8,16.1,15.6,6.9,7.7,Qualification,2018,2018-World Cup 7,Qualification,0.0,GILBERT Valerie - CAN
KAUF Jaelin - USA - World Cup 5 - 2018 - Final 1,78.19,5,Women,17.2,17.0,16.8,16.5,17.7,7.0,6.9,Finals,2018,2018-World Cup 5,Final 1,0.0,KAUF Jaelin - USA
ITO Satsuki - JPN - World Cup 7 - 2018 - Final 1,78.19,11,Women,16.2,15.8,16.5,16.5,16.5,7.2,8.0,Finals,2018,2018-World Cup 7,Final 1,0.0,ITO Satsuki - JPN
RAKHIMOVA Regina - OAR - World Cup 2 - 2018 - Final 2,74.16,5,Women,16.7,16.3,16.2,16.1,16.5,8.4,8.1,Finals,2018,2018-World Cup 2,Final 2,0.0,RAKHIMOVA Regina - OAR
ASH Sophie - AUS - World Cup 5 - 2018 - Final 1,74.16,13,Women,17.1,16.8,16.2,16.8,16.7,6.7,7.4,Finals,2018,2018-World Cup 5,Final 1,0.0,ASH Sophie - AUS
MCCARGO Keaton - USA - World Cup 8 - 2018 - Qualification,78.89,1,Women,16.5,16.8,16.5,16.6,16.7,9.1,8.8,Qualification,2018,2018-World Cup 8,Qualification,0.0,MCCARGO Keaton - USA
SCANZIO Deborah - SUI - World Cup 7 - 2018 - Final 1,75.87,12,Women,16.4,16.8,16.6,16.3,17.0,4.8,5.0,Finals,2018,2018-World Cup 7,Final 1,0.0,SCANZIO Deborah - SUI
KAUF Jaelin - USA - World Cup 1 - 2018 - Final 2,70.71,5,Women,16.4,17.0,17.5,16.5,16.2,7.1,7.4,Finals,2018,2018-World Cup 1,Final 2,0.0,KAUF Jaelin - USA
WANG Jin - CHN - World Cup 3 - 2018 - Qualification,38.77,45,Women,13.7,13.0,13.0,12.5,13.0,5.3,5.5,Qualification,2018,2018-World Cup 3,Qualification,0.0,WANG Jin - CHN
WESSEL Hedvig - NOR - World Cup 1 - 2018 - Qualification 1,39.07,43,Women,14.5,15.0,13.0,12.8,12.0,6.9,7.4,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,WESSEL Hedvig - NOR
ITO Satsuki - JPN - World Cup 1 - 2018 - Qualification 1,63.01,26,Women,16.1,14.1,16.0,14.5,16.6,6.9,7.2,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,ITO Satsuki - JPN
LAFFONT Perrine - FRA - World Cup 8 - 2018 - Qualification,78.69,2,Women,17.6,17.2,16.8,17.2,17.2,8.1,8.1,Qualification,2018,2018-World Cup 8,Qualification,0.0,LAFFONT Perrine - FRA
GAGNON Alex Anne - CAN - World Cup 1 - 2018 - Final 1,72.74,13,Women,16.5,16.2,17.0,16.8,16.5,6.3,7.1,Finals,2018,2018-World Cup 1,Final 1,0.0,GAGNON Alex Anne - CAN
STOLYAROVA Ekaterina - OAR - Olympics - 2018 - Final 2,72.74,11,Women,15.8,15.9,16.6,16.1,16.6,6.9,7.0,Finals,2018,2018-Olympics,Final 2,0.0,STOLYAROVA Ekaterina - OAR
GIACCIO Olivia - USA - World Cup 3 - 2018 - Qualification,71.57,6,Women,16.7,16.3,16.3,16.5,16.5,8.0,8.5,Qualification,2018,2018-World Cup 3,Qualification,0.0,GIACCIO Olivia - USA
KAUF Jaelin - USA - Olympics - 2018 - Final 2,76.03,7,Women,16.4,17.0,16.2,16.8,16.7,7.8,7.9,Finals,2018,2018-Olympics,Final 2,0.0,KAUF Jaelin - USA
KAUF Jaelin - USA - World Cup 6 - 2018 - Final 2,81.37,1,Women,17.2,17.8,17.2,17.0,17.6,8.0,8.6,Finals,2018,2018-World Cup 6,Final 2,0.0,KAUF Jaelin - USA
HIMBURY Madii - AUS - Olympics - 2018 - Final 1,68.19,20,Women,16.0,15.7,15.6,16.0,15.4,8.2,8.6,Finals,2018,2018-Olympics,Final 1,0.0,HIMBURY Madii - AUS
NAUDE Andi - CAN - World Cup 1 - 2018 - Qualification 1,73.19,9,Women,17.3,17.0,16.6,16.2,16.2,8.2,8.1,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,NAUDE Andi - CAN
CABROL Camille - FRA - World Cup 8 - 2018 - Qualification,65.92,23,Women,14.7,15.8,16.0,14.2,14.5,8.1,8.0,Qualification,2018,2018-World Cup 8,Qualification,0.0,CABROL Camille - FRA
LODOEN Nora - NOR - World Cup 1 - 2018 - Qualification 1,57.01,37,Women,14.0,14.5,15.1,15.0,14.1,5.0,4.6,Qualification,2018,2018-World Cup 1,Qualification 1,0.0,LODOEN Nora - NOR
LUNDBLAD Frida - SWE - World Cup 4 - 2018 - Qualification,57.01,40,Women,15.5,15.8,15.3,15.1,15.1,6.9,8.0,Qualification,2018,2018-World Cup 4,Qualification,0.0,LUNDBLAD Frida - SWE
COX Britteny - AUS - World Cup 8 - 2018 - Qualification,75.89,4,Women,17.4,16.9,16.6,16.4,15.8,7.5,7.2,Qualification,2018,2018-World Cup 8,Qualification,0.0,COX Britteny - AUS
BOUARD Lea - FRA - World Cup 8 - 2018 - Qualification,67.49,21,Women,16.0,15.5,15.4,14.8,15.0,5.0,4.4,Qualification,2018,2018-World Cup 8,Qualification,0.0,BOUARD Lea - FRA
CABROL Camille - FRA - World Cup 7 - 2018 - Qualification,67.49,43,Women,15.0,15.3,14.3,14.8,14.6,6.6,7.0,Qualification,2018,2018-World Cup 7,Qualification,0.0,CABROL Camille - FRA
MURATA Arisa - JPN - World Cup 5 - 2018 - Qualification,73.56,7,Women,16.5,15.5,15.9,15.7,16.1,6.6,7.3,Qualification,2018,2018-World Cup 5,Qualification,0.0,MURATA Arisa - JPN
ASH Sophie - AUS - World Cup 7 - 2018 - Qualification,73.56,31,Women,15.8,15.6,16.2,16.1,15.4,6.6,7.3,Qualification,2018,2018-World Cup 7,Qualification,0.0,ASH Sophie - AUS
FOERSTER Katharina - GER - World Cup 1 - 2018 - Final 1,73.56,11,Women,16.8,16.7,16.0,16.5,16.7,6.4,6.2,Finals,2018,2018-World Cup 1,Final 1,0.0,FOERSTER Katharina - GER
AMUNDSEN Aurora - NOR - World Cup 1 - 2018 - Qualification 2,60.02,15,Women,15.2,15.2,15.0,15.0,14.9,7.4,7.8,Qualification,2018,2018-World Cup 1,Qualification 2,0.0,AMUNDSEN Aurora - NOR
HIMBURY Madii - AUS - World Cup 6 - 2017 - Qualification 1,42.01,34,Women,11.2,12.0,13.5,15.1,13.5,6.0,5.8,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,HIMBURY Madii - AUS
WESSEL Hedvig - NOR - World Cup 4 - 2017 - Final 1,74.29,6,Women,16.4,16.6,16.2,16.8,15.9,6.1,6.3,Finals,2017,2017-World Cup 4,Final 1,0.0,WESSEL Hedvig - NOR
HIMBURY Madii - AUS - World Cup 5 - 2017 - Qualification,66.93,17,Women,16.2,15.8,16.8,16.5,14.8,6.0,7.0,Qualification,2017,2017-World Cup 5,Qualification,0.0,HIMBURY Madii - AUS
JENSON Alex - USA - World Cup 2 - 2017 - Qualification,66.93,10,Women,14.3,13.0,13.6,13.8,13.9,8.0,7.6,Qualification,2017,2017-World Cup 2,Qualification,0.0,JENSON Alex - USA
NAUDE Andi - CAN - World Cup 6 - 2017 - Qualification 2,73.33,4,Women,16.5,16.0,16.4,15.3,15.9,8.2,8.2,Qualification,2017,2017-World Cup 6,Qualification 2,0.0,NAUDE Andi - CAN
PERTAKHIYA Marika - OAR - World Championships - 2017 - Qualification 1,75.52,8,Women,16.6,16.2,16.7,15.9,15.9,8.4,8.5,Qualification,2017,2017-World Championships,Qualification 1,0.0,PERTAKHIYA Marika - OAR
GRASEMANN Laura - GER - World Championships - 2017 - Final 1,75.52,11,Women,16.1,15.8,16.0,16.2,15.7,7.9,7.8,Finals,2017,2017-World Championships,Final 1,0.0,GRASEMANN Laura - GER
GERKEN SCHOFIELD Makayla - GBR - World Championships - 2017 - Qualification 1,55.18,21,Women,13.8,13.0,13.6,14.7,14.7,5.2,5.0,Qualification,2017,2017-World Championships,Qualification 1,0.0,GERKEN SCHOFIELD Makayla - GBR
SUMIYOSHI Kisara - JPN - World Cup 2 - 2017 - Qualification,63.33,21,Women,15.5,15.6,14.4,13.7,13.6,7.2,6.6,Qualification,2017,2017-World Cup 2,Qualification,0.0,SUMIYOSHI Kisara - JPN
YIN Krystle - AUS - World Cup 7 - 2017 - Qualification,63.33,28,Women,15.2,15.2,14.5,15.5,15.3,4.2,4.4,Qualification,2017,2017-World Cup 7,Qualification,0.0,YIN Krystle - AUS
RAKHIMOVA Regina - OAR - World Cup 6 - 2017 - Qualification 1,73.26,6,Women,15.9,15.5,15.8,16.4,16.8,6.8,6.6,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,RAKHIMOVA Regina - OAR
WESSEL Hedvig - NOR - World Cup 8 - 2017 - Qualification,67.27,15,Women,16.0,15.9,16.0,14.0,14.2,6.6,6.6,Qualification,2017,2017-World Cup 8,Qualification,0.0,WESSEL Hedvig - NOR
KAUF Jaelin - USA - World Championships - 2017 - Qualification 1,67.27,18,Women,16.0,15.8,16.0,15.4,16.0,8.4,9.0,Qualification,2017,2017-World Championships,Qualification 1,0.0,KAUF Jaelin - USA
GIACCIO Olivia - USA - World Cup 8 - 2017 - Final 1,70.04,14,Women,17.5,17.0,16.6,16.3,16.0,5.8,6.0,Finals,2017,2017-World Cup 8,Final 1,0.0,GIACCIO Olivia - USA
