Athlete_Comp,Metric,Finish,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
WALCZYK Dylan - USA - World Cup 2 - 2017 - Qualification,62.9,33,Men,14.0,13.8,14.0,14.3,15.4,4.6,4.3,Qualification,2017,2017-World Cup 2,Qualification,0.0,WALCZYK Dylan - USA
KAPITONOV Nikita - RUS - World Cup 5 - 2017 - Qualification,39.46,46,Men,15.9,15.6,15.8,15.4,16.0,5.0,4.3,Qualification,2017,2017-World Cup 5,Qualification,0.0,KAPITONOV Nikita - RUS
SMITH Emerson - USA - World Cup 1 - 2017 - Qualification 1,66.41,26,Men,15.3,15.8,14.8,16.3,15.4,5.0,4.7,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,SMITH Emerson - USA
SHIKATA Motoki - JPN - World Cup 1 - 2017 - Qualification 2,68.89,10,Men,15.0,14.8,14.3,14.8,15.0,7.2,7.5,Qualification,2017,2017-World Cup 1,Qualification 2,0.0,SHIKATA Motoki - JPN
HORISHIMA Ikuma - JPN - World Cup 4 - 2017 - Final 1,80.65,7,Men,18.1,18.0,18.1,18.6,18.8,7.6,6.6,Finals,2017,2017-World Cup 4,Final 1,0.0,HORISHIMA Ikuma - JPN
DUFRESNE Gabriel - CAN - World Cup 5 - 2017 - Qualification,72.23,25,Men,16.7,16.7,16.9,16.5,16.9,7.4,7.5,Qualification,2017,2017-World Cup 5,Qualification,0.0,DUFRESNE Gabriel - CAN
TADE Marco - SUI - World Cup 1 - 2017 - Qualification 2,74.77,3,Men,15.8,16.4,16.0,15.5,16.5,7.9,8.0,Qualification,2017,2017-World Cup 1,Qualification 2,0.0,TADE Marco - SUI
SEO Myung Joon - KOR - World Cup 7 - 2017 - Qualification,75.92,17,Men,16.0,16.4,16.4,17.7,17.1,8.6,9.2,Qualification,2017,2017-World Cup 7,Qualification,0.0,SEO Myung Joon - KOR
WALLBERG Walter - SWE - World Cup 2 - 2017 - Final 1,75.92,5,Men,17.0,16.4,16.3,16.2,16.5,8.5,8.3,Finals,2017,2017-World Cup 2,Final 1,0.0,WALLBERG Walter - SWE
SEO Myung Joon - KOR - World Cup 2 - 2017 - Qualification,66.72,25,Men,14.0,15.0,15.7,14.9,14.6,5.8,5.9,Qualification,2017,2017-World Cup 2,Qualification,0.0,SEO Myung Joon - KOR
DUFRESNE Gabriel - CAN - World Cup 4 - 2017 - Qualification,69.05,40,Men,16.1,16.0,17.1,16.9,16.8,6.6,6.6,Qualification,2017,2017-World Cup 4,Qualification,0.0,DUFRESNE Gabriel - CAN
DUMAIS Laurent - CAN - World Championships - 2017 - Qualification 1,69.05,34,Men,15.9,16.4,15.0,15.4,14.7,7.7,7.9,Qualification,2017,2017-World Championships,Qualification 1,0.0,DUMAIS Laurent - CAN
BOUARD Adrien - GER - World Cup 6 - 2017 - Qualification 1,59.48,47,Men,13.6,14.5,14.7,14.6,13.8,5.9,6.8,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,BOUARD Adrien - GER
PENTTALA Jussi - FIN - World Cup 7 - 2017 - Qualification,74.17,24,Men,16.9,16.6,16.7,16.7,16.6,7.1,6.9,Qualification,2017,2017-World Cup 7,Qualification,0.0,PENTTALA Jussi - FIN
NISHI Nobuyuki - JPN - World Cup 2 - 2017 - Final 1,73.98,8,Men,17.1,16.8,16.1,16.4,16.4,8.0,7.6,Finals,2017,2017-World Cup 2,Final 1,0.0,NISHI Nobuyuki - JPN
SHIKATA Motoki - JPN - World Cup 7 - 2017 - Final 1,80.96,8,Men,17.4,17.8,17.7,18.1,18.3,7.8,8.2,Finals,2017,2017-World Cup 7,Final 1,0.0,SHIKATA Motoki - JPN
PFEIFFER Felix - GER - World Cup 3 - 2017 - Qualification,47.71,52,Men,13.8,13.0,13.7,12.2,12.8,3.1,3.0,Qualification,2017,2017-World Cup 3,Qualification,0.0,PFEIFFER Felix - GER
ELOFSSON Felix - SWE - World Cup 6 - 2017 - Qualification 2,68.26,17,Men,15.2,16.0,16.3,15.2,16.0,6.4,6.1,Qualification,2017,2017-World Cup 6,Qualification 2,0.0,ELOFSSON Felix - SWE
KINGSBURY Mikael - CAN - World Championships - 2017 - Final 1,86.59,1,Men,18.2,17.9,18.0,18.2,18.1,8.6,8.3,Finals,2017,2017-World Championships,Final 1,0.0,KINGSBURY Mikael - CAN
SALONEN Jimi - FIN - World Cup 3 - 2017 - Final 1,81.29,7,Men,18.1,18.0,17.9,16.8,17.7,6.1,5.2,Finals,2017,2017-World Cup 3,Final 1,0.0,SALONEN Jimi - FIN
DUMAIS Laurent - CAN - World Cup 6 - 2017 - Qualification 2,75.58,7,Men,16.3,16.5,16.6,14.8,16.0,8.4,8.2,Qualification,2017,2017-World Cup 6,Qualification 2,0.0,DUMAIS Laurent - CAN
BARMASHOV Dmitriy - KAZ - World Cup 5 - 2017 - Qualification,70.16,28,Men,16.8,16.7,16.4,16.2,16.2,5.8,5.9,Qualification,2017,2017-World Cup 5,Qualification,0.0,BARMASHOV Dmitriy - KAZ
DUMAIS Laurent - CAN - World Cup 7 - 2017 - Qualification,70.16,37,Men,15.4,16.0,16.1,16.7,17.3,6.0,6.8,Qualification,2017,2017-World Cup 7,Qualification,0.0,DUMAIS Laurent - CAN
DUMAIS Laurent - CAN - World Cup 3 - 2017 - Qualification,70.16,25,Men,14.5,14.0,16.6,14.9,16.0,6.0,6.8,Qualification,2017,2017-World Cup 3,Qualification,0.0,DUMAIS Laurent - CAN
BOUARD Adrien - GER - World Cup 7 - 2017 - Qualification,32.67,49,Men,15.0,15.2,15.8,15.8,16.1,5.4,5.8,Qualification,2017,2017-World Cup 7,Qualification,0.0,BOUARD Adrien - GER
HORISHIMA Ikuma - JPN - World Cup 6 - 2017 - Qualification 1,77.92,9,Men,16.0,16.5,16.6,16.7,17.0,8.7,8.3,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,HORISHIMA Ikuma - JPN
ANDERSEN Tevje Lie - NOR - World Cup 6 - 2017 - Qualification 2,77.92,4,Men,17.4,16.5,16.8,16.3,16.7,9.2,8.8,Qualification,2017,2017-World Cup 6,Qualification 2,0.0,ANDERSEN Tevje Lie - NOR
MURPHY Troy - USA - World Cup 6 - 2017 - Qualification 1,77.92,8,Men,15.1,17.5,17.1,15.6,16.4,8.6,8.4,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,MURPHY Troy - USA
POULIOT CAVANAGH Simon - CAN - World Cup 6 - 2017 - Qualification 2,58.02,19,Men,15.2,16.0,15.6,15.4,15.5,9.2,8.7,Qualification,2017,2017-World Cup 6,Qualification 2,0.0,POULIOT CAVANAGH Simon - CAN
MUSTONEN Miska - FIN - World Cup 6 - 2017 - Qualification 1,47.07,51,Men,12.6,14.0,15.3,14.3,14.8,4.8,4.5,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,MUSTONEN Miska - FIN
CHOI Jae Woo - KOR - World Cup 6 - 2017 - Qualification 1,75.44,17,Men,16.4,16.5,16.9,16.5,16.7,7.9,7.8,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,CHOI Jae Woo - KOR
SUMMERS Brodie - AUS - World Cup 6 - 2017 - Qualification 2,75.44,8,Men,16.8,16.0,15.8,16.6,16.5,7.9,8.6,Qualification,2017,2017-World Cup 6,Qualification 2,0.0,SUMMERS Brodie - AUS
GRAHAM Matt - AUS - World Cup 7 - 2017 - Final 1,82.27,6,Men,18.0,18.2,18.1,18.5,18.3,8.1,8.2,Finals,2017,2017-World Cup 7,Final 1,0.0,GRAHAM Matt - AUS
WILSON Bradley - USA - World Cup 2 - 2017 - Final 1,77.37,4,Men,16.9,16.4,16.3,16.5,16.1,7.7,7.4,Finals,2017,2017-World Cup 2,Final 1,0.0,WILSON Bradley - USA
BENNA Anthony - FRA - World Cup 2 - 2017 - Qualification,23.96,49,Men,12.0,13.0,12.8,13.0,13.4,8.2,8.3,Qualification,2017,2017-World Cup 2,Qualification,0.0,BENNA Anthony - FRA
WILSON Bradley - USA - World Cup 6 - 2017 - Qualification 1,72.56,27,Men,14.7,16.5,16.8,16.8,16.0,6.0,5.9,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,WILSON Bradley - USA
SUMMERS Brodie - AUS - World Cup 3 - 2017 - Final 1,72.56,13,Men,16.8,16.4,16.5,16.9,16.8,7.5,5.8,Finals,2017,2017-World Cup 3,Final 1,0.0,SUMMERS Brodie - AUS
ANUFRIEV Egor - RUS - World Cup 1 - 2017 - Qualification 1,70.54,20,Men,14.6,16.0,15.7,15.8,16.5,6.2,6.3,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,ANUFRIEV Egor - RUS
CHUNLAUD Kerrian - CAN - World Cup 3 - 2017 - Qualification,40.45,53,Men,14.0,13.0,13.8,10.9,14.0,5.6,7.0,Qualification,2017,2017-World Cup 3,Qualification,0.0,CHUNLAUD Kerrian - CAN
HARA Daichi - JPN - World Cup 7 - 2017 - Qualification,79.49,10,Men,18.0,18.0,16.8,17.3,17.6,6.1,7.0,Qualification,2017,2017-World Cup 7,Qualification,0.0,HARA Daichi - JPN
ROWLEY Thomas - USA - World Championships - 2017 - Qualification 1,81.36,4,Men,16.8,17.2,17.2,17.6,17.4,8.6,8.4,Qualification,2017,2017-World Championships,Qualification 1,0.0,ROWLEY Thomas - USA
MURPHY Troy - USA - World Cup 8 - 2017 - Final 2,79.49,4,Men,18.1,17.6,17.8,18.0,18.2,7.4,7.6,Finals,2017,2017-World Cup 8,Final 2,0.0,MURPHY Troy - USA
WALCZYK Dylan - USA - World Championships - 2017 - Qualification 2,77.24,9,Men,16.8,16.3,16.6,16.7,16.0,8.6,8.0,Qualification,2017,2017-World Championships,Qualification 2,0.0,WALCZYK Dylan - USA
ESCOBAR Jules - FRA - World Championships - 2017 - Qualification 1,77.24,19,Men,16.5,16.7,17.0,17.4,17.0,7.7,8.0,Qualification,2017,2017-World Championships,Qualification 1,0.0,ESCOBAR Jules - FRA
HORISHIMA Ikuma - JPN - World Cup 3 - 2017 - Qualification,73.39,19,Men,16.0,16.1,16.9,14.5,14.3,6.9,7.4,Qualification,2017,2017-World Cup 3,Qualification,0.0,HORISHIMA Ikuma - JPN
PENTTALA Jussi - FIN - World Cup 5 - 2017 - Qualification,72.78,20,Men,17.6,16.4,16.5,16.4,16.8,6.0,5.2,Qualification,2017,2017-World Cup 5,Qualification,0.0,PENTTALA Jussi - FIN
ELOFSSON Felix - SWE - World Cup 4 - 2017 - Qualification,73.39,23,Men,16.9,16.7,16.0,17.3,16.7,6.6,5.7,Qualification,2017,2017-World Cup 4,Qualification,0.0,ELOFSSON Felix - SWE
GRAHAM Matt - AUS - World Cup 3 - 2017 - Final 1,82.98,4,Men,17.9,18.2,17.6,18.1,18.3,8.0,8.7,Finals,2017,2017-World Cup 3,Final 1,0.0,GRAHAM Matt - AUS
THEOCHARIS Sacha - FRA - World Cup 5 - 2017 - Qualification,78.04,6,Men,16.8,17.5,16.9,14.7,16.5,8.7,8.8,Qualification,2017,2017-World Cup 5,Qualification,0.0,THEOCHARIS Sacha - FRA
KINGSBURY Mikael - CAN - World Cup 8 - 2017 - Final 2,86.0,1,Men,18.5,18.6,18.6,18.8,19.0,7.9,7.9,Finals,2017,2017-World Cup 8,Final 2,0.0,KINGSBURY Mikael - CAN
ULSIFER Luke - CAN - World Cup 7 - 2017 - Qualification,71.78,31,Men,15.9,16.2,16.8,16.2,16.2,8.4,8.5,Qualification,2017,2017-World Cup 7,Qualification,0.0,ULSIFER Luke - CAN
POULIOT CAVANAGH Simon - CAN - World Cup 1 - 2017 - Qualification 2,69.33,8,Men,14.9,14.8,16.0,15.8,15.5,7.0,6.7,Qualification,2017,2017-World Cup 1,Qualification 2,0.0,POULIOT CAVANAGH Simon - CAN
GAGNON Marc Antoine - CAN - World Cup 6 - 2017 - Final 1,78.2,14,Men,17.6,17.5,17.5,18.0,18.2,5.2,5.9,Finals,2017,2017-World Cup 6,Final 1,0.0,GAGNON Marc Antoine - CAN
SUMMERS Brodie - AUS - World Cup 7 - 2017 - Qualification,78.2,14,Men,17.5,17.6,17.1,17.5,17.6,8.2,7.6,Qualification,2017,2017-World Cup 7,Qualification,0.0,SUMMERS Brodie - AUS
KIM Ji Hyon - KOR - World Cup 7 - 2017 - Qualification,71.92,30,Men,15.9,16.6,15.9,15.8,16.2,6.8,7.6,Qualification,2017,2017-World Cup 7,Qualification,0.0,KIM Ji Hyon - KOR
PENTTALA Jussi - FIN - World Cup 1 - 2017 - Qualification 2,67.23,12,Men,14.9,14.8,16.5,15.6,16.4,5.6,6.5,Qualification,2017,2017-World Cup 1,Qualification 2,0.0,PENTTALA Jussi - FIN
SUMMERS Brodie - AUS - World Cup 5 - 2017 - Qualification,67.23,35,Men,15.9,17.4,16.3,16.1,16.8,7.9,7.3,Qualification,2017,2017-World Cup 5,Qualification,0.0,SUMMERS Brodie - AUS
HOLMGREN Albin - SWE - World Championships - 2017 - Qualification 1,67.23,36,Men,14.7,14.6,14.5,14.8,15.0,5.8,5.9,Qualification,2017,2017-World Championships,Qualification 1,0.0,HOLMGREN Albin - SWE
GRAHAM Matt - AUS - World Cup 8 - 2017 - Final 2,81.12,3,Men,18.2,18.3,18.0,18.0,17.9,8.2,8.3,Finals,2017,2017-World Cup 8,Final 2,0.0,GRAHAM Matt - AUS
TADE Marco - SUI - World Cup 8 - 2017 - Final 1,70.27,15,Men,17.9,16.7,16.0,17.5,17.2,8.1,8.0,Finals,2017,2017-World Cup 8,Final 1,0.0,TADE Marco - SUI
WALCZYK Dylan - USA - World Cup 4 - 2017 - Qualification,70.27,36,Men,16.5,16.4,17.0,17.4,17.5,6.3,5.7,Qualification,2017,2017-World Cup 4,Qualification,0.0,WALCZYK Dylan - USA
THEOCHARIS Sacha - FRA - World Cup 7 - 2017 - Qualification,74.45,22,Men,17.2,16.4,17.3,16.9,16.4,7.2,6.8,Qualification,2017,2017-World Cup 7,Qualification,0.0,THEOCHARIS Sacha - FRA
GARBE Julius - GER - World Championships - 2017 - Qualification 2,74.45,13,Men,16.8,16.0,16.5,17.1,16.0,6.1,6.4,Qualification,2017,2017-World Championships,Qualification 2,0.0,GARBE Julius - GER
CHOI Jae Woo - KOR - World Cup 1 - 2017 - Qualification 1,71.66,12,Men,15.8,15.6,15.9,15.8,16.0,7.6,7.3,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,CHOI Jae Woo - KOR
SALONEN Jimi - FIN - World Cup 6 - 2017 - Final 1,80.83,11,Men,17.7,17.5,17.6,17.2,17.0,6.9,6.7,Finals,2017,2017-World Cup 6,Final 1,0.0,SALONEN Jimi - FIN
BARMASHOV Dmitriy - KAZ - World Cup 4 - 2017 - Qualification,37.26,56,Men,15.7,15.9,14.7,14.3,13.8,5.2,6.4,Qualification,2017,2017-World Cup 4,Qualification,0.0,BARMASHOV Dmitriy - KAZ
MARQUIS Philippe - CAN - World Cup 2 - 2017 - Qualification,74.32,5,Men,16.4,15.7,16.3,15.0,15.7,8.7,7.9,Qualification,2017,2017-World Cup 2,Qualification,0.0,MARQUIS Philippe - CAN
ANDERSEN Tevje Lie - NOR - World Championships - 2017 - Qualification 1,77.4,17,Men,16.7,15.7,16.9,17.2,16.8,8.8,8.7,Qualification,2017,2017-World Championships,Qualification 1,0.0,ANDERSEN Tevje Lie - NOR
TADE Marco - SUI - World Cup 1 - 2017 - Qualification 1,68.65,23,Men,15.8,15.4,16.5,14.3,15.0,7.6,7.5,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,TADE Marco - SUI
CAVET Benjamin - FRA - World Cup 7 - 2017 - Final 1,82.42,5,Men,18.4,18.3,18.4,18.4,18.1,8.6,9.3,Finals,2017,2017-World Cup 7,Final 1,0.0,CAVET Benjamin - FRA
REIKHERD Dmitriy - KAZ - World Cup 7 - 2017 - Qualification,83.5,4,Men,17.8,18.3,18.2,18.2,18.3,8.3,8.4,Qualification,2017,2017-World Cup 7,Qualification,0.0,REIKHERD Dmitriy - KAZ
WILSON Bradley - USA - World Cup 7 - 2017 - Final 1,83.5,4,Men,17.9,17.7,18.2,18.5,18.5,6.9,8.1,Finals,2017,2017-World Cup 7,Final 1,0.0,WILSON Bradley - USA
SLATTEN Vinjar - NOR - World Cup 5 - 2017 - Qualification,80.6,2,Men,17.9,17.4,17.8,17.6,17.6,8.0,7.4,Qualification,2017,2017-World Cup 5,Qualification,0.0,SLATTEN Vinjar - NOR
POULIOT CAVANAGH Simon - CAN - World Cup 3 - 2017 - Final 1,79.61,9,Men,17.9,17.7,18.2,17.6,18.1,6.4,6.7,Finals,2017,2017-World Cup 3,Final 1,0.0,POULIOT CAVANAGH Simon - CAN
WALLBERG Walter - SWE - World Cup 2 - 2017 - Qualification,69.48,15,Men,15.7,15.0,14.8,15.4,14.8,8.8,8.6,Qualification,2017,2017-World Cup 2,Qualification,0.0,WALLBERG Walter - SWE
CHAPMAN DAVIES Rohan - AUS - World Championships - 2017 - Qualification 1,74.84,24,Men,16.5,16.2,17.1,16.5,15.8,9.0,9.1,Qualification,2017,2017-World Championships,Qualification 1,0.0,CHAPMAN DAVIES Rohan - AUS
GAGNON Marc Antoine - CAN - World Cup 7 - 2017 - Final 1,79.39,14,Men,17.9,18.0,17.9,18.2,17.9,7.5,6.7,Finals,2017,2017-World Cup 7,Final 1,0.0,GAGNON Marc Antoine - CAN
POULIOT CAVANAGH Simon - CAN - World Cup 7 - 2017 - Final 1,79.78,13,Men,16.5,18.0,17.9,17.6,16.8,8.3,8.7,Finals,2017,2017-World Cup 7,Final 1,0.0,POULIOT CAVANAGH Simon - CAN
ZHAO Yang - CHN - World Cup 3 - 2017 - Qualification,52.64,51,Men,14.0,14.3,13.9,14.0,14.3,4.9,5.8,Qualification,2017,2017-World Cup 3,Qualification,0.0,ZHAO Yang - CHN
PENTTALA Olli - FIN - World Championships - 2017 - Qualification 1,68.06,35,Men,15.9,13.7,14.9,15.2,15.2,7.0,7.7,Qualification,2017,2017-World Championships,Qualification 1,0.0,PENTTALA Olli - FIN
CHAPMAN DAVIES Rohan - AUS - World Cup 5 - 2017 - Qualification,66.29,37,Men,14.8,15.6,15.4,15.3,16.4,7.8,7.7,Qualification,2017,2017-World Cup 5,Qualification,0.0,CHAPMAN DAVIES Rohan - AUS
SALONEN Jimi - FIN - World Cup 1 - 2017 - Qualification 1,76.08,4,Men,15.8,15.8,17.5,17.0,17.0,7.0,7.6,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,SALONEN Jimi - FIN
CHAPMAN DAVIES Rohan - AUS - World Cup 6 - 2017 - Qualification 1,63.89,45,Men,15.2,15.8,16.2,15.0,16.8,9.0,8.9,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,CHAPMAN DAVIES Rohan - AUS
MASYRA Oleh - UKR - World Championships - 2017 - Qualification 1,17.41,48,Men,9.5,11.0,10.0,11.2,10.0,5.4,5.2,Qualification,2017,2017-World Championships,Qualification 1,0.0,MASYRA Oleh - UKR
ROWLEY Thomas - USA - World Cup 4 - 2017 - Final 2,82.76,4,Men,18.4,18.2,18.1,19.0,18.9,8.8,8.9,Finals,2017,2017-World Cup 4,Final 2,0.0,ROWLEY Thomas - USA
WILSON Bradley - USA - World Cup 2 - 2017 - Final 2,78.08,3,Men,16.5,16.6,16.9,16.7,15.9,6.9,7.1,Finals,2017,2017-World Cup 2,Final 2,0.0,WILSON Bradley - USA
BARMASHOV Dmitriy - KAZ - World Cup 1 - 2017 - Qualification 1,68.05,24,Men,15.3,15.0,13.7,15.2,16.2,7.6,7.3,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,BARMASHOV Dmitriy - KAZ
MURPHY Troy - USA - World Cup 1 - 2017 - Qualification 1,66.4,27,Men,16.8,15.8,15.0,16.0,15.5,6.2,5.5,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,MURPHY Troy - USA
KOLMAKOV Pavel - KAZ - World Cup 2 - 2017 - Qualification,50.1,43,Men,14.0,14.2,14.2,15.0,15.7,7.8,8.1,Qualification,2017,2017-World Cup 2,Qualification,0.0,KOLMAKOV Pavel - KAZ
SHIKATA Motoki - JPN - World Cup 7 - 2017 - Qualification,80.66,5,Men,16.0,17.2,17.2,17.2,17.3,8.7,8.8,Qualification,2017,2017-World Cup 7,Qualification,0.0,SHIKATA Motoki - JPN
REIKHERD Dmitriy - KAZ - World Championships - 2017 - Final 1,74.98,18,Men,17.3,17.0,17.3,17.4,17.2,6.3,6.1,Finals,2017,2017-World Championships,Final 1,0.0,REIKHERD Dmitriy - KAZ
MURPHY Troy - USA - World Cup 6 - 2017 - Final 1,82.65,5,Men,17.6,18.0,17.2,17.1,17.7,7.9,8.4,Finals,2017,2017-World Cup 6,Final 1,0.0,MURPHY Troy - USA
CHAPMAN DAVIES Rohan - AUS - World Cup 1 - 2017 - Qualification 1,71.51,13,Men,15.5,15.9,15.6,15.8,15.3,8.0,8.6,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,CHAPMAN DAVIES Rohan - AUS
PARKACHEV Nikita - RUS - World Cup 6 - 2017 - Qualification 1,64.05,44,Men,15.9,14.5,15.0,16.0,13.0,7.7,7.9,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,PARKACHEV Nikita - RUS
BOUARD Adrien - GER - World Cup 3 - 2017 - Qualification,64.05,41,Men,15.4,14.0,14.4,10.8,14.7,4.3,5.1,Qualification,2017,2017-World Cup 3,Qualification,0.0,BOUARD Adrien - GER
SMITH Emerson - USA - World Cup 4 - 2017 - Qualification,67.16,45,Men,16.1,16.2,17.1,16.8,16.4,5.9,5.1,Qualification,2017,2017-World Cup 4,Qualification,0.0,SMITH Emerson - USA
HARA Daichi - JPN - World Championships - 2017 - Qualification 1,74.34,25,Men,16.4,15.8,15.9,15.5,15.7,8.6,8.0,Qualification,2017,2017-World Championships,Qualification 1,0.0,HARA Daichi - JPN
MURPHY Troy - USA - World Cup 5 - 2017 - Qualification,75.5,13,Men,17.1,17.3,16.8,16.6,16.9,7.8,7.9,Qualification,2017,2017-World Cup 5,Qualification,0.0,MURPHY Troy - USA
ESCOBAR Jules - FRA - World Cup 6 - 2017 - Qualification 1,71.26,32,Men,16.0,15.0,14.5,15.2,15.5,6.7,6.9,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,ESCOBAR Jules - FRA
MARQUIS Philippe - CAN - World Cup 3 - 2017 - Final 2,69.55,6,Men,16.9,17.0,17.4,17.0,17.0,5.1,4.9,Finals,2017,2017-World Cup 3,Final 2,0.0,MARQUIS Philippe - CAN
SUMMERS Brodie - AUS - World Cup 8 - 2017 - Final 1,78.98,5,Men,18.1,18.5,18.0,18.5,18.0,7.8,8.1,Finals,2017,2017-World Cup 8,Final 1,0.0,SUMMERS Brodie - AUS
CAVET Benjamin - FRA - World Cup 5 - 2017 - Final 2,81.17,2,Men,18.0,17.3,17.8,17.5,17.4,8.5,8.3,Finals,2017,2017-World Cup 5,Final 2,0.0,CAVET Benjamin - FRA
SMITH Emerson - USA - World Cup 5 - 2017 - Qualification,71.16,27,Men,17.8,17.9,17.1,17.3,16.5,4.8,4.2,Qualification,2017,2017-World Cup 5,Qualification,0.0,SMITH Emerson - USA
SUGIMOTO Kosuke - JPN - World Cup 1 - 2017 - Qualification 1,68.82,22,Men,15.6,16.0,15.2,15.8,16.9,7.2,7.0,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,SUGIMOTO Kosuke - JPN
SUIKKARI Johannes - FIN - World Cup 1 - 2017 - Qualification 1,8.57,56,Men,12.0,12.9,13.5,11.0,14.0,5.2,6.4,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,SUIKKARI Johannes - FIN
MURPHY Troy - USA - World Cup 2 - 2017 - Qualification,68.82,19,Men,15.4,15.6,16.3,15.0,15.6,6.8,6.9,Qualification,2017,2017-World Cup 2,Qualification,0.0,MURPHY Troy - USA
ENDO Sho - JPN - World Cup 3 - 2017 - Final 2,74.16,5,Men,16.8,16.2,17.3,16.9,16.8,7.8,8.2,Finals,2017,2017-World Cup 3,Final 2,0.0,ENDO Sho - JPN
DUMAIS Laurent - CAN - World Cup 1 - 2017 - Qualification 1,61.84,40,Men,13.3,12.8,14.6,14.5,12.0,6.8,7.6,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,DUMAIS Laurent - CAN
MARQUIS Philippe - CAN - World Cup 2 - 2017 - Final 1,74.82,7,Men,16.8,16.2,16.1,16.3,16.5,8.8,8.9,Finals,2017,2017-World Cup 2,Final 1,0.0,MARQUIS Philippe - CAN
DUMAIS Laurent - CAN - World Cup 4 - 2017 - Qualification,74.82,15,Men,16.1,16.4,16.4,17.9,17.3,8.6,9.0,Qualification,2017,2017-World Cup 4,Qualification,0.0,DUMAIS Laurent - CAN
PENTTALA Olli - FIN - World Cup 4 - 2017 - Final 1,76.04,13,Men,17.7,16.9,17.8,17.5,17.4,7.2,6.8,Finals,2017,2017-World Cup 4,Final 1,0.0,PENTTALA Olli - FIN
MARQUIS Philippe - CAN - World Cup 8 - 2017 - Final 1,78.34,7,Men,17.7,17.6,17.8,17.9,17.8,8.1,8.1,Finals,2017,2017-World Cup 8,Final 1,0.0,MARQUIS Philippe - CAN
CHUNLAUD Kerrian - CAN - World Cup 4 - 2017 - Qualification,72.74,24,Men,16.7,16.7,16.2,17.0,16.8,6.1,5.9,Qualification,2017,2017-World Cup 4,Qualification,0.0,CHUNLAUD Kerrian - CAN
BENNA Anthony - FRA - World Cup 6 - 2017 - Qualification 1,72.01,29,Men,15.5,16.5,16.6,15.8,15.5,8.0,7.2,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,BENNA Anthony - FRA
PENTTALA Olli - FIN - World Cup 6 - 2017 - Qualification 1,69.26,37,Men,15.8,16.0,15.2,16.8,15.9,7.2,7.1,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,PENTTALA Olli - FIN
SUMMERS Brodie - AUS - World Cup 1 - 2017 - Qualification 1,63.38,36,Men,15.0,16.8,15.7,16.6,16.5,7.5,7.0,Qualification,2017,2017-World Cup 1,Qualification 1,0.0,SUMMERS Brodie - AUS
NISHI Nobuyuki - JPN - World Cup 4 - 2017 - Final 1,76.86,12,Men,18.1,17.9,18.0,18.0,17.7,7.9,6.8,Finals,2017,2017-World Cup 4,Final 1,0.0,NISHI Nobuyuki - JPN
CAVET Benjamin - FRA - World Championships - 2017 - Qualification 2,81.37,1,Men,18.0,17.3,17.5,17.5,17.3,8.2,9.0,Qualification,2017,2017-World Championships,Qualification 2,0.0,CAVET Benjamin - FRA
FUJIKI Goshin - JPN - World Cup 3 - 2017 - Qualification,39.11,54,Men,14.1,13.5,13.8,14.0,14.0,6.3,6.5,Qualification,2017,2017-World Cup 3,Qualification,0.0,FUJIKI Goshin - JPN
ANDERSEN Tevje Lie - NOR - World Cup 3 - 2017 - Qualification,67.42,31,Men,16.4,16.8,14.3,15.4,15.1,4.4,4.8,Qualification,2017,2017-World Cup 3,Qualification,0.0,ANDERSEN Tevje Lie - NOR
GRAHAM Matt - AUS - World Cup 3 - 2017 - Final 2,81.11,4,Men,18.0,18.0,18.4,18.3,18.2,6.9,8.3,Finals,2017,2017-World Cup 3,Final 2,0.0,GRAHAM Matt - AUS
BENNA Anthony - FRA - World Cup 5 - 2017 - Final 1,73.56,12,Men,16.4,17.2,16.8,16.5,16.4,6.7,6.9,Finals,2017,2017-World Cup 5,Final 1,0.0,BENNA Anthony - FRA
MATHESON James - AUS - World Cup 6 - 2017 - Qualification 1,73.56,22,Men,16.1,16.5,16.2,17.2,15.4,8.2,8.3,Qualification,2017,2017-World Cup 6,Qualification 1,0.0,MATHESON James - AUS
