Athlete_Comp,Metric,Finish,Gender,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Round_Group,Season,Season_Comp,Round,Wind,Athlete_name
GRAHAM Matt - AUS - World Championships - 2019 - Final 1,82.97,2,Men,17.9,17.1,17.8,18.0,17.4,8.2,7.8,Finals,2019,2019-World Championships,Final 1,0.0,GRAHAM Matt - AUS
GERKEN SCHOFIELD Thomas - GBR - World Cup 6 - 2019 - Qualification 1,73.99,16,Men,15.4,15.3,15.2,15.8,15.6,6.7,7.4,Qualification,2019,2019-World Cup 6,Qualification 1,0.0,GERKEN SCHOFIELD Thomas - GBR
ESCOBAR Jules - FRA - World Cup 5 - 2019 - Qualification 1,73.99,11,Men,16.2,16.4,16.6,17.1,16.1,8.7,7.8,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,ESCOBAR Jules - FRA
ELOFSSON Oskar - SWE - World Cup 4 - 2019 - Qualification 1,71.14,29,Men,16.2,15.9,14.9,15.4,15.5,7.3,7.5,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,ELOFSSON Oskar - SWE
ELOFSSON Felix - SWE - World Championships - 2019 - Qualification 1,69.83,22,Men,14.9,16.0,16.1,17.0,16.2,6.0,6.0,Qualification,2019,2019-World Championships,Qualification 1,0.0,ELOFSSON Felix - SWE
KANNINEN Topi - FIN - World Cup 6 - 2019 - Qualification 1,66.35,34,Men,13.8,15.4,14.5,14.0,13.8,7.2,8.0,Qualification,2019,2019-World Cup 6,Qualification 1,0.0,KANNINEN Topi - FIN
ESCOBAR Jules - FRA - World Cup 6 - 2019 - Qualification 1,73.4,18,Men,15.9,16.3,16.4,16.1,16.2,6.8,6.2,Qualification,2019,2019-World Cup 6,Qualification 1,0.0,ESCOBAR Jules - FRA
SUIKKARI Johannes - FIN - World Cup 1 - 2019 - Qualification 1,58.53,45,Men,14.7,13.5,13.3,13.7,14.0,4.0,3.6,Qualification,2019,2019-World Cup 1,Qualification 1,0.0,SUIKKARI Johannes - FIN
SHIKATA Motoki - JPN - World Cup 4 - 2019 - Final 1,66.23,14,Men,13.9,14.0,12.1,12.0,11.8,8.2,7.9,Finals,2019,2019-World Cup 4,Final 1,0.0,SHIKATA Motoki - JPN
HARA Daichi - JPN - World Cup 7 - 2019 - Final 1,81.23,5,Men,17.5,17.4,17.5,17.3,17.0,7.4,7.1,Finals,2019,2019-World Cup 7,Final 1,0.0,HARA Daichi - JPN
PENTTALA Jussi - FIN - World Cup 7 - 2019 - Qualification 1,73.44,16,Men,15.8,15.7,15.8,16.0,17.0,7.3,6.4,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,PENTTALA Jussi - FIN
CAVET Benjamin - FRA - World Cup 1 - 2019 - Qualification 1,82.15,2,Men,17.8,17.8,18.2,18.1,18.1,8.8,8.9,Qualification,2019,2019-World Cup 1,Qualification 1,0.0,CAVET Benjamin - FRA
CAVET Benjamin - FRA - World Cup 4 - 2019 - Qualification 1,80.4,3,Men,16.8,17.1,17.6,17.1,17.8,7.9,8.0,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,CAVET Benjamin - FRA
ROMANOV Sergey - KAZ - World Championships - 2019 - Qualification 2,8.29,29,Men,14.0,14.0,14.2,13.5,15.0,2.8,2.4,Qualification,2019,2019-World Championships,Qualification 2,0.0,ROMANOV Sergey - KAZ
HORISHIMA Ikuma - JPN - World Cup 7 - 2019 - Qualification 1,82.74,2,Men,17.4,17.9,18.1,18.0,17.0,9.3,9.6,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,HORISHIMA Ikuma - JPN
KOLMAKOV Pavel - KAZ - World Cup 2 - 2019 - Final 1,31.16,16,Men,16.9,17.0,17.4,16.1,16.4,8.7,8.9,Finals,2019,2019-World Cup 2,Final 1,0.0,KOLMAKOV Pavel - KAZ
ELOFSSON Oskar - SWE - World Cup 6 - 2019 - Final 1,75.28,12,Men,15.8,16.9,17.0,16.7,16.8,8.4,8.2,Finals,2019,2019-World Cup 6,Final 1,0.0,ELOFSSON Oskar - SWE
GRAHAM Matt - AUS - World Cup 1 - 2019 - Final 1,80.34,8,Men,17.2,17.1,17.1,16.9,17.0,8.1,8.1,Finals,2019,2019-World Cup 1,Final 1,0.0,GRAHAM Matt - AUS
FJALLSTROM Ludvig - SWE - World Cup 2 - 2019 - Final 1,78.76,8,Men,17.4,17.5,17.1,17.5,17.2,8.9,9.0,Finals,2019,2019-World Cup 2,Final 1,0.0,FJALLSTROM Ludvig - SWE
MATHESON James - AUS - World Cup 5 - 2019 - Qualification 1,67.52,33,Men,16.4,16.9,15.0,15.5,15.2,6.6,6.6,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,MATHESON James - AUS
PARKACHEV Nikita - RUS - World Championships - 2019 - Qualification 1,63.84,30,Men,15.4,13.8,14.7,15.2,15.3,6.0,5.2,Qualification,2019,2019-World Championships,Qualification 1,0.0,PARKACHEV Nikita - RUS
LEMIEUX Simon - CAN - World Cup 2 - 2019 - Qualification 1,17.83,43,Men,11.9,12.0,10.0,9.9,14.0,7.2,7.7,Qualification,2019,2019-World Cup 2,Qualification 1,0.0,LEMIEUX Simon - CAN
MARQUIS Philippe - CAN - World Championships - 2019 - Final 1,79.64,5,Men,17.0,17.2,17.0,16.7,16.7,9.0,9.2,Finals,2019,2019-World Championships,Final 1,0.0,MARQUIS Philippe - CAN
SALONEN Jimi - FIN - World Cup 4 - 2019 - Qualification 1,70.3,31,Men,16.6,16.2,15.4,16.4,16.3,7.8,8.3,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,SALONEN Jimi - FIN
CHAPMAN DAVIES Rohan - AUS - World Championships - 2019 - Qualification 1,70.3,20,Men,15.8,15.5,15.6,17.4,16.3,7.6,7.8,Qualification,2019,2019-World Championships,Qualification 1,0.0,CHAPMAN DAVIES Rohan - AUS
SUMMERS Brodie - AUS - World Championships - 2019 - Qualification 1,68.92,26,Men,15.8,15.0,15.1,14.5,15.8,7.8,8.0,Qualification,2019,2019-World Championships,Qualification 1,0.0,SUMMERS Brodie - AUS
REIKHERD Dmitriy - KAZ - World Cup 1 - 2019 - Qualification 1,81.86,3,Men,17.7,17.2,17.0,17.4,17.0,8.5,9.2,Qualification,2019,2019-World Cup 1,Qualification 1,0.0,REIKHERD Dmitriy - KAZ
WALCZYK Dylan - USA - World Cup 7 - 2019 - Final 1,79.93,8,Men,18.1,17.0,16.6,17.0,16.9,9.0,9.1,Finals,2019,2019-World Cup 7,Final 1,0.0,WALCZYK Dylan - USA
DUMAIS Laurent - CAN - World Cup 1 - 2019 - Final 1,78.37,11,Men,17.2,17.3,17.7,17.4,17.5,7.9,7.4,Finals,2019,2019-World Cup 1,Final 1,0.0,DUMAIS Laurent - CAN
PENTTALA Jussi - FIN - World Championships - 2019 - Qualification 1,68.2,27,Men,15.8,14.6,14.8,15.4,15.6,6.8,6.6,Qualification,2019,2019-World Championships,Qualification 1,0.0,PENTTALA Jussi - FIN
PENTTALA Jussi - FIN - World Championships - 2019 - Qualification 2,56.51,14,Men,14.9,13.4,14.6,14.1,15.2,6.4,6.6,Qualification,2019,2019-World Championships,Qualification 2,0.0,PENTTALA Jussi - FIN
HORISHIMA Ikuma - JPN - World Cup 1 - 2019 - Final 1,81.14,6,Men,17.0,17.5,17.5,17.4,17.4,8.3,7.7,Finals,2019,2019-World Cup 1,Final 1,0.0,HORISHIMA Ikuma - JPN
FJALLSTROM Ludvig - SWE - World Cup 7 - 2019 - Final 1,81.14,6,Men,17.2,17.2,17.2,17.0,17.8,9.3,9.2,Finals,2019,2019-World Cup 7,Final 1,0.0,FJALLSTROM Ludvig - SWE
NOVITCKII Nikita - RUS - World Championships - 2019 - Qualification 2,36.95,22,Men,14.5,12.5,14.6,16.0,14.8,6.2,6.0,Qualification,2019,2019-World Championships,Qualification 2,0.0,NOVITCKII Nikita - RUS
MAKHNEV Andrei - RUS - World Cup 4 - 2019 - Qualification 1,71.23,28,Men,15.3,16.0,16.0,16.3,15.9,7.9,7.8,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,MAKHNEV Andrei - RUS
ELOFSSON Felix - SWE - World Cup 2 - 2019 - Qualification 1,79.76,6,Men,17.0,16.8,16.4,17.1,16.4,7.7,7.8,Qualification,2019,2019-World Cup 2,Qualification 1,0.0,ELOFSSON Felix - SWE
FJALLSTROM Ludvig - SWE - World Cup 1 - 2019 - Final 1,81.09,7,Men,17.2,17.4,17.9,17.8,17.4,8.6,8.0,Finals,2019,2019-World Cup 1,Final 1,0.0,FJALLSTROM Ludvig - SWE
MAKHNEV Andrei - RUS - World Championships - 2019 - Qualification 1,71.31,15,Men,14.3,16.6,16.0,16.6,16.7,6.0,5.5,Qualification,2019,2019-World Championships,Qualification 1,0.0,MAKHNEV Andrei - RUS
GERKEN SCHOFIELD Thomas - GBR - World Cup 4 - 2019 - Qualification 1,73.95,18,Men,15.6,15.8,15.2,16.2,15.9,7.5,7.5,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,GERKEN SCHOFIELD Thomas - GBR
MARQUIS Philippe - CAN - World Cup 6 - 2019 - Final 2,83.67,2,Men,17.5,17.6,17.8,17.7,17.5,8.9,9.1,Finals,2019,2019-World Cup 6,Final 2,0.0,MARQUIS Philippe - CAN
CAVET Benjamin - FRA - World Cup 5 - 2019 - Final 2,81.63,5,Men,17.8,17.0,16.6,16.8,17.4,7.9,8.5,Finals,2019,2019-World Cup 5,Final 2,0.0,CAVET Benjamin - FRA
WALCZYK Dylan - USA - World Championships - 2019 - Qualification 2,19.59,26,Men,14.5,14.0,16.1,14.8,12.2,7.7,7.9,Qualification,2019,2019-World Championships,Qualification 2,0.0,WALCZYK Dylan - USA
KOYAMA Takashi - JPN - World Cup 6 - 2019 - Qualification 1,72.57,20,Men,16.0,16.3,16.4,15.2,15.7,7.4,8.0,Qualification,2019,2019-World Cup 6,Qualification 1,0.0,KOYAMA Takashi - JPN
SEO Myung Joon - KOR - World Cup 4 - 2019 - Qualification 1,68.61,38,Men,15.0,14.5,14.8,14.9,15.2,8.1,8.5,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,SEO Myung Joon - KOR
SUIKKARI Johannes - FIN - World Cup 6 - 2019 - Qualification 1,57.1,41,Men,13.7,16.0,12.3,13.5,14.0,5.5,5.4,Qualification,2019,2019-World Cup 6,Qualification 1,0.0,SUIKKARI Johannes - FIN
KANNINEN Topi - FIN - World Cup 7 - 2019 - Qualification 1,64.58,28,Men,15.5,14.3,14.7,14.6,14.4,7.0,6.7,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,KANNINEN Topi - FIN
KOBER Jordan - CAN - World Cup 5 - 2019 - Qualification 1,69.12,29,Men,14.2,15.9,14.9,15.3,15.9,6.5,5.9,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,KOBER Jordan - CAN
HARA Daichi - JPN - World Cup 3 - 2019 - Qualification 1,75.41,8,Men,17.0,15.8,16.4,17.0,17.0,7.5,8.3,Qualification,2019,2019-World Cup 3,Qualification 1,0.0,HARA Daichi - JPN
KANNINEN Topi - FIN - World Cup 5 - 2019 - Qualification 1,63.49,38,Men,15.4,14.8,14.6,14.5,14.7,5.9,4.7,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,KANNINEN Topi - FIN
ELOFSSON Felix - SWE - World Cup 6 - 2019 - Final 1,77.97,8,Men,16.5,16.6,17.2,17.2,17.3,6.9,6.5,Finals,2019,2019-World Cup 6,Final 1,0.0,ELOFSSON Felix - SWE
THEOCHARIS Sacha - FRA - World Cup 7 - 2019 - Final 1,78.87,9,Men,16.3,16.5,16.4,16.5,16.3,9.3,9.7,Finals,2019,2019-World Cup 7,Final 1,0.0,THEOCHARIS Sacha - FRA
GRAHAM Matt - AUS - World Cup 4 - 2019 - Final 2,80.94,3,Men,17.0,17.2,17.0,17.0,17.6,7.8,7.7,Finals,2019,2019-World Cup 4,Final 2,0.0,GRAHAM Matt - AUS
WILSON Bradley - USA - World Cup 7 - 2019 - Final 1,80.94,7,Men,17.7,17.3,17.6,17.3,17.1,8.0,8.8,Finals,2019,2019-World Cup 7,Final 1,0.0,WILSON Bradley - USA
HORISHIMA Ikuma - JPN - World Cup 5 - 2019 - Qualification 1,84.04,1,Men,17.0,18.2,17.7,17.5,18.2,7.7,7.9,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,HORISHIMA Ikuma - JPN
LENVERS Jeremy - FRA - World Cup 5 - 2019 - Qualification 1,63.36,40,Men,15.3,14.7,14.7,15.0,14.3,4.3,6.2,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,LENVERS Jeremy - FRA
CAVET Benjamin - FRA - World Cup 7 - 2019 - Qualification 1,79.12,3,Men,17.3,17.1,17.2,17.4,17.0,7.8,8.1,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,CAVET Benjamin - FRA
GEBERT Alexandr - KAZ - World Cup 7 - 2019 - Qualification 1,65.65,25,Men,14.7,15.4,13.6,13.8,16.0,8.4,8.3,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,GEBERT Alexandr - KAZ
GERKEN SCHOFIELD Thomas - GBR - World Cup 3 - 2019 - Qualification 1,71.97,24,Men,16.5,16.3,16.0,15.3,15.6,6.5,6.1,Qualification,2019,2019-World Cup 3,Qualification 1,0.0,GERKEN SCHOFIELD Thomas - GBR
WILLIS Wil - GBR - World Championships - 2019 - Qualification 2,60.12,13,Men,14.3,15.5,13.8,13.7,14.8,4.8,4.8,Qualification,2019,2019-World Championships,Qualification 2,0.0,WILLIS Wil - GBR
KINGSBURY Mikael - CAN - World Championships - 2019 - Final 2,84.89,1,Men,18.0,17.9,18.2,18.5,18.0,7.4,8.0,Finals,2019,2019-World Championships,Final 2,0.0,KINGSBURY Mikael - CAN
ANDISON Robbie - CAN - World Cup 3 - 2019 - Qualification 1,60.31,45,Men,12.8,14.2,12.9,11.5,14.1,6.9,5.9,Qualification,2019,2019-World Cup 3,Qualification 1,0.0,ANDISON Robbie - CAN
KARIOTIS Jack - USA - World Cup 1 - 2019 - Qualification 2,72.85,10,Men,16.0,15.8,15.6,16.4,16.4,6.9,6.3,Qualification,2019,2019-World Cup 1,Qualification 2,0.0,KARIOTIS Jack - USA
KINGSBURY Mikael - CAN - World Cup 6 - 2019 - Final 2,86.4,1,Men,18.4,18.4,19.1,19.0,18.2,8.0,7.9,Finals,2019,2019-World Cup 6,Final 2,0.0,KINGSBURY Mikael - CAN
WILSON Bradley - USA - World Cup 1 - 2019 - Qualification 1,75.7,15,Men,16.8,17.0,16.6,16.2,16.2,7.8,7.8,Qualification,2019,2019-World Cup 1,Qualification 1,0.0,WILSON Bradley - USA
FUJIKI Goshin - JPN - World Cup 1 - 2019 - Qualification 1,73.09,23,Men,16.0,16.4,16.0,16.4,16.2,7.0,6.8,Qualification,2019,2019-World Cup 1,Qualification 1,0.0,FUJIKI Goshin - JPN
KELLY Brenden - CAN - World Cup 7 - 2019 - Qualification 1,67.58,24,Men,15.1,15.6,16.1,16.0,15.8,4.5,4.3,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,KELLY Brenden - CAN
KINGSBURY Mikael - CAN - World Cup 2 - 2019 - Final 2,90.31,1,Men,18.7,19.0,19.3,19.2,18.8,9.0,8.8,Finals,2019,2019-World Cup 2,Final 2,0.0,KINGSBURY Mikael - CAN
WOODS TOPALOVIC Cooper - AUS - World Cup 3 - 2019 - Qualification 1,66.3,38,Men,15.1,14.9,15.4,13.9,14.9,7.6,8.2,Qualification,2019,2019-World Cup 3,Qualification 1,0.0,WOODS TOPALOVIC Cooper - AUS
WOODS TOPALOVIC Cooper - AUS - World Cup 4 - 2019 - Qualification 1,69.76,34,Men,15.1,16.1,15.0,15.5,16.3,8.8,8.6,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,WOODS TOPALOVIC Cooper - AUS
MCQUINN George - USA - World Cup 7 - 2019 - Qualification 1,61.81,30,Men,16.4,16.5,15.3,15.2,15.2,7.4,7.3,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,MCQUINN George - USA
KINGSBURY Mikael - CAN - World Cup 5 - 2019 - Qualification 1,80.78,2,Men,18.1,18.4,18.0,18.5,18.1,6.6,7.0,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,KINGSBURY Mikael - CAN
BAILEY Hunter - USA - World Cup 3 - 2019 - Final 1,76.83,5,Men,16.2,16.5,16.2,16.8,16.0,8.4,8.7,Finals,2019,2019-World Cup 3,Final 1,0.0,BAILEY Hunter - USA
MATHESON James - AUS - World Cup 3 - 2019 - Qualification 1,75.09,11,Men,17.5,16.9,15.8,16.7,16.0,8.5,8.6,Qualification,2019,2019-World Cup 3,Qualification 1,0.0,MATHESON James - AUS
CHUNLAUD Kerrian - CAN - World Cup 1 - 2019 - Qualification 1,74.92,18,Men,16.5,16.3,16.4,17.0,15.8,7.8,7.2,Qualification,2019,2019-World Cup 1,Qualification 1,0.0,CHUNLAUD Kerrian - CAN
KOLMAKOV Pavel - KAZ - World Cup 4 - 2019 - Final 1,78.48,7,Men,17.0,17.0,15.7,16.1,16.2,7.2,7.2,Finals,2019,2019-World Cup 4,Final 1,0.0,KOLMAKOV Pavel - KAZ
WALCZYK Dylan - USA - World Cup 5 - 2019 - Qualification 1,67.84,32,Men,16.9,16.8,15.6,15.8,16.4,3.8,3.9,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,WALCZYK Dylan - USA
ELOFSSON Felix - SWE - World Cup 7 - 2019 - Qualification 1,55.77,32,Men,15.9,16.0,15.4,15.0,15.2,4.3,4.4,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,ELOFSSON Felix - SWE
ANDRINGA Casey - USA - World Cup 3 - 2019 - Qualification 1,74.96,12,Men,16.1,17.0,16.3,15.9,16.9,7.7,7.6,Qualification,2019,2019-World Cup 3,Qualification 1,0.0,ANDRINGA Casey - USA
DUFRESNE Gabriel - CAN - World Cup 5 - 2019 - Qualification 1,68.6,30,Men,15.9,14.4,15.2,15.4,15.0,6.3,6.6,Qualification,2019,2019-World Cup 5,Qualification 1,0.0,DUFRESNE Gabriel - CAN
ANDRINGA Jesse - USA - World Cup 6 - 2019 - Qualification 1,73.67,17,Men,16.9,17.4,15.8,15.1,15.5,7.0,6.7,Qualification,2019,2019-World Cup 6,Qualification 1,0.0,ANDRINGA Jesse - USA
MARQUIS Philippe - CAN - World Championships - 2019 - Qualification 1,73.52,12,Men,16.3,16.7,15.2,16.0,14.6,8.2,8.1,Qualification,2019,2019-World Championships,Qualification 1,0.0,MARQUIS Philippe - CAN
SHIKATA Motoki - JPN - World Cup 3 - 2019 - Qualification 1,72.65,20,Men,15.7,15.5,15.2,16.8,15.8,8.0,8.2,Qualification,2019,2019-World Cup 3,Qualification 1,0.0,SHIKATA Motoki - JPN
HORISHIMA Ikuma - JPN - World Cup 7 - 2019 - Final 2,81.72,1,Men,18.1,17.8,18.3,17.8,18.0,9.5,9.7,Finals,2019,2019-World Cup 7,Final 2,0.0,HORISHIMA Ikuma - JPN
ZHAO Yang - CHN - World Cup 7 - 2019 - Qualification 1,58.69,31,Men,13.6,14.5,12.5,13.0,14.0,6.0,5.7,Qualification,2019,2019-World Cup 7,Qualification 1,0.0,ZHAO Yang - CHN
ELOFSSON Felix - SWE - World Cup 5 - 2019 - Final 1,76.35,8,Men,16.4,16.2,16.0,16.5,17.2,7.9,7.9,Finals,2019,2019-World Cup 5,Final 1,0.0,ELOFSSON Felix - SWE
ANDRINGA Casey - USA - World Cup 4 - 2019 - Qualification 1,76.52,11,Men,16.2,16.6,16.1,16.3,16.4,7.6,7.2,Qualification,2019,2019-World Cup 4,Qualification 1,0.0,ANDRINGA Casey - USA
HARA Daichi - JPN - World Cup 7 - 2019 - Final 2,78.03,4,Men,17.3,17.0,17.2,17.5,17.2,8.9,8.9,Finals,2019,2019-World Cup 7,Final 2,0.0,HARA Daichi - JPN
