Athlete_Comp,Athlete_name,Gender,age_yrs,Nation,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Major_Finalist,Major_Medalist,Olympic_Finalist,Olympic_Medalist,Temp_Snow,Temp_Air,Wind,Season,Season_Comp,Round,Metric,Finish
BENNA Anthony - FRA - World Cup 7 - 2017 - Qualification,BENNA Anthony - FRA,Men,33.0,FRA,17.3,16.9,17.2,17.8,17.0,7.0,6.2,1,1,0,0,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,75.28,19
MARQUIS Philippe - CAN - World Cup 6 - 2017 - Final 2,MARQUIS Philippe - CAN,Men,31.0,CAN,17.6,18.1,18.0,18.4,18.4,8.4,8.3,1,0,0,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Final 2,85.94,3
DUMAIS Laurent - CAN - World Cup 5 - 2017 - Qualification,DUMAIS Laurent - CAN,Men,24.0,CAN,16.4,18.1,15.7,15.4,16.4,8.9,8.9,0,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Qualification,75.28,14
KOLMAKOV Pavel - KAZ - World Cup 7 - 2017 - Qualification,KOLMAKOV Pavel - KAZ,Men,24.0,KAZ,15.8,16.1,16.0,17.7,17.3,7.6,7.1,0,0,0,0,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,75.28,20
ANDERSEN Tevje Lie - NOR - World Cup 8 - 2017 - Qualification,ANDERSEN Tevje Lie - NOR,Men,29.0,NOR,17.5,17.0,17.2,16.9,17.0,8.1,7.9,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,75.28,6
KANNINEN Topi - FIN - World Championships - 2017 - Qualification 1,KANNINEN Topi - FIN,Men,25.0,FIN,15.5,14.3,15.7,14.7,14.9,8.1,8.4,0,0,0,0,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,71.09,33
WANG Jin - CHN - World Cup 8 - 2017 - Qualification,WANG Jin - CHN,Women,23.0,CHN,15.1,13.5,13.7,14.0,13.8,2.3,3.6,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,41.91,24
SUGIMOTO Kosuke - JPN - World Cup 3 - 2017 - Qualification,SUGIMOTO Kosuke - JPN,Men,26.0,JPN,15.8,13.4,14.7,14.0,14.2,5.2,6.5,0,0,0,0,0.0,1.0,0.0,2017,2017-World Cup 3,Qualification,62.38,43
HORISHIMA Ikuma - JPN - World Cup 2 - 2017 - Final 1,HORISHIMA Ikuma - JPN,Men,23.0,JPN,15.6,15.8,16.1,15.6,16.0,8.7,8.2,1,1,0,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Final 1,72.37,12
ANTHONY Jakara - AUS - World Championships - 2017 - Qualification 1,ANTHONY Jakara - AUS,Women,22.0,AUS,15.8,15.4,16.8,15.9,16.8,8.3,8.7,1,1,1,0,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,40.34,26
BOUARD Adrien - GER - World Cup 5 - 2017 - Qualification,BOUARD Adrien - GER,Men,27.0,GER,15.5,15.4,15.5,15.8,15.5,6.7,6.5,0,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Qualification,61.76,39
SEO Jung Hwa - KOR - World Cup 6 - 2017 - Final 2,SEO Jung Hwa - KOR,Women,30.0,KOR,16.8,16.5,16.7,16.1,16.5,7.0,7.1,0,0,0,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Final 2,73.5,6
ROBICHAUD Audrey - CAN - World Cup 2 - 2017 - Final 1,ROBICHAUD Audrey - CAN,Women,32.0,CAN,14.7,14.6,13.5,13.3,14.0,5.1,4.6,0,0,0,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Final 1,49.47,14
SEO Myung Joon - KOR - World Cup 5 - 2017 - Qualification,SEO Myung Joon - KOR,Men,28.0,KOR,17.9,15.7,16.3,16.2,17.1,8.4,8.3,0,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Qualification,77.77,8
SALONEN Jimi - FIN - World Cup 5 - 2017 - Qualification,SALONEN Jimi - FIN,Men,26.0,FIN,14.0,15.9,15.1,15.4,16.0,7.2,6.3,0,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Qualification,67.06,36
PENTTALA Olli - FIN - World Cup 3 - 2017 - Qualification,PENTTALA Olli - FIN,Men,25.0,FIN,14.6,14.5,13.7,14.2,15.5,5.1,4.3,0,0,0,0,0.0,1.0,0.0,2017,2017-World Cup 3,Qualification,67.06,33
TADE Marco - SUI - World Championships - 2017 - Final 1,TADE Marco - SUI,Men,25.0,SUI,17.6,17.1,17.2,17.9,18.0,8.6,8.5,1,0,0,0,-2.0,9.0,0.0,2017,2017-World Championships,Final 1,83.18,6
MUSTONEN Miska - FIN - World Cup 4 - 2017 - Qualification,MUSTONEN Miska - FIN,Men,23.0,FIN,15.7,15.6,15.9,15.8,15.4,5.0,5.2,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,65.58,47
MAKHNEV Andrei - RUS - World Cup 5 - 2017 - Qualification,MAKHNEV Andrei - RUS,Men,23.0,RUS,17.0,17.0,16.5,15.7,17.2,7.8,8.0,0,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Qualification,73.16,19
ENDO Sho - JPN - World Cup 6 - 2017 - Qualification 1,ENDO Sho - JPN,Men,30.0,JPN,16.2,16.0,16.7,16.6,16.0,6.2,6.9,0,0,0,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Qualification 1,74.46,20
LEJEUNE Theo - FRA - World Cup 5 - 2017 - Qualification,LEJEUNE Theo - FRA,Men,28.0,FRA,17.6,16.9,17.1,16.8,16.5,8.2,8.6,0,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Qualification,74.46,16
NAUDE Andi - CAN - World Cup 1 - 2017 - Final 1,NAUDE Andi - CAN,Women,24.0,CAN,14.0,14.4,13.2,12.5,14.0,5.2,4.3,1,0,1,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Final 1,22.63,16
GRAHAM Matt - AUS - World Cup 2 - 2017 - Qualification,GRAHAM Matt - AUS,Men,26.0,AUS,14.9,16.5,16.5,16.0,16.0,6.9,6.3,1,1,1,1,-1.0,-1.0,0.0,2017,2017-World Cup 2,Qualification,71.63,10
SEO Myung Joon - KOR - World Championships - 2017 - Qualification 1,SEO Myung Joon - KOR,Men,28.0,KOR,15.8,16.2,16.4,15.6,15.1,8.2,8.7,0,0,0,0,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,71.63,32
WILSON Bradley - USA - World Cup 2 - 2017 - Qualification,WILSON Bradley - USA,Men,28.0,USA,13.7,15.0,15.4,15.8,16.0,6.6,5.1,1,0,0,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Qualification,70.53,12
GRAHAM Matt - AUS - World Cup 6 - 2017 - Final 1,GRAHAM Matt - AUS,Men,26.0,AUS,18.2,17.5,17.7,18.3,17.6,9.2,8.8,1,1,1,1,-7.0,-6.0,0.0,2017,2017-World Cup 6,Final 1,84.56,3
ZHANG Hao - CHN - World Cup 8 - 2017 - Qualification,ZHANG Hao - CHN,Men,24.0,CHN,15.2,14.3,14.4,14.0,14.5,4.4,5.2,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,40.12,30
COX Britteny - AUS - World Cup 2 - 2017 - Final 2,COX Britteny - AUS,Women,26.0,AUS,16.4,16.5,16.3,16.8,16.5,7.9,7.8,1,1,1,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Final 2,75.27,1
HARA Daichi - JPN - World Cup 2 - 2017 - Final 2,HARA Daichi - JPN,Men,23.0,JPN,16.6,16.8,16.4,15.4,16.3,8.1,8.4,1,1,1,1,-1.0,-1.0,0.0,2017,2017-World Cup 2,Final 2,75.27,4
DUFOUR LAPOINTE Justine - CAN - World Championships - 2017 - Qualification 1,DUFOUR LAPOINTE Justine - CAN,Women,26.0,CAN,17.5,17.0,17.1,17.0,16.8,9.6,9.0,1,1,1,1,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,78.37,2
YIN Krystle - AUS - World Cup 3 - 2017 - Qualification,YIN Krystle - AUS,Women,22.0,AUS,13.0,13.6,15.6,13.9,13.4,5.9,4.9,0,0,0,0,0.0,1.0,0.0,2017,2017-World Cup 3,Qualification,60.67,25
MEILINGER Melanie - AUT - World Championships - 2017 - Qualification 2,MEILINGER Melanie - AUT,Women,29.0,AUT,14.2,14.8,14.0,15.1,14.9,6.0,5.9,0,0,0,0,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 2,60.67,14
HOSHINO Junko - JPN - World Cup 7 - 2017 - Qualification,HOSHINO Junko - JPN,Women,31.0,JPN,16.4,15.1,15.9,15.6,16.4,4.2,4.5,0,0,0,0,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,68.2,17
MIKHAILOV Maksim - RUS - World Cup 8 - 2017 - Qualification,MIKHAILOV Maksim - RUS,Men,28.0,RUS,13.5,13.5,14.0,14.5,14.0,8.1,8.2,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,61.01,26
OAKLEY KC - USA - World Cup 7 - 2017 - Qualification,OAKLEY KC - USA,Women,32.0,USA,15.4,14.1,13.8,14.0,9.6,7.4,7.6,0,0,0,0,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,23.14,37
CHOI Jae Woo - KOR - World Cup 4 - 2017 - Final 1,CHOI Jae Woo - KOR,Men,26.0,KOR,16.8,17.7,18.2,17.8,17.5,5.9,5.2,1,0,0,0,0.0,10.0,0.0,2017,2017-World Cup 4,Final 1,75.98,14
REIKHERD Dmitriy - KAZ - World Cup 6 - 2017 - Final 2,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,18.2,17.5,17.3,17.6,18.0,9.4,9.1,1,0,1,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Final 2,86.7,2
COX Britteny - AUS - World Championships - 2017 - Final 1,COX Britteny - AUS,Women,26.0,AUS,18.1,18.0,17.6,17.8,17.4,8.9,9.3,1,1,1,0,-2.0,9.0,0.0,2017,2017-World Championships,Final 1,82.82,1
SUMMERS Brodie - AUS - World Cup 8 - 2017 - Final 2,SUMMERS Brodie - AUS,Men,27.0,AUS,18.3,18.4,18.1,18.3,18.2,8.4,8.1,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Final 2,81.75,2
NAUDE Andi - CAN - World Cup 5 - 2017 - Qualification,NAUDE Andi - CAN,Women,24.0,CAN,15.9,15.3,16.2,16.7,16.0,7.8,7.9,1,0,1,0,-3.0,-2.0,0.0,2017,2017-World Cup 5,Qualification,70.74,8
MCCARGO Keaton - USA - World Cup 4 - 2017 - Qualification,MCCARGO Keaton - USA,Women,25.0,USA,16.5,16.0,16.3,16.8,15.9,5.9,6.0,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,70.74,12
DUMAIS Laurent - CAN - World Cup 6 - 2017 - Final 1,DUMAIS Laurent - CAN,Men,24.0,CAN,17.5,17.5,17.3,17.7,16.9,9.2,9.1,0,0,0,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Final 1,81.31,9
BENNA Anthony - FRA - World Cup 4 - 2017 - Final 1,BENNA Anthony - FRA,Men,33.0,FRA,17.9,18.0,17.9,17.5,17.5,8.1,8.6,1,1,0,0,0.0,10.0,0.0,2017,2017-World Cup 4,Final 1,80.46,8
LAFFONT Perrine - FRA - World Cup 8 - 2017 - Final 2,LAFFONT Perrine - FRA,Women,22.0,FRA,18.2,17.6,18.4,18.2,17.9,7.8,7.6,1,1,1,1,-3.0,-2.0,0.0,2017,2017-World Cup 8,Final 2,80.01,1
COX Britteny - AUS - World Cup 8 - 2017 - Qualification,COX Britteny - AUS,Women,26.0,AUS,17.1,17.5,17.1,17.9,18.0,7.4,7.9,1,1,1,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,74.81,2
BENNA Anthony - FRA - World Cup 4 - 2017 - Qualification,BENNA Anthony - FRA,Men,33.0,FRA,15.9,15.9,16.2,16.4,17.0,7.9,7.9,1,1,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,74.81,16
MATTHEWS Mikaela - USA - World Cup 3 - 2017 - Final 1,MATTHEWS Mikaela - USA,Women,29.0,USA,15.8,16.4,16.6,16.0,16.4,3.7,3.9,0,0,0,0,0.0,1.0,0.0,2017,2017-World Cup 3,Final 1,65.66,15
DUFOUR LAPOINTE Chloe - CAN - World Cup 2 - 2017 - Qualification,DUFOUR LAPOINTE Chloe - CAN,Women,29.0,CAN,15.9,16.3,14.4,15.8,16.3,9.2,8.8,1,1,1,1,-1.0,-1.0,0.0,2017,2017-World Cup 2,Qualification,72.55,3
MARQUIS Philippe - CAN - World Cup 5 - 2017 - Final 2,MARQUIS Philippe - CAN,Men,31.0,CAN,17.7,17.3,17.8,17.8,17.3,8.3,7.8,1,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Final 2,79.76,3
SCANZIO Deborah - SUI - World Cup 3 - 2017 - Qualification,SCANZIO Deborah - SUI,Women,34.0,SUI,15.1,15.0,13.9,15.2,14.9,5.3,5.1,0,0,0,0,0.0,1.0,0.0,2017,2017-World Cup 3,Qualification,65.3,17
JOHNSON Tess - USA - World Cup 5 - 2017 - Qualification,JOHNSON Tess - USA,Women,20.0,USA,16.3,15.8,15.7,16.7,16.8,5.9,5.8,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 5,Qualification,67.35,16
LENVERS Jeremy - FRA - World Cup 7 - 2017 - Qualification,LENVERS Jeremy - FRA,Men,24.0,FRA,15.8,16.0,16.5,16.0,16.1,7.2,7.1,0,0,0,0,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,67.35,42
GUELI Claudia - AUS - World Cup 5 - 2017 - Qualification,GUELI Claudia - AUS,Women,23.0,AUS,14.4,16.1,16.0,16.3,15.6,6.8,6.6,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 5,Qualification,63.39,21
FOERSTER Katharina - GER - World Cup 7 - 2017 - Qualification,FOERSTER Katharina - GER,Women,32.0,GER,14.2,14.1,15.1,14.4,15.3,4.5,4.8,0,0,0,0,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,63.39,27
SEO Jee Won - KOR - World Cup 4 - 2017 - Qualification,SEO Jee Won - KOR,Women,26.0,KOR,15.0,15.0,15.0,14.8,14.8,5.5,4.2,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,63.39,31
MURPHY Troy - USA - World Cup 8 - 2017 - Final 1,MURPHY Troy - USA,Men,28.0,USA,18.1,18.1,18.2,17.4,18.0,8.1,8.2,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Final 1,81.5,3
FOERSTER Katharina - GER - World Cup 6 - 2017 - Qualification 1,FOERSTER Katharina - GER,Women,32.0,GER,12.0,12.5,14.7,13.8,11.2,3.0,3.1,0,0,0,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Qualification 1,27.78,36
SEO Jee Won - KOR - World Championships - 2017 - Qualification 1,SEO Jee Won - KOR,Women,26.0,KOR,13.3,14.8,15.8,14.4,14.0,4.3,4.6,0,0,0,0,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,42.31,25
MCCARGO Keaton - USA - World Cup 3 - 2017 - Final 2,MCCARGO Keaton - USA,Women,25.0,USA,16.7,16.6,16.9,16.7,16.4,6.2,6.0,0,0,0,0,0.0,1.0,0.0,2017,2017-World Cup 3,Final 2,73.95,6
ESCOBAR Jules - FRA - World Cup 8 - 2017 - Qualification,ESCOBAR Jules - FRA,Men,26.0,FRA,17.0,16.6,16.3,17.2,17.5,8.0,8.0,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,73.95,10
LAFFONT Perrine - FRA - World Championships - 2017 - Final 1,LAFFONT Perrine - FRA,Women,22.0,FRA,17.8,18.3,17.1,17.9,17.5,8.2,8.0,1,1,1,1,-2.0,9.0,0.0,2017,2017-World Championships,Final 1,82.64,2
TADE Marco - SUI - World Championships - 2017 - Final 2,TADE Marco - SUI,Men,25.0,SUI,17.4,17.4,17.7,17.6,17.8,8.7,9.2,1,0,0,0,-2.0,9.0,0.0,2017,2017-World Championships,Final 2,82.64,4
MATTHEWS Mikaela - USA - World Cup 6 - 2017 - Qualification 1,MATTHEWS Mikaela - USA,Women,29.0,USA,15.4,15.5,16.6,15.8,15.5,5.5,5.9,0,0,0,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Qualification 1,69.09,15
MIKHAILOV Maksim - RUS - World Cup 4 - 2017 - Qualification,MIKHAILOV Maksim - RUS,Men,28.0,RUS,16.0,15.9,15.8,16.9,16.7,5.9,6.9,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,69.09,39
LAFFONT Perrine - FRA - World Cup 5 - 2017 - Final 2,LAFFONT Perrine - FRA,Women,22.0,FRA,18.2,17.0,17.0,17.1,16.6,6.9,6.8,1,1,1,1,-4.0,-3.0,0.0,2017,2017-World Cup 5,Final 2,74.12,4
MIKHAILOV Maksim - RUS - World Cup 1 - 2017 - Final 1,MIKHAILOV Maksim - RUS,Men,28.0,RUS,16.0,16.4,16.8,15.8,16.5,8.2,8.0,0,0,0,0,-3.0,-9.0,0.0,2017,2017-World Cup 1,Final 1,74.12,12
KAUF Jaelin - USA - World Cup 1 - 2017 - Qualification 1,KAUF Jaelin - USA,Women,24.0,USA,15.0,14.8,15.4,14.0,15.3,5.7,6.2,1,0,0,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 1,66.65,11
GAGNON Marc Antoine - CAN - World Cup 2 - 2017 - Final 1,GAGNON Marc Antoine - CAN,Men,29.0,CAN,17.0,16.4,15.7,15.9,15.8,8.7,8.5,1,0,1,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Final 1,72.57,11
WILSON Bradley - USA - World Cup 5 - 2017 - Qualification,WILSON Bradley - USA,Men,28.0,USA,17.1,17.4,15.5,15.7,17.8,7.5,6.5,1,0,0,0,-4.0,-3.0,0.0,2017,2017-World Cup 5,Qualification,72.57,22
TOMITAKA Hinako - JPN - World Cup 1 - 2017 - Qualification 2,TOMITAKA Hinako - JPN,Women,20.0,JPN,14.4,14.4,13.7,16.0,15.3,6.2,6.1,0,0,0,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 2,58.08,19
GARBE Julius - GER - World Cup 8 - 2017 - Qualification,GARBE Julius - GER,Men,28.0,GER,16.7,16.3,17.2,16.2,16.5,5.8,4.1,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,67.8,22
BOUARD Adrien - GER - World Cup 1 - 2017 - Qualification 1,BOUARD Adrien - GER,Men,27.0,GER,13.1,12.8,13.9,14.0,14.4,6.4,6.0,0,0,0,0,-3.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 1,61.87,39
DUFOUR LAPOINTE Chloe - CAN - World Cup 1 - 2017 - Qualification 1,DUFOUR LAPOINTE Chloe - CAN,Women,29.0,CAN,16.0,15.4,16.4,16.3,15.3,7.2,6.8,1,1,1,1,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 1,72.46,1
DUFOUR LAPOINTE Justine - CAN - World Cup 2 - 2017 - Final 1,DUFOUR LAPOINTE Justine - CAN,Women,26.0,CAN,15.5,15.8,14.9,15.4,15.1,6.7,7.2,1,1,1,1,-1.0,-1.0,0.0,2017,2017-World Cup 2,Final 1,68.56,7
GRAHAM Matt - AUS - World Cup 7 - 2017 - Qualification,GRAHAM Matt - AUS,Men,26.0,AUS,18.6,17.8,18.1,18.3,18.4,8.0,7.8,1,1,1,1,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,83.58,3
NISHI Nobuyuki - JPN - World Cup 2 - 2017 - Qualification,NISHI Nobuyuki - JPN,Men,35.0,JPN,15.6,15.3,15.5,15.6,15.3,7.8,7.9,0,0,0,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Qualification,71.42,11
SCHILD Morgan - USA - World Championships - 2017 - Qualification 1,SCHILD Morgan - USA,Women,23.0,USA,16.4,16.7,17.2,16.1,15.4,8.7,8.8,0,0,0,0,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,70.19,15
GALYSHEVA Yulia - KAZ - World Cup 7 - 2017 - Qualification,GALYSHEVA Yulia - KAZ,Women,28.0,KAZ,15.8,15.7,15.4,15.1,15.7,7.0,6.0,1,1,1,1,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,69.12,13
KAJIWARA Chihiro - JPN - World Cup 1 - 2017 - Qualification 2,KAJIWARA Chihiro - JPN,Women,21.0,JPN,13.0,13.2,13.5,14.3,16.2,4.0,3.7,0,0,0,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 2,50.14,20
KAJIWARA Chihiro - JPN - World Cup 1 - 2017 - Qualification 1,KAJIWARA Chihiro - JPN,Women,21.0,JPN,13.0,13.2,13.5,14.3,16.2,4.0,3.7,0,0,0,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 1,50.14,29
MATTHEWS Mikaela - USA - World Cup 5 - 2017 - Qualification,MATTHEWS Mikaela - USA,Women,29.0,USA,16.0,15.4,16.4,16.8,15.8,7.8,8.2,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 5,Qualification,68.18,15
MATTHEWS Mikaela - USA - World Cup 4 - 2017 - Qualification,MATTHEWS Mikaela - USA,Women,29.0,USA,16.0,16.0,14.8,17.5,15.3,6.5,7.0,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,69.12,17
MATHESON James - AUS - World Cup 7 - 2017 - Qualification,MATHESON James - AUS,Men,25.0,AUS,15.8,16.3,16.9,16.4,16.9,6.9,8.0,0,0,0,0,-1.0,-5.0,0.0,2017,2017-World Cup 7,Qualification,69.12,41
NAUDE Andi - CAN - World Cup 8 - 2017 - Final 1,NAUDE Andi - CAN,Women,24.0,CAN,16.8,16.9,16.6,16.5,16.5,7.5,6.5,1,0,1,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Final 1,74.06,7
GALYSHEVA Yulia - KAZ - World Championships - 2017 - Final 1,GALYSHEVA Yulia - KAZ,Women,28.0,KAZ,16.3,16.6,16.4,16.6,16.6,8.0,7.6,1,1,1,1,-2.0,9.0,0.0,2017,2017-World Championships,Final 1,77.97,7
KAUF Jaelin - USA - World Cup 1 - 2017 - Qualification 2,KAUF Jaelin - USA,Women,24.0,USA,14.8,15.6,14.4,16.4,15.3,7.5,7.4,1,0,0,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 2,67.55,7
THEOCHARIS Sacha - FRA - World Cup 4 - 2017 - Qualification,THEOCHARIS Sacha - FRA,Men,30.0,FRA,15.9,15.6,15.9,17.0,16.9,8.1,8.1,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,70.88,33
CAVET Benjamin - FRA - World Cup 8 - 2017 - Final 1,CAVET Benjamin - FRA,Men,26.0,FRA,17.9,18.5,18.2,18.3,18.2,8.0,7.8,1,1,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Final 1,80.77,4
SALONEN Jimi - FIN - World Cup 2 - 2017 - Qualification,SALONEN Jimi - FIN,Men,26.0,FIN,12.5,11.8,12.1,12.0,13.8,5.2,4.3,0,0,0,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Qualification,26.93,47
DUFOUR LAPOINTE Chloe - CAN - World Cup 3 - 2017 - Qualification,DUFOUR LAPOINTE Chloe - CAN,Women,29.0,CAN,16.7,16.0,16.6,16.7,15.9,5.4,7.2,1,1,1,1,0.0,1.0,0.0,2017,2017-World Cup 3,Qualification,74.99,2
KAUF Jaelin - USA - World Cup 8 - 2017 - Final 1,KAUF Jaelin - USA,Women,24.0,USA,17.8,17.2,17.0,17.0,17.2,8.0,7.8,1,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Final 1,74.99,4
MURPHY Troy - USA - World Cup 8 - 2017 - Qualification,MURPHY Troy - USA,Men,28.0,USA,16.7,16.4,16.2,16.8,17.0,8.4,8.4,0,0,0,0,-3.0,-2.0,0.0,2017,2017-World Cup 8,Qualification,74.99,8
GRAHAM Matt - AUS - World Cup 5 - 2017 - Final 1,GRAHAM Matt - AUS,Men,26.0,AUS,17.9,17.4,18.4,18.3,17.6,8.6,8.4,1,1,1,1,-4.0,-3.0,0.0,2017,2017-World Cup 5,Final 1,82.23,2
CHOI Jae Woo - KOR - World Cup 2 - 2017 - Qualification,CHOI Jae Woo - KOR,Men,26.0,KOR,13.9,15.5,14.5,15.4,16.0,8.7,7.8,1,0,0,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Qualification,69.16,17
GIACCIO Olivia - USA - World Cup 1 - 2017 - Qualification 1,GIACCIO Olivia - USA,Women,20.0,USA,15.7,15.4,16.2,15.0,15.0,5.7,5.7,0,0,0,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 1,64.24,16
ROBICHAUD Audrey - CAN - World Cup 4 - 2017 - Qualification,ROBICHAUD Audrey - CAN,Women,32.0,CAN,16.4,16.0,16.6,16.8,15.1,8.1,8.1,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,73.49,6
GARBE Julius - GER - World Championships - 2017 - Qualification 1,GARBE Julius - GER,Men,28.0,GER,15.7,16.6,16.3,15.9,15.1,7.2,7.8,0,0,0,0,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,73.49,27
SCANZIO Deborah - SUI - World Cup 4 - 2017 - Qualification,SCANZIO Deborah - SUI,Women,34.0,SUI,15.6,15.4,14.9,15.7,15.5,6.7,7.6,0,0,0,0,0.0,-8.0,0.0,2017,2017-World Cup 4,Qualification,68.34,18
GRAHAM Matt - AUS - World Championships - 2017 - Qualification 1,GRAHAM Matt - AUS,Men,26.0,AUS,18.0,18.6,17.5,18.1,18.0,8.1,7.9,1,1,1,1,-2.0,3.0,0.0,2017,2017-World Championships,Qualification 1,81.56,3
MARQUIS Philippe - CAN - World Championships - 2017 - Final 1,MARQUIS Philippe - CAN,Men,31.0,CAN,16.8,16.7,17.2,16.7,16.5,8.0,8.1,1,0,0,0,-2.0,9.0,0.0,2017,2017-World Championships,Final 1,75.67,16
SCANZIO Deborah - SUI - World Cup 1 - 2017 - Qualification 1,SCANZIO Deborah - SUI,Women,34.0,SUI,16.4,16.8,17.0,17.0,15.0,7.1,6.5,0,0,0,0,-2.0,-9.0,0.0,2017,2017-World Cup 1,Qualification 1,72.05,3
ROBICHAUD Audrey - CAN - World Cup 2 - 2017 - Qualification,ROBICHAUD Audrey - CAN,Women,32.0,CAN,15.8,16.0,13.8,15.5,15.2,8.5,8.3,0,0,0,0,-1.0,-1.0,0.0,2017,2017-World Cup 2,Qualification,72.08,4
PARKS Nicole - AUS - World Cup 3 - 2017 - Qualification,PARKS Nicole - AUS,Women,28.0,AUS,13.9,12.9,13.6,12.5,12.3,4.4,4.9,0,0,0,0,0.0,1.0,0.0,2017,2017-World Cup 3,Qualification,58.51,30
SEO Jee Won - KOR - World Cup 6 - 2017 - Qualification 2,SEO Jee Won - KOR,Women,26.0,KOR,14.7,15.0,15.2,15.4,15.0,4.1,4.2,0,0,0,0,-7.0,-6.0,0.0,2017,2017-World Cup 6,Qualification 2,62.75,18
