Athlete_Comp,Athlete_name,Gender,age_yrs,Nation,Judge_1_Score,Judge_2_Score,Judge_3_Score,Judge_4_Score,Judge_5_Score,Judge_6_Score_1,Judge_7_Score_1,Major_Finalist,Major_Medalist,Olympic_Finalist,Olympic_Medalist,Temp_Snow,Temp_Air,Wind,Season,Season_Comp,Round,Metric,Finish
STOLYAROVA Ekaterina - OAR - World Cup 3 - 2009 - Final 1,STOLYAROVA Ekaterina - OAR,Women,32.0,OAR,3.4,3.7,3.6,3.7,3.4,1.4,1.5,0,0,0,0,0.0,-2.0,0.0,2009,2009-World Cup 3,Final 1,68.85,14
KIRAMO Arttu - FIN - World Cup 2 - 2009 - Final 1,KIRAMO Arttu - FIN,Men,30.0,FIN,1.1,1.6,0.5,1.7,1.8,1.7,1.8,0,0,0,0,-5.0,-8.0,0.2,2009,2009-World Cup 2,Final 1,35.84,14
ROUSSEAU Pierre Alexandre - CAN - World Cup 5 - 2009 - Qualification,ROUSSEAU Pierre Alexandre - CAN,Men,41.0,CAN,4.5,4.1,4.4,4.4,4.3,2.4,2.0,1,0,1,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,84.35,3
TORITO Emiko - USA - World Cup 4 - 2009 - Qualification,TORITO Emiko - USA,Women,38.0,USA,4.1,3.8,4.0,4.2,4.0,1.7,1.8,0,0,0,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,73.6,9
DOLGODVOROV Denis - RUS - World Cup 5 - 2009 - Final 1,DOLGODVOROV Denis - RUS,Men,38.0,RUS,4.0,4.1,4.5,4.3,4.4,2.4,2.4,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Final 1,84.35,7
BLOOM Jeremy - USA - World Cup 4 - 2009 - Final 1,BLOOM Jeremy - USA,Men,38.0,USA,4.3,4.3,4.3,4.5,4.0,2.1,2.3,1,0,1,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Final 1,81.6,11
ROBERTSON Shelly - USA - World Cup 5 - 2009 - Final 1,ROBERTSON Shelly - USA,Women,41.0,USA,4.2,4.1,4.2,4.1,4.1,2.2,1.9,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Final 1,80.99,7
BURILLE Arnaud - FRA - World Cup 5 - 2009 - Qualification,BURILLE Arnaud - FRA,Men,32.0,FRA,3.8,3.8,3.6,3.9,3.9,1.2,1.4,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,72.75,36
SUDOVA Nikola - CZE - World Cup 1 - 2009 - Qualification,SUDOVA Nikola - CZE,Women,38.0,CZE,4.5,4.6,4.3,4.3,4.6,2.2,2.2,1,0,1,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,82.13,3
REIKHERD Dmitriy - KAZ - World Championships - 2009 - Final,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,1.0,1.8,2.1,1.0,2.3,1.4,1.6,1,0,1,0,0.0,6.0,4.0,2009,2009-World Championships,Final,34.37,15
KUWABARA Ryuji - JPN - World Cup 5 - 2009 - Qualification,KUWABARA Ryuji - JPN,Men,32.0,JPN,0.7,1.3,1.8,1.4,1.7,1.3,1.4,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,41.47,49
RODIONOVA Yuliya - KAZ - World Cup 4 - 2009 - Qualification,RODIONOVA Yuliya - KAZ,Women,30.0,KAZ,3.4,3.7,3.6,3.5,3.7,1.8,1.5,0,0,0,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,68.67,14
TSUKITA Yugo - JPN - World Cup 5 - 2009 - Qualification,TSUKITA Yugo - JPN,Men,44.0,JPN,3.8,3.7,4.2,4.1,4.1,2.3,2.2,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,80.13,15
BIGNELL Jeffrey - NED - World Cup 4 - 2009 - Qualification,BIGNELL Jeffrey - NED,Men,49.0,NED,3.5,3.0,3.5,3.6,3.5,1.7,1.5,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,57.09,48
MOISSEYEV Denis - KAZ - World Cup 3 - 2009 - Qualification,MOISSEYEV Denis - KAZ,Men,32.0,KAZ,2.4,3.2,3.0,3.1,2.9,1.0,0.6,0,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,55.57,40
CARLQVIST Veronica - SWE - World Cup 4 - 2009 - Qualification,CARLQVIST Veronica - SWE,Women,30.0,SWE,0.1,0.1,0.1,0.1,0.1,0.7,0.7,0,0,0,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,2.61,29
GALYSHEVA Yulia - KAZ - World Cup 1 - 2009 - Qualification,GALYSHEVA Yulia - KAZ,Women,28.0,KAZ,3.1,3.0,3.0,3.2,3.1,1.6,1.4,1,1,1,1,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,59.87,26
LUUSUA Tapio - FIN - World Cup 2 - 2009 - Qualification,LUUSUA Tapio - FIN,Men,39.0,FIN,3.9,4.3,3.7,4.1,4.0,2.3,2.3,1,0,1,0,-5.0,-8.0,0.2,2009,2009-World Cup 2,Qualification,74.83,6
OCHS Pierre - FRA - World Cup 1 - 2009 - Qualification,OCHS Pierre - FRA,Men,36.0,FRA,4.4,4.4,4.4,4.2,4.4,2.1,1.7,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,81.71,11
DOLGODVOROV Denis - RUS - World Cup 1 - 2009 - Final 1,DOLGODVOROV Denis - RUS,Men,38.0,RUS,4.4,4.4,4.3,4.6,4.3,2.3,2.2,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Final 1,84.13,6
BARMASHOV Dmitriy - KAZ - World Cup 3 - 2009 - Qualification,BARMASHOV Dmitriy - KAZ,Men,35.0,KAZ,3.3,4.1,3.1,3.5,3.6,1.5,1.7,0,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,67.63,31
WILSON Bryon - USA - World Cup 1 - 2009 - Qualification,WILSON Bryon - USA,Men,32.0,USA,4.1,4.0,4.0,3.7,4.1,2.0,2.0,1,1,1,1,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,77.44,21
VOLKOV Andrey - RUS - World Cup 4 - 2009 - Qualification,VOLKOV Andrey - RUS,Men,34.0,RUS,4.0,4.2,4.2,4.3,4.3,1.8,2.0,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,77.44,16
RAKHIMOVA Regina - OAR - World Cup 4 - 2009 - Qualification,RAKHIMOVA Regina - OAR,Women,31.0,OAR,3.4,3.3,3.4,3.6,3.3,1.7,1.8,1,0,0,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,64.83,17
BUMANN Nicole - SUI - World Cup 4 - 2009 - Qualification,BUMANN Nicole - SUI,Women,34.0,SUI,3.7,3.2,3.5,3.6,3.6,1.4,1.7,0,0,0,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,64.83,18
KASHIMA Sho - USA - World Championships - 2009 - Qualification,KASHIMA Sho - USA,Men,34.0,USA,3.7,3.9,3.7,3.5,3.7,1.5,1.6,0,0,0,0,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,64.83,12
UEMURA Aiko - JPN - World Cup 4 - 2009 - Final 1,UEMURA Aiko - JPN,Women,41.0,JPN,4.5,4.1,4.5,4.3,4.6,2.0,2.0,1,1,1,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Final 1,83.49,3
MORSE Michael - USA - World Cup 1 - 2009 - Qualification,MORSE Michael - USA,Men,39.0,USA,4.4,4.4,4.3,4.5,4.3,1.9,2.1,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,80.61,15
SLATTEN Vinjar - NOR - World Cup 4 - 2009 - Qualification,SLATTEN Vinjar - NOR,Men,30.0,NOR,3.4,3.6,4.0,3.6,3.4,1.4,1.5,1,0,1,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,68.13,31
ROCHON Cedric - CAN - World Cup 1 - 2009 - Qualification,ROCHON Cedric - CAN,Men,30.0,CAN,4.2,4.3,3.7,4.2,4.2,2.1,1.8,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,78.56,19
BAHRKE Shannon - USA - World Championships - 2009 - Qualification,BAHRKE Shannon - USA,Women,40.0,USA,2.9,2.5,2.7,3.3,2.9,1.3,1.4,1,1,1,1,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,54.29,10
BILODEAU Alex - CAN - World Championships - 2009 - Final,BILODEAU Alex - CAN,Men,33.0,CAN,3.2,3.6,3.7,3.4,3.6,1.6,1.5,1,1,1,1,0.0,6.0,4.0,2009,2009-World Championships,Final,69.76,8
DAUNFELDT Olle - SWE - World Cup 4 - 2009 - Qualification,DAUNFELDT Olle - SWE,Men,37.0,SWE,3.7,3.8,4.0,4.2,3.8,1.3,1.4,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,68.77,32
ITO Miki - JPN - World Cup 5 - 2009 - Final 1,ITO Miki - JPN,Women,33.0,JPN,4.4,3.9,4.5,4.4,4.3,2.0,2.3,1,1,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Final 1,83.55,3
MARQUIS Vincent - CAN - World Cup 1 - 2009 - Qualification,MARQUIS Vincent - CAN,Men,36.0,CAN,4.4,4.3,4.6,4.4,4.3,2.1,2.0,1,0,1,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,83.71,2
KUWABARA Ryuji - JPN - World Cup 1 - 2009 - Qualification,KUWABARA Ryuji - JPN,Men,32.0,JPN,4.0,4.0,4.3,3.9,3.9,1.9,1.5,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,73.12,33
BILODEAU Alex - CAN - World Cup 5 - 2009 - Qualification,BILODEAU Alex - CAN,Men,33.0,CAN,4.5,4.2,4.5,4.1,4.5,2.3,2.5,1,1,1,1,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,84.51,2
MARQUIS Vincent - CAN - World Cup 1 - 2009 - Final 1,MARQUIS Vincent - CAN,Men,36.0,CAN,4.6,4.7,4.5,4.7,4.5,2.2,1.9,1,0,1,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Final 1,87.12,1
ITO Miki - JPN - World Championships - 2009 - Final,ITO Miki - JPN,Women,33.0,JPN,4.2,4.1,3.8,3.4,3.9,1.7,1.6,1,1,0,0,0.0,6.0,4.0,2009,2009-World Championships,Final,72.67,4
MARBLER Margarita - AUT - World Cup 2 - 2009 - Qualification,MARBLER Margarita - AUT,Women,45.0,AUT,3.8,4.1,4.2,3.9,4.0,2.3,2.3,1,0,1,0,-7.0,-16.0,0.2,2009,2009-World Cup 2,Qualification,73.57,3
HJERTMAN Pelle - SWE - World Cup 4 - 2009 - Qualification,HJERTMAN Pelle - SWE,Men,35.0,SWE,3.1,3.4,3.1,3.7,3.2,1.9,1.5,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,62.91,42
RAKHIMOVA Regina - OAR - World Cup 5 - 2009 - Qualification,RAKHIMOVA Regina - OAR,Women,31.0,OAR,3.5,3.4,3.7,3.6,3.5,2.4,2.0,1,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,71.52,22
GERMAN Nejc - SLO - World Championships - 2009 - Qualification,GERMAN Nejc - SLO,Men,29.0,SLO,2.0,2.0,1.9,1.8,1.8,1.2,1.0,0,0,0,0,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,36.13,36
BUMANN Nicole - SUI - World Cup 1 - 2009 - Qualification,BUMANN Nicole - SUI,Women,34.0,SUI,1.9,1.8,3.0,2.3,2.1,1.8,1.3,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,50.13,27
ROBICHAUD Audrey - CAN - World Cup 3 - 2009 - Qualification,ROBICHAUD Audrey - CAN,Women,32.0,CAN,3.5,3.9,3.1,4.0,3.8,2.3,2.2,0,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,72.24,9
PEKKANEN Niko - FIN - World Cup 4 - 2009 - Qualification,PEKKANEN Niko - FIN,Men,35.0,FIN,4.4,4.2,4.1,4.0,4.3,1.8,1.9,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,76.61,18
BABIC David - USA - World Cup 1 - 2009 - Qualification,BABIC David - USA,Men,41.0,USA,3.6,3.8,3.7,3.1,3.2,2.4,2.3,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,72.24,30
OUTTRIM Eliza - USA - World Cup 4 - 2009 - Qualification,OUTTRIM Eliza - USA,Women,35.0,USA,4.0,3.8,3.9,3.9,4.1,1.8,1.4,1,0,1,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,74.53,6
HAMMERSLAND Audun - NOR - World Cup 2 - 2009 - Qualification,HAMMERSLAND Audun - NOR,Men,34.0,NOR,1.7,1.2,1.3,1.3,1.9,1.0,0.9,0,0,0,0,-5.0,-8.0,0.2,2009,2009-World Cup 2,Qualification,29.52,42
KYLLOENEN Harri - FIN - World Cup 5 - 2009 - Qualification,KYLLOENEN Harri - FIN,Men,32.0,FIN,3.8,3.8,4.0,4.0,4.1,2.4,2.3,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,77.71,21
REIKHERD Dmitriy - KAZ - World Championships - 2009 - Qualification,REIKHERD Dmitriy - KAZ,Men,31.0,KAZ,3.7,3.4,3.7,3.7,3.8,2.0,1.7,1,0,1,0,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,70.24,2
SMYSHLIAEV Aleksandr - OAR - World Cup 5 - 2009 - Final 1,SMYSHLIAEV Aleksandr - OAR,Men,33.0,OAR,4.3,4.6,4.3,4.4,4.3,2.1,2.3,1,1,1,1,-1.0,0.0,0.1,2009,2009-World Cup 5,Final 1,83.25,9
COLAS Guilbaut - FRA - World Cup 2 - 2009 - Final 1,COLAS Guilbaut - FRA,Men,37.0,FRA,4.5,4.4,4.3,4.5,4.3,2.1,2.0,1,0,1,0,-5.0,-8.0,0.2,2009,2009-World Cup 2,Final 1,83.25,1
BENNA Anthony - FRA - World Cup 1 - 2009 - Qualification,BENNA Anthony - FRA,Men,33.0,FRA,4.3,4.5,4.3,4.0,4.4,2.1,2.0,1,1,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,81.44,12
SUDOVA Nikola - CZE - World Cup 4 - 2009 - Qualification,SUDOVA Nikola - CZE,Women,38.0,CZE,4.4,4.4,4.2,4.3,4.4,2.0,1.9,1,0,1,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,79.55,2
BAZIN Nathalie - CAN - World Cup 4 - 2009 - Final 1,BAZIN Nathalie - CAN,Women,35.0,CAN,4.2,3.8,4.0,4.1,3.7,1.6,1.7,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Final 1,76.32,11
BUMANN Nicole - SUI - World Cup 3 - 2009 - Qualification,BUMANN Nicole - SUI,Women,34.0,SUI,2.4,2.4,2.9,2.9,2.9,1.4,1.3,0,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,53.01,27
CHERKASOVA Marina - RUS - World Cup 2 - 2009 - Qualification,CHERKASOVA Marina - RUS,Women,48.0,RUS,3.2,3.9,3.0,2.7,3.0,1.4,1.7,0,0,0,0,-7.0,-16.0,0.2,2009,2009-World Cup 2,Qualification,57.97,18
KYLLOENEN Harri - FIN - World Championships - 2009 - Qualification,KYLLOENEN Harri - FIN,Men,32.0,FIN,3.0,2.3,2.6,2.5,2.8,1.8,1.8,0,0,0,0,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,53.63,24
ENDO Sho - JPN - World Cup 2 - 2009 - Qualification,ENDO Sho - JPN,Men,30.0,JPN,3.6,3.8,3.6,3.1,3.4,1.4,1.5,0,0,0,0,-5.0,-8.0,0.2,2009,2009-World Cup 2,Qualification,65.47,23
GINGRAS Maxime - CAN - World Championships - 2009 - Qualification,GINGRAS Maxime - CAN,Men,36.0,CAN,3.6,3.4,3.6,3.2,3.4,1.8,1.9,0,0,0,0,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,65.47,10
LUUSUA Tapio - FIN - World Cup 5 - 2009 - Final 1,LUUSUA Tapio - FIN,Men,39.0,FIN,4.7,4.7,4.8,4.8,4.5,2.5,2.5,1,0,1,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Final 1,88.24,2
KASHIMA Sho - USA - World Cup 1 - 2009 - Qualification,KASHIMA Sho - USA,Men,34.0,USA,4.2,4.0,4.0,4.3,4.0,2.1,1.7,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,79.17,16
SCANZIO Deborah - SUI - World Championships - 2009 - Final,SCANZIO Deborah - SUI,Women,34.0,SUI,2.6,3.1,3.3,3.0,3.0,1.7,1.7,0,0,0,0,0.0,6.0,4.0,2009,2009-World Championships,Final,59.71,12
KAFFKA Marina - GER - World Cup 3 - 2009 - Qualification,KAFFKA Marina - GER,Women,33.0,GER,2.8,3.4,3.2,3.0,2.8,0.6,0.7,0,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,55.25,25
HAMMERSLAND Audun - NOR - World Cup 1 - 2009 - Qualification,HAMMERSLAND Audun - NOR,Men,34.0,NOR,3.8,3.4,3.6,2.9,3.4,1.9,1.7,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,67.81,43
DOLGODVOROV Denis - RUS - World Championships - 2009 - Qualification,DOLGODVOROV Denis - RUS,Men,38.0,RUS,0.8,0.2,0.5,0.2,0.8,1.9,1.7,0,0,0,0,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,16.13,40
BJOERNLUND Jesper - SWE - World Cup 1 - 2009 - Qualification,BJOERNLUND Jesper - SWE,Men,35.0,SWE,4.4,3.6,4.3,4.2,4.0,1.8,1.7,1,0,1,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,77.92,22
VACULIK Lukas - CZE - World Cup 5 - 2009 - Qualification,VACULIK Lukas - CZE,Men,34.0,CZE,3.9,4.0,3.8,4.1,3.9,2.3,2.3,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,77.92,19
COLAS Guilbaut - FRA - World Cup 3 - 2009 - Qualification,COLAS Guilbaut - FRA,Men,37.0,FRA,4.2,4.4,4.3,4.4,4.2,1.8,2.3,1,0,1,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,82.19,3
BABIC David - USA - World Cup 3 - 2009 - Final 1,BABIC David - USA,Men,41.0,USA,3.3,3.6,4.1,4.1,3.5,1.7,1.6,0,0,0,0,0.0,-2.0,0.0,2009,2009-World Cup 3,Final 1,74.29,10
SLATTEN Vinjar - NOR - World Cup 1 - 2009 - Qualification,SLATTEN Vinjar - NOR,Men,30.0,NOR,2.8,3.3,3.5,3.2,3.0,1.4,1.2,1,0,1,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,64.45,45
ANDERSEN Tevje Lie - NOR - World Cup 4 - 2009 - Qualification,ANDERSEN Tevje Lie - NOR,Men,29.0,NOR,3.5,3.5,3.1,3.6,3.1,1.5,1.6,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,63.84,39
MARQUIS Vincent - CAN - World Cup 5 - 2009 - Final 1,MARQUIS Vincent - CAN,Men,36.0,CAN,4.4,4.6,4.4,4.4,4.5,2.3,2.1,1,0,1,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Final 1,85.12,6
SMYSHLIAEV Aleksandr - OAR - World Cup 4 - 2009 - Final 1,SMYSHLIAEV Aleksandr - OAR,Men,33.0,OAR,4.3,4.3,4.4,4.3,4.4,2.0,2.2,1,1,1,1,-1.0,-4.0,0.2,2009,2009-World Cup 4,Final 1,82.03,9
HALL Sam - AUS - World Cup 4 - 2009 - Qualification,HALL Sam - AUS,Men,32.0,AUS,4.0,3.7,3.7,4.1,3.8,1.9,1.8,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,71.97,26
MORSE Michael - USA - World Cup 5 - 2009 - Final 1,MORSE Michael - USA,Men,39.0,USA,4.6,4.5,4.6,4.5,4.4,2.4,2.4,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Final 1,87.09,3
BILODEAU Alex - CAN - World Cup 1 - 2009 - Final 1,BILODEAU Alex - CAN,Men,33.0,CAN,4.5,4.6,4.5,4.3,4.5,2.3,2.1,1,1,1,1,-9.0,-20.0,0.9,2009,2009-World Cup 1,Final 1,86.0,2
MCPHIE Heather - USA - World Cup 2 - 2009 - Qualification,MCPHIE Heather - USA,Women,36.0,USA,3.6,3.5,4.0,3.7,3.4,1.8,1.7,1,0,0,0,-7.0,-16.0,0.2,2009,2009-World Cup 2,Qualification,66.96,11
GUMMESSON Simon - SWE - World Cup 4 - 2009 - Qualification,GUMMESSON Simon - SWE,Men,28.0,SWE,3.4,3.4,3.5,3.8,2.9,1.6,1.6,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,64.19,38
UEMURA Aiko - JPN - World Cup 1 - 2009 - Final 1,UEMURA Aiko - JPN,Women,41.0,JPN,4.7,4.6,4.7,4.5,4.4,2.2,1.9,1,1,1,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Final 1,86.48,1
KEARNEY Hannah - USA - World Cup 3 - 2009 - Qualification,KEARNEY Hannah - USA,Women,34.0,USA,4.2,4.2,4.7,4.5,4.1,1.7,1.8,1,1,1,1,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,79.63,3
UEMURA Aiko - JPN - World Cup 3 - 2009 - Qualification,UEMURA Aiko - JPN,Women,41.0,JPN,4.3,4.7,4.3,4.2,4.2,1.5,1.5,1,1,1,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,79.63,2
ROBERTSON Shelly - USA - World Cup 1 - 2009 - Qualification,ROBERTSON Shelly - USA,Women,41.0,USA,4.2,4.3,4.4,4.1,4.1,2.3,2.0,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,79.63,9
TORITO Emiko - USA - World Cup 3 - 2009 - Qualification,TORITO Emiko - USA,Women,38.0,USA,3.5,3.8,4.1,3.7,3.4,1.5,1.8,0,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,69.84,11
MATIZ Giacomo - ITA - World Cup 1 - 2009 - Qualification,MATIZ Giacomo - ITA,Men,34.0,ITA,4.1,3.8,3.8,3.4,3.6,1.6,1.2,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,69.84,40
SMYSHLIAEV Aleksandr - OAR - World Cup 3 - 2009 - Final 1,SMYSHLIAEV Aleksandr - OAR,Men,33.0,OAR,3.5,3.3,3.9,4.0,3.9,2.1,2.2,1,1,1,1,0.0,-2.0,0.0,2009,2009-World Cup 3,Final 1,74.93,9
ROBICHAUD Audrey - CAN - World Cup 5 - 2009 - Qualification,ROBICHAUD Audrey - CAN,Women,32.0,CAN,4.2,3.9,3.9,4.0,4.0,2.2,2.3,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,76.29,18
SOKOLOV Andrey - KAZ - World Cup 4 - 2009 - Qualification,SOKOLOV Andrey - KAZ,Men,28.0,KAZ,4.3,4.0,4.3,4.1,4.2,1.5,1.9,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,74.93,21
BARMASHOV Dmitriy - KAZ - World Cup 5 - 2009 - Qualification,BARMASHOV Dmitriy - KAZ,Men,35.0,KAZ,3.8,4.0,4.0,4.2,4.2,1.1,1.3,0,0,0,0,-1.0,0.0,0.1,2009,2009-World Cup 5,Qualification,76.29,28
GARDNER Landon - USA - World Cup 2 - 2009 - Final 1,GARDNER Landon - USA,Men,35.0,USA,4.3,4.0,3.7,4.0,3.7,1.9,2.1,0,0,0,0,-5.0,-8.0,0.2,2009,2009-World Cup 2,Final 1,76.29,7
GINGRAS Maxime - CAN - World Cup 2 - 2009 - Qualification,GINGRAS Maxime - CAN,Men,36.0,CAN,3.7,3.9,3.3,3.2,3.6,2.0,1.8,0,0,0,0,-5.0,-8.0,0.2,2009,2009-World Cup 2,Qualification,69.49,16
ANTONAKAKIS Tryfonas - GRE - World Cup 3 - 2009 - Qualification,ANTONAKAKIS Tryfonas - GRE,Men,37.0,GRE,1.7,1.0,1.8,1.6,2.2,1.6,1.7,0,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,37.87,42
ANTONAKAKIS Tryfonas - GRE - World Cup 1 - 2009 - Qualification,ANTONAKAKIS Tryfonas - GRE,Men,37.0,GRE,3.6,3.6,3.6,3.0,3.4,1.7,1.9,0,0,0,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,68.75,41
BAHRKE Shannon - USA - World Championships - 2009 - Final,BAHRKE Shannon - USA,Women,40.0,USA,3.9,4.1,4.0,3.9,3.9,1.6,1.8,1,1,1,1,0.0,6.0,4.0,2009,2009-World Championships,Final,72.13,6
MURATA Arisa - JPN - World Cup 3 - 2009 - Qualification,MURATA Arisa - JPN,Women,30.0,JPN,3.0,3.2,3.2,3.3,2.6,0.8,1.0,1,0,0,0,2.0,3.0,0.0,2009,2009-World Cup 3,Qualification,60.64,21
ITO Miki - JPN - World Cup 4 - 2009 - Qualification,ITO Miki - JPN,Women,33.0,JPN,4.2,4.0,4.1,4.0,4.1,1.8,1.6,1,1,0,0,-2.0,-7.0,0.2,2009,2009-World Cup 4,Qualification,74.32,7
NISHI Nobuyuki - JPN - World Championships - 2009 - Final,NISHI Nobuyuki - JPN,Men,35.0,JPN,4.3,4.1,4.2,4.0,4.2,2.0,1.7,0,0,0,0,0.0,6.0,4.0,2009,2009-World Championships,Final,74.32,4
ROUSSEAU Pierre Alexandre - CAN - World Cup 1 - 2009 - Qualification,ROUSSEAU Pierre Alexandre - CAN,Men,41.0,CAN,4.4,4.5,4.6,4.4,4.5,2.2,2.0,1,0,1,0,-9.0,-20.0,0.9,2009,2009-World Cup 1,Qualification,83.57,3
RYBALOVA Darya - KAZ - World Cup 2 - 2009 - Qualification,RYBALOVA Darya - KAZ,Women,32.0,KAZ,1.4,1.0,0.7,1.0,1.3,1.3,1.3,0,0,0,0,-7.0,-16.0,0.2,2009,2009-World Cup 2,Qualification,28.29,29
SMYSHLIAEV Aleksandr - OAR - World Cup 4 - 2009 - Qualification,SMYSHLIAEV Aleksandr - OAR,Men,33.0,OAR,4.4,4.0,4.3,4.3,4.2,1.9,2.2,1,1,1,1,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,79.71,12
VACULIK Lukas - CZE - World Championships - 2009 - Qualification,VACULIK Lukas - CZE,Men,34.0,CZE,3.2,3.1,3.1,3.2,3.2,1.5,1.4,0,0,0,0,0.0,-1.0,2.0,2009,2009-World Championships,Qualification,58.16,19
RICHARDS Kristi - CAN - World Cup 2 - 2009 - Qualification,RICHARDS Kristi - CAN,Women,39.0,CAN,0.1,0.1,0.1,0.1,0.1,1.1,1.0,0,0,0,0,-7.0,-16.0,0.2,2009,2009-World Cup 2,Qualification,4.56,32
LONGLEY Andrew - GBR - World Cup 4 - 2009 - Qualification,LONGLEY Andrew - GBR,Men,30.0,GBR,3.2,3.1,3.3,3.4,2.7,1.2,1.1,0,0,0,0,-1.0,-4.0,0.2,2009,2009-World Cup 4,Qualification,59.15,47
